ACK_ID,SCH_I_PLAN_YEAR_BEGIN_DATE,SCH_I_TAX_PRD,SCH_I_PLAN_NUM,SCH_I_EIN,SMALL_TOT_ASSETS_BOY_AMT,SMALL_TOT_LIABILITIES_BOY_AMT,SMALL_NET_ASSETS_BOY_AMT,SMALL_TOT_ASSETS_EOY_AMT,SMALL_TOT_LIABILITIES_EOY_AMT,SMALL_NET_ASSETS_EOY_AMT,SMALL_EMPLR_CONTRIB_INCOME_AMT,SMALL_PARTICIPANT_CONTRIB_AMT,SMALL_OTH_CONTRIB_RCVD_AMT,SMALL_NON_CASH_CONTRIB_BS_AMT,SMALL_OTHER_INCOME_AMT,SMALL_TOT_INCOME_AMT,SMALL_TOT_DISTRIB_BNFT_AMT,SMALL_CORRECTIVE_DISTRIB_AMT,SMALL_DEEM_DSTRB_PARTCP_LN_AMT,SMALL_ADMIN_SRVC_PROVIDERS_AMT,SMALL_OTH_EXPENSES_AMT,SMALL_TOT_EXPENSES_AMT,SMALL_NET_INCOME_AMT,SMALL_TOT_PLAN_TRANSFERS_AMT,SMALL_JOINT_VENTURE_EOY_IND,SMALL_JOINT_VENTURE_EOY_AMT,SMALL_EMPLR_PROP_EOY_IND,SMALL_EMPLR_PROP_EOY_AMT,SMALL_INV_REAL_ESTATE_EOY_IND,SMALL_INV_REAL_ESTATE_EOY_AMT,SMALL_EMPLR_SEC_EOY_IND,SMALL_EMPLR_SEC_EOY_AMT,SMALL_MORTG_PARTCP_EOY_IND,SMALL_MORTG_PARTCP_EOY_AMT,SMALL_OTH_LNS_PARTCP_EOY_IND,SMALL_OTH_LNS_PARTCP_EOY_AMT,SMALL_PERSONAL_PROP_EOY_IND,SMALL_PERSONAL_PROP_EOY_AMT,SMALL_FAIL_TRANSM_CONTRIB_IND,SMALL_FAIL_TRANSM_CONTRIB_AMT,SMALL_LOANS_IN_DEFAULT_IND,SMALL_LOANS_IN_DEFAULT_AMT,SMALL_LEASES_IN_DEFAULT_IND,SMALL_LEASES_IN_DEFAULT_AMT,SM_PARTY_IN_INT_NOT_RPTD_IND,SM_PARTY_IN_INT_NOT_RPTD_AMT,SMALL_PLAN_INS_FDLTY_BOND_IND,SMALL_PLAN_INS_FDLTY_BOND_AMT,SMALL_LOSS_DISCV_DUR_YEAR_IND,SMALL_LOSS_DISCV_DUR_YEAR_AMT,SMALL_ASSET_UNDETERM_VAL_IND,SMALL_ASSET_UNDETERM_VAL_AMT,SMALL_NON_CASH_CONTRIB_IND,SMALL_NON_CASH_CONTRIB_AMT,SMALL_20_PRCNT_SNGL_INVST_IND,SMALL_20_PRCNT_SNGL_INVST_AMT,SMALL_ALL_PLAN_AST_DISTRIB_IND,SM_WAIV_ANNUAL_IQPA_REPORT_IND,SM_FAIL_PROVIDE_BENEF_DUE_IND,SM_FAIL_PROVIDE_BENEF_DUE_AMT,SMALL_PLAN_BLACKOUT_PERIOD_IND,SM_COMPLY_BLACKOUT_NOTICE_IND,SMALL_RES_TERM_PLAN_ADPT_IND,SMALL_RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,SMALL_COVERED_PBGC_INS_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHONE_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER
20180123075433P030014903631001,2016-07-01,2017-02-20,002,042224182,7334,,7334,0,,0,,,,,,0,7334,,,,,7334,-7334,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,,1,1,2,,2,,1,0,,,,,,,,,,,2,
20180123075513P040024240653001,2016-01-01,2016-12-31,003,042264013,2867480,0,2867480,1709077,0,1709077,0,0,0,0,-921833,-921833,236570,0,0,0,0,236570,-1158403,0,2,,2,,2,,1,1709077,2,,2,,2,,2,,2,,2,,2,,1,325000,2,,2,,2,,1,1709077,2,1,2,,2,,2,,,,,,,,,,,,,
20170728102144P030069622689002,2016-01-01,2016-12-31,003,042188202,2715975,7040,2708935,2790283,7040,2783243,110985,,,,6340,117325,41076,,,1941,,43017,74308,,2,,2,,2,,1,1828066,2,,2,,2,,2,,2,,2,,2,,1,300000,2,,2,,2,,1,1828066,2,1,2,,2,2,2,,,,,,,,,,,,,
20170728145137P040073874497001,2016-01-01,2016-12-31,002,263038320,0,,0,31000,,31000,31000,,,,,31000,,,,,,0,31000,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,,2,,2,,,,,,,,,,,,,
20180108120319P030014197143001,2016-07-01,2017-06-30,001,042298684,5900416,416,5900000,6482677,82677,6400000,249969,,,,500000,749969,249969,,,,,249969,500000,,2,,2,,2,,1,6400000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,6400000,2,1,2,,2,,2,,,,,,,,,,,,,
20171012141323P030192024967001,2016-01-01,2016-12-31,002,043071690,400000,0,400000,1709730,3194809,-1485079,253691,,,,-1990270,-1736579,,,,,148500,148500,-1885079,,2,,2,,2,,1,1709730,2,,2,,2,,2,,2,,2,,2,,1,200000,2,,2,,2,,1,1709730,2,1,2,,2,,2,,,,,,,,,,,,,
20180510152141P040038318189001,2016-01-01,2016-12-31,002,010367721,1300000,2899056,-1599056,1251202,2765043,-1513841,218873,,,,-54899,163974,9182,,,,69577,78759,85215,,2,,2,,2,,1,1245000,2,,2,,2,,2,,2,,2,,2,,1,250000,2,,2,,2,,1,1245000,2,1,2,,2,,2,,,,,,,,,,,,,
20170425133455P040003613255001,2016-01-01,2016-12-31,004,042272126,6103199,5105120,998079,8970844,4357105,4613739,875000,,,,2895799,3770799,28154,,,,126985,155139,3615660,,2,,2,,2,,1,8720000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,8720000,2,1,2,,2,,2,,,,,,,,,,,,,
20180511135535P040062559777001,2016-11-01,2017-10-31,002,042745661,853715,,853715,675498,,675498,,,,,-178217,-178217,,,,,,,-178217,,2,,2,,2,,1,675498,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,675498,2,1,2,,2,,,,,,3,,,,,,,,,
20171009164127P030184678039001,2016-01-01,2016-12-31,002,042399903,434334,0,434334,379651,0,379651,0,0,0,0,73970,73970,128653,0,0,0,0,128653,-54683,0,2,,2,,2,,1,368685,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,368685,2,1,2,,2,,2,,,,,,,,,,,,,
20180320095605P030005230209001,2016-10-01,2017-09-30,003,042699206,216838,0,216838,239667,0,239667,,,,,22829,22829,,,,,,0,22829,,2,,2,,2,,1,239667,2,,2,,2,,2,,2,,2,,2,,1,250000,2,,2,,2,,1,239667,2,1,2,,2,,2,,,,,,,,,,,,,
