ACK_ID,SCH_I_PLAN_YEAR_BEGIN_DATE,SCH_I_TAX_PRD,SCH_I_PLAN_NUM,SCH_I_EIN,SMALL_TOT_ASSETS_BOY_AMT,SMALL_TOT_LIABILITIES_BOY_AMT,SMALL_NET_ASSETS_BOY_AMT,SMALL_TOT_ASSETS_EOY_AMT,SMALL_TOT_LIABILITIES_EOY_AMT,SMALL_NET_ASSETS_EOY_AMT,SMALL_EMPLR_CONTRIB_INCOME_AMT,SMALL_PARTICIPANT_CONTRIB_AMT,SMALL_OTH_CONTRIB_RCVD_AMT,SMALL_NON_CASH_CONTRIB_BS_AMT,SMALL_OTHER_INCOME_AMT,SMALL_TOT_INCOME_AMT,SMALL_TOT_DISTRIB_BNFT_AMT,SMALL_CORRECTIVE_DISTRIB_AMT,SMALL_DEEM_DSTRB_PARTCP_LN_AMT,SMALL_ADMIN_SRVC_PROVIDERS_AMT,SMALL_OTH_EXPENSES_AMT,SMALL_TOT_EXPENSES_AMT,SMALL_NET_INCOME_AMT,SMALL_TOT_PLAN_TRANSFERS_AMT,SMALL_JOINT_VENTURE_EOY_IND,SMALL_JOINT_VENTURE_EOY_AMT,SMALL_EMPLR_PROP_EOY_IND,SMALL_EMPLR_PROP_EOY_AMT,SMALL_INV_REAL_ESTATE_EOY_IND,SMALL_INV_REAL_ESTATE_EOY_AMT,SMALL_EMPLR_SEC_EOY_IND,SMALL_EMPLR_SEC_EOY_AMT,SMALL_MORTG_PARTCP_EOY_IND,SMALL_MORTG_PARTCP_EOY_AMT,SMALL_OTH_LNS_PARTCP_EOY_IND,SMALL_OTH_LNS_PARTCP_EOY_AMT,SMALL_PERSONAL_PROP_EOY_IND,SMALL_PERSONAL_PROP_EOY_AMT,SMALL_FAIL_TRANSM_CONTRIB_IND,SMALL_FAIL_TRANSM_CONTRIB_AMT,SMALL_LOANS_IN_DEFAULT_IND,SMALL_LOANS_IN_DEFAULT_AMT,SMALL_LEASES_IN_DEFAULT_IND,SMALL_LEASES_IN_DEFAULT_AMT,SM_PARTY_IN_INT_NOT_RPTD_IND,SM_PARTY_IN_INT_NOT_RPTD_AMT,SMALL_PLAN_INS_FDLTY_BOND_IND,SMALL_PLAN_INS_FDLTY_BOND_AMT,SMALL_LOSS_DISCV_DUR_YEAR_IND,SMALL_LOSS_DISCV_DUR_YEAR_AMT,SMALL_ASSET_UNDETERM_VAL_IND,SMALL_ASSET_UNDETERM_VAL_AMT,SMALL_NON_CASH_CONTRIB_IND,SMALL_NON_CASH_CONTRIB_AMT,SMALL_20_PRCNT_SNGL_INVST_IND,SMALL_20_PRCNT_SNGL_INVST_AMT,SMALL_ALL_PLAN_AST_DISTRIB_IND,SM_WAIV_ANNUAL_IQPA_REPORT_IND,SM_FAIL_PROVIDE_BENEF_DUE_IND,SM_FAIL_PROVIDE_BENEF_DUE_AMT,SMALL_PLAN_BLACKOUT_PERIOD_IND,SM_COMPLY_BLACKOUT_NOTICE_IND,SMALL_RES_TERM_PLAN_ADPT_IND,SMALL_RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,SMALL_COVERED_PBGC_INS_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHONE_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER
20190131145753P030020291869001,2018-01-01,2018-12-31,002,042717456,5930455,,5930455,0,,0,,,,,31134,31134,5948724,,,,12865,5961589,-5930455,,2,,2,,2,,1,0,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,,1,1,2,,2,,1,0,,,,,,,,,,,,
20190521141006P040266608529001,2018-01-01,2018-12-31,002,041728400,2979850,1609626,1370224,4070451,1575790,2494661,106270,0,0,0,1111258,1217528,20658,0,0,0,72433,93091,1124437,0,2,,2,,2,,1,4063442,2,,2,,2,,2,,2,,2,,2,,1,2000000,2,,2,,2,,1,4063442,2,1,2,,2,,2,,,,,,,,,,,,,
20190522073912P030175939149001,2018-01-01,2018-12-31,002,041203530,9193489,375000,8818489,10469097,125000,10344097,732533,,,,1168528,1901061,220897,,,,15208,236105,1664956,-139348,2,,2,,2,,1,10079241,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,10079241,2,1,2,,2,,2,,,,,,,,,,,,,
20190522105322P040246799223001,2018-01-01,2018-12-31,004,042272126,10845391,3492717,7352674,12804579,2848163,9956416,751264,,,,1989325,2740589,30137,,,,106710,136847,2603742,,2,,2,,2,,1,11940000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,11940000,2,1,2,,2,,2,,,,,,,,,,,,,
20190325071555P040101311245001,2018-01-01,2018-12-31,001,042444641,3789558,,3789558,4447595,,4447595,300000,,,,358037,658037,,,,,,0,658037,,2,,2,,2,,1,3643380,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,3643380,2,1,2,,2,,2,,,,,,,,,,,,,
20190404120834P040148609415001,2018-01-01,2018-12-31,003,042837729,9921423,2903565,7017858,11102157,2677711,8424446,668502,0,0,0,1320739,1989241,451903,0,0,0,130750,582653,1406588,0,2,,2,,2,,1,11100048,2,,2,,2,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,11100048,2,1,2,,2,,2,0,,,,,,,,,,,,
20190515130128P040233830839001,2018-01-01,2018-12-31,003,042274728,1135958,,1135958,1080922,,1080922,43000,0,0,0,-24970,18030,73066,0,0,0,,73066,-55036,,2,,2,,2,,1,1080922,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,1080922,2,1,2,,2,2,2,,,,,,,,,,,,,
20190408105809P030149405095001,2018-03-01,2019-02-22,002,042969998,365326,,365326,0,,0,,,,,,0,365326,,,,,365326,-365326,,2,,2,,2,,1,0,2,,2,,2,,2,,2,,2,,2,,1,250000,2,,2,,2,,2,,1,1,2,,2,,1,0,,,,,,,,,,,,
20190918134604P040023397223001,2018-01-01,2018-12-31,002,043553283,2361041,1473650,887391,2209517,1341033,868484,268279,0,0,0,-151500,116779,0,0,0,24,135662,135686,-18907,0,2,,2,,2,,1,2016000,2,,2,,2,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2016000,2,1,2,,2,,2,0,,,,,,,,,,,,
20190927063450P030041347255001,2018-01-01,2018-12-31,002,043520315,900000,1308351,-408351,537660,0,537660,,,,,946011,946011,,,,,,0,946011,,2,,2,,2,,1,0,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,537660,2,1,2,,2,,1,0,,,,,,,,,,,,
