ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND,SALARIES_ALLOWANCES_AMT,OTH_RECORDKEEPING_FEES_AMT,IQPA_AUDIT_FEES_AMT,TRUSTEE_CUSTODIAL_FEES_AMT,ACTUARIAL_FEES_AMT,LEGAL_FEES_AMT,VALUATION_APPRAISAL_FEES_AMT,OTHER_TRUSTEE_FEES_EXPENSES_AMT
20191009123924P040044531661001,2018-01-01,2018-12-31,003,043130808,0,,,175765,233776,,,,,,,,,,,,,,,,,72415283,,,72824824,,,20287464,,20287464,52537360,0,,,242266,407005,,,,,,,,,,,,,,,,,49560747,,,50210018,,,19598821,,19598821,30611197,825265,,,,825265,10636,,,,,,10636,,767083,,767083,,485576,532201,-46625,,-21789827,-21789827,,,,,,,-20233468,1033352,,,1033352,,,659343,,,,,0,1692695,-21926163,,,1,2,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191003132328P040002798773001,2018-03-01,2018-12-31,002,042324804,,0,0,2644,2728881,,,,,,,,,,,,,,,,,14434063,,,17165588,0,0,0,0,0,17165588,,0,0,0,531762,,,,,,,,,,,,,,,,,39173227,,,39704989,,,,40710382,40710382,-1005393,4534267,0,0,0,4534267,26825,0,0,0,,0,26825,0,0,0,0,0,0,0,0,0,-20556191,-20556191,0,0,0,0,0,0,-15995099,923071,0,0,923071,0,,594992,0,0,0,0,0,1518063,-17513162,0,657819,1,2,SULLIVAN AND FOLAN LLC,043252952,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191009085113P040003462997001,2018-01-01,2018-12-31,002,201998367,22500,1500000,,6114,31334,,,456614,,,,,,,,,,,,,,1473875,,,3490437,,,,,0,3490437,9908,1500000,,3792,109338,,,352262,,,,,,,,,,,,,,3202101,,,5177401,,,,,0,5177401,1500000,,,,1500000,20118,,,,,,20118,,30000,,30000,,,,0,,211373,211373,,,,,,,1761491,73285,,,73285,,,,,,,1242,1242,74527,1686964,,,1,2,"DICICCO, GULMAN & COMPANY, LLP",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191009111145P030066463335001,2018-01-01,2018-12-31,003,461710155,,0,0,0,0,,,,,,,,,,,,,,,,,8331684,,,8331684,0,0,0,3523625,3523625,4808059,,0,0,0,7460098,,,,,,,,,,,,,,,,,0,,,7460098,,,,,0,7460098,0,0,0,,0,20875,0,0,0,,0,20875,0,0,0,0,0,2766849,0,2766849,0,0,0,0,0,0,0,1135,0,2788859,16051,0,0,16051,0,,120769,0,0,0,0,0,136820,2652039,0,,1,2,CROWE LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20191003154734P030051170945001,2018-01-01,2018-12-31,003,041466100,,,,9,107,,,,,,,,,,,,,,151305,,,45616367,,,45767788,,,20532688,,20532688,25235100,,,,0,0,,,,,,,,,,,,,,1038125,,,48341992,,,49380117,,,20101063,,20101063,29279054,5849,,,,5849,5122,,,,,,5122,,2267778,3120,2270898,,,,0,,2809000,2809000,,,,,-483,,5090386,86247,,,86247,,,923971,,,36214,,36214,1046432,4043954,,,1,2,WOLF AND COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20190919150223P030015812493001,2018-01-01,2018-12-31,003,743073286,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,7196065,0,0,7197325,1260,0,0,4378287,4379547,2817778,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,6595655,0,0,6595973,318,0,0,4265842,4266160,2329813,318550,0,0,0,318550,16,0,0,0,0,0,16,0,0,0,0,0,42771,41059,1712,0,-559350,-559350,0,0,0,0,0,0,-239072,42788,0,0,42788,0,0,197023,0,0,0,9082,9082,248893,-487965,0,0,1,2,"GRAY, GRAY & GRAY LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191007114813P030002999257001,2018-01-01,2018-12-31,004,041309690,,,,,415937,,,,,,,,,,,,,,,,,36288709,,,36704646,1773684,,,,1773684,34930962,,,,,404890,,,,,,,,,,,,,,,,,30135372,,,30540262,0,,,,0,30540262,,,,,0,6964,,,,,,6964,,448957,,448957,,,,0,,-774071,-774071,,,,,,,-318150,4072550,,,4072550,,,,,,,,0,4072550,-4390700,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
20190313143708P030111302017001,2018-01-01,2018-06-30,002,042746512,2784341,,,,345,,,,,,,,,,,,,,0,,,0,,,2784686,,,,,0,2784686,0,,,,0,,,,,,,,,,,,,,0,,,0,,,0,,,,,0,0,,,,,0,,,,,,,0,,,,0,,,,0,,,0,,,,,,,0,2784341,,,2784341,,,,345,,,,345,2784686,-2784686,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20191001133108P040050367089001,2018-01-01,2018-12-31,003,042777442,,340000,0,-40148,819064,,,,,,,,,,,,,,,,,26364962,,,27483878,1407044,0,0,0,1407044,26076834,,340000,0,0,0,,,,,,,,,,,,,,,,,23873270,,,24213270,,,,,0,24213270,340000,0,0,,340000,7654,0,0,0,,0,7654,0,602799,0,602799,0,0,0,0,0,859250,859250,0,0,0,0,193134,382,2003219,3866783,0,0,3866783,0,,,0,0,0,0,0,3866783,-1863564,0,,1,2,BAKER NEWMAN NOYES,010494526,,2,0,2,0,2,0,2,0,1,15000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20190723091203P040012915065001,2018-01-01,2018-12-31,002,471008886,0,0,,9546,90,,,,,,,,,,,,,,,,,40980000,,,40989636,,,1070578,,1070578,39919058,841,20866,,0,0,,,,,,,,,,,,,,,,,59500000,,,59521707,,,1015257,,1015257,58506450,720905,,,,720905,,,,,,,0,,,,0,,,,0,,18520000,18520000,,,,,,,19240905,612684,,,612684,,,40829,,,,,0,653513,18587392,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20190711084253P030016386517001,2018-01-01,2018-12-31,002,042821431,,1300000,0,0,82008,,,,,,,,,,,,,,,,,13060350,,,14442358,0,0,0,0,0,14442358,,215000,0,0,101080,,,,,,,,,,,,,,,,,16750800,,,17066880,,,,,0,17066880,215000,0,0,0,215000,3232,0,0,0,,0,3232,0,0,0,0,0,0,0,0,0,3690450,3690450,0,0,0,0,0,0,3908682,1281258,0,0,1281258,0,,0,0,0,0,0,0,1281258,2627424,0,2902,1,2,"DICICCO, GULMAN & COMPANY LLP",043296226,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191002135022P030048985217001,2018-01-01,2018-12-31,003,041123040,,0,0,0,0,,,,,,,,,,,,,,,,,22717511,,,22717511,0,0,0,10844091,10844091,11873420,,0,0,0,0,,,,,,,,,,,,,,,,,18717182,,,18717182,,,,10440291,10440291,8276891,891784,0,0,,891784,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-3851806,-3851806,0,0,0,0,-6071,0,-2966093,140674,0,0,140674,0,,487984,0,1778,0,0,1778,630436,-3596529,0,,3,1,"GRAY, GRAY & GRAY, LLP",042088368,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20191009132523P030063516865001,2018-01-01,2018-12-31,003,270396940,,36444,,,,,,,,,,,,,,,,,,,,,,,36444,,,,,,36444,,0,,,,,,,,,,,,,,,,,,,,166803000,,,166803000,,,947302,0,947302,165855698,40989,,,,40989,,,,,,,,,,,,,,,,,165802999,165802999,,,,,,,165843988,3168,,,3168,,,21566,,,,,,24734,165819254,,,1,2,RSM US LLP,420714325,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
