ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND
20230717151544NAL0037663904001,2021-10-01,2022-09-30,003,042631963,,5917851,,,,,,,21761848,765823986,,,,,,695337,,,2341162,,,,,,796540184,,,,,0,796540184,,,,,,,,,11949094,461530572,,,,,,,,,1085142,,,,,,474564808,,,,,0,474564808,,,,,0,19268,,,,,,19268,,23697543,25861,23723404,,,,0,,-206442644,-206442644,,50895,,,-2169582,237963484,53144825,375119480,,,375119480,,,,,721,,,721,375120201,-321975376,,,1,,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230712122526NAL0021412385001,2021-10-01,2022-09-30,001,042880295,,,0,,0,,,,,,,,,90867,,19980306,,,,2273756,,,,,22344929,,,,,0,22344929,,,40653,,0,,,,,,,,,199099,,15776350,,,,2316858,,,,,18332960,,,,,0,18332960,,2109139,857933,,2967072,,,,6211,,,6211,,,,0,,,,0,,,0,,-3966137,,,,,-992854,3005996,,,3005996,,400,,12719,,,,12719,3019115,-4011969,,,1,,CLIFTONLARSONALLEN LLP,410746749,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20230714143117NAL0050169330001,2021-10-01,2022-09-30,001,042597651,,,,2559,4918158,,,,,,,,,,,,,,,,,,,,4920717,71337,,,,71337,4849380,,,,6205,3210799,,,,,,,,,,,,,,,,,,,,3217004,76602,,,,76602,3140402,,,,,0,21438,,,,,3756,25194,,,,0,,,,0,,,0,,,,,,824230,849424,2542937,,5265,2548202,,,,,10200,,,10200,2558402,-1708978,,,1,,"MAYER HOFFMAN MCCANN, PC",431947695,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,1,,
20221017134941NAL0062439186001,2021-01-01,2021-12-31,001,042460805,694,0,0,0,232029,0,0,0,0,0,0,0,0,29616,0,1332757,0,0,0,0,0,0,0,0,1595096,0,0,0,0,0,1595096,694,0,0,0,819,0,0,0,0,0,0,0,0,14131,0,1566051,0,0,0,0,0,0,0,0,1581695,0,0,0,0,0,1581695,0,226828,40856,0,267684,-676,0,0,0,972,0,296,0,0,0,0,0,0,0,0,0,0,0,0,176450,0,0,0,633,445063,413933,0,0,413933,43721,0,0,700,110,0,0,810,458464,-13401,0,0,3,,CPA,040000000,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,0,0
20230714110618NAL0023831425001,2021-10-01,2022-09-30,002,042772059,40045,,,17367,106377,518899,,2097121,,,,,,,,,,,,,,65857877,,,68637686,,,,4063695,4063695,64573991,40015,,,34678,6755,688265,,3550715,,,,,,,,,,,457000,,,69489877,,,74267305,,,,3781401,3781401,70485904,2874611,,,,2874611,73723,,,,,,73723,,,5985,5985,,,,0,,3484322,3484322,,,,,,,6438641,422547,,,422547,,,91433,,,,12748,12748,526728,5911913,,,1,,GRASSI & CO CPAS PC,113266576,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20230526132616NAL0013950929001,2021-11-01,2022-10-31,005,041782600,,,,,,,,,,,,,,,14135914,,,,,,,,,,14135914,,,,,0,14135914,,,,,,,,,,,,,,,9594796,,,,,,,,,,9594796,,,,,0,9594796,,,,,0,,,,,,,0,,,,0,,,,0,,,0,-2438818,,,,,,-2438818,2102300,,,2102300,,,,,,,,0,2102300,-4541118,,,1,,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,1,0,,,1,,,,,,,,,458985,0,0,1
20230526133635NAL0013961329001,2021-11-01,2022-10-31,005,041782600,,,,,,,,,,,,,,,14135914,,,,,,,,,,14135914,,,,,0,14135914,,,,,,,,,,,,,,,9594796,,,,,,,,,,9594796,,,,,0,9594796,,,,,0,,,,,,,0,,,,0,,,,0,,,0,-2438818,,,,,,-2438818,2102300,,,2102300,,,,,,,,0,2102300,-4541118,,,1,,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,1,0,,,1,,,,,,,,,458985,0,0,1
20221016165101NAL0020980995001,2021-01-01,2021-12-31,001,042224182,0,0,0,0,196091,0,0,0,0,0,0,0,0,47535,1215381,0,0,0,17231291,0,40017,0,0,0,18730315,0,0,0,0,0,18730315,0,0,0,0,185722,0,0,0,0,0,0,0,0,31077,1145759,0,0,0,18950256,0,42022,0,0,0,20354836,0,0,0,0,0,20354836,0,369842,45286,0,415128,25,0,0,0,2625,0,2650,0,0,1382855,1382855,0,0,0,0,0,0,0,-20641,0,0,0,1197516,0,2977508,1335854,970,0,1336824,12128,0,0,0,0,3272,763,4035,1352987,1624521,0,0,1,,SAMET AND COMPANY PC,043027605,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20221017083928NAL0021417219001,2021-01-01,2021-12-31,004,042389826,,1956784,,,626965,,,,,,,,,139465,,,,,2340878,,,49832446,,,54896538,,,,,0,54896538,,2487217,,,381227,,,,,,,,,169356,,,,,,,,56864999,,,59902799,709303,,,2218,711521,59191278,2487217,,,,2487217,289,,,,5102,,5391,,,31252,31252,,,,0,,7032553,7032553,,,,,-115632,,9440781,5126348,,,5126348,,,,,,19693,,19693,5146041,4294740,,,1,,"KAHN, LITWIN, RENZA & CO., LTD",050409384,,2,,2,,2,,2,,1,1100000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230525145412NAL0008098515001,2021-04-01,2022-03-31,003,042482120,7375,,,0,,,,,,,,,,,,,,,,,,6749990,,,6757365,0,,0,,0,6757365,7377,,,0,,,,,,,,,,,,,,,,,,8036993,,,8044370,0,,2028800,,2028800,6015570,304278,,,,304278,,,,,,,0,,,,0,,,,0,,-741797,-741797,,,,,,2,-437517,304278,,,304278,,,,,,,,0,304278,-741795,,,1,,"SULLIVAN BILLE, P.C.",043296201,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230526063343NAL0013618913001,2021-11-01,2022-10-31,001,043067724,,,,,,,,,,,,,,,484639314,,,,,,,,,,484639314,,,,,0,484639314,,,,,,,,,,,,,,,413990585,,,,,,,,,,413990585,,,,,0,413990585,7221621,,,,7221621,,,,,,,0,,,,0,,,,0,,,0,-98682084,,,,,,-91460463,42656868,,,42656868,,,,,,,,0,42656868,-134117331,63468602,,1,,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1,,,,,,,,,464439,0,0,1
20221017090714NAL0029466993001,2021-01-01,2021-12-31,002,042597651,,2068646,,,,,,,,,,,,647949,74102040,,,,296289165,,,,,,373107800,,,,,,373107800,,2184544,,,,,,,,,,,,648973,79829591,,,,345260849,,,,,,427923957,,,,,,427923957,2184544,10891440,1296522,,14372506,,,,,44101,,44101,,,24008023,24008023,,,,,,,,6799675,151609,,,29320658,,74696572,19948356,,,19948356,779,,,,,,2840,2840,19951975,54744597,71560,,1,,"MAYER HOFFMAN MCCANN, PC",431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20230928152401NAL0012689377001,2021-10-01,2022-09-30,004,042631963,,1664920,3617681,,,,,,,,,,,753853,92199328,24713382,,,27197645,9898724,15718643,,,,175764176,,,,,0,175764176,,1991942,3458745,,,,,,,,,,,907326,76427970,20648566,,,22644133,9961739,11482533,,,,147522954,,,,,0,147522954,4135327,6899953,897054,,11932334,,,,,33731,63015,96746,,,580680,580680,,,,0,,,0,-16823245,-4328695,,,-5225718,-4857509,-18625407,8675269,,,8675269,754706,,,,185840,,,185840,9615815,-28241222,,,1,,CARON & BLETZER,043499945,,1,3136,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20230404042509NAL0060090992001,2021-07-01,2022-06-30,008,813268325,,1700000,,,,,,,,,,,,,,,55238510,,,,,,,,56938510,,33868,,,33868,56904642,,1700000,,,,,,,,,,,,,,,44646499,,,,,,,,46346499,,6506,,,6506,46339993,1700000,,,,1700000,,,,,,,0,,,,0,,,,0,,,0,,,-8756601,,,,-7056601,3296831,,,3296831,,,,116054,,48909,46254,211217,3508048,-10564649,,,1,,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,2,,2,,,,1,,,,,,,,,455755,1,0,0
20230531151134NAL0014110787001,2021-01-01,2021-12-31,001,043490470,,,,,,,,,,,,,,26858,,2884137,,,,197353,,,,,3108348,,,,,0,3108348,,1657,4287,,,,,,,,,,,55408,,3365937,,,,190738,,,,,3618027,,,,,0,3618027,53704,133977,32249,,219930,,,,0,2025,1301,3326,,,,0,,,,0,,,0,,450388,,,,,673644,160465,,,160465,,,,,3500,,,3500,163965,509679,,,1,,LEE CPA AUDIT GROUP,814637885,,1,81367,2,,2,,2,,1,335000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20221013143615NAL0028934224001,2021-01-01,2021-12-31,001,043408953,,197351,,,,,,,,,,,,107730,222458,802082,,,9327655,,,,,,10657276,,,,,0,10657276,,4038,,,,,,,,,,,,136887,251049,1370582,,,12321820,,,,,,14084376,,,,,0,14084376,841950,1519879,355031,,2716860,,,,,5684,,5684,,,120415,120415,,,,0,,,0,4020,238058,,,1466322,,4551359,1044135,,,1044135,,,,,80124,,,80124,1124259,3427100,,,1,,MARCUM LLP,111986323,,1,33213,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20221013135112NAL0028804608001,2021-01-01,2021-12-31,002,203724403,0,,,0,0,,,,,,,,,,,,,,,,,58720000,,,58720000,,,19319900,,19319900,39400100,0,,,523876,19836367,,,,,,,,,,,,,,,,,0,,,20360243,,,0,,0,20360243,0,,,,0,1333,,,,,3161230,3162563,,,995,995,,,,0,,32477607,32477607,,,,,,,35641165,54681022,,,54681022,,,,,,,,0,54681022,-19039857,,,1,,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,,,1
20221013124709NAL0017297843001,2021-01-01,2021-12-31,002,851665706,,1444000,,,3000,,,,,,,,,,,,,,,,,38600000,,,40047000,,,,120399487,120399487,-80352487,,,,,665,,,,,,,,,,,,,,,,,40100000,,,40100665,,,,116754281,116754281,-76653616,2757011,,,,2757011,,,,,,,0,,,,0,,,,0,,1500000,1500000,,,,,,3001,4260012,3778,,,3778,,,556698,,,,665,665,561141,3698871,,,1,,CLIFTON LARSON ALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221014072420NAL0025432689001,2021-01-01,2021-12-31,001,475615911,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,0,0,,,,,150,,,,,,,,,,,,,,342929,,,,,,343079,,,,,0,343079,129048,205024,497,,334569,,,,,,,0,,,8596,8596,,,,0,,,0,,,,,3452,,346617,2590,,,2590,,,,,615,333,,948,3538,343079,,,1,,PENSION ASSURANCE LLP,300840934,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,,2,,,,,,,,,,,,,,,,1,,0
20221013161132NAL0025924065001,2021-01-01,2021-12-31,003,042745179,100,120000,,,,,,,,,,,,,,,,,,,,9155491,,,9275591,,,,,0,9275591,47114,200000,,,,,,,,,,,,,,,,,,,,12086157,,,12333271,,,,,0,12333271,500000,,,,500000,,,,,,,0,,,,0,,,,0,,2930666,2930666,,,,,,,3430666,372986,,,372986,,,,,,,,0,372986,3057680,,,1,,"KING, MCNAMARA & MORIARTY",042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20221014081056NAL0018328531001,2021-01-01,2021-12-31,001,042925204,0,0,0,0,0,0,0,0,0,0,0,0,0,83820,1434181,0,0,0,17403343,0,0,0,0,0,18921344,0,0,0,0,0,18921344,0,0,0,0,0,0,0,0,0,0,0,0,0,81279,719479,0,0,0,21345675,0,0,0,0,0,22146433,0,0,0,0,0,22146433,113,723103,51528,0,774744,0,0,0,0,4277,0,4277,0,0,1929411,1929411,0,0,0,0,0,0,0,-35855,0,0,0,1072453,0,3745030,512639,0,0,512639,6892,0,0,0,0,0,410,410,519941,3225089,0,0,1,,RSM US LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20221013154402NAL0029289808001,2021-01-01,2021-12-31,003,521405842,,9235,,,9501511,,,,,,,,,,,,,,,,,,,,9510746,44,,,,44,9510702,,9235,,,9925757,,,,,,,,,,,,,,,,,,,,9934992,44,,,,44,9934948,,,,,0,9135,,,,,,9135,,,,0,,,,0,,,0,,,,,,415141,424276,,,,0,,,,,,,30,30,30,424246,,,1,,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,2,2,2,,2,,1,0,,,,,,,,,,,,,1,1,
20221014080754NAL0052964850001,2021-01-01,2021-12-31,002,042925204,,0,,,125643,,,,,,,,,,,,,,,,,15663972,,,15789615,,,35258834,0,35258834,-19469219,,0,,,125668,,,,,,,,,,,,,,,,,15580644,,,15706312,,,32377385,0,32377385,-16671073,3247695,,,,3247695,25,,,,,,25,723350,,,723350,,,,0,,-83328,-83328,,,,,,,3887742,10676,,,10676,,,1078920,,,,,0,1089596,2798146,,,1,,RSM US LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221014090443NAL0025569377001,2021-01-01,2021-12-31,001,042925204,0,0,0,0,0,0,0,0,0,0,0,0,0,83820,1434181,0,0,0,17403343,0,0,0,0,0,18921344,0,0,0,0,0,18921344,0,0,0,0,0,0,0,0,0,0,0,0,0,81279,719479,0,0,0,21345675,0,0,0,0,0,22146433,0,0,0,0,0,22146433,113,723103,51528,0,774744,0,0,0,0,4277,0,4277,0,0,1929411,1929411,0,0,0,0,0,0,0,-35855,0,0,0,1072453,0,3745030,512639,0,0,512639,6892,0,0,0,0,0,410,410,519941,3225089,0,0,1,,RSM US LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20221014113307NAL0025838065001,2021-01-01,2021-12-31,002,041682990,,38186,0,,,,,,,,,,,329787,,,,,21145210,961981,,,,,22475164,,,,,0,22475164,,53390,36274,,,,,,,,,,,309474,,,,,25433358,706896,,,,,26539392,,,,,0,26539392,584377,1165757,1074826,,2824960,,,,,18733,,18733,,,555692,555692,,,,0,,,0,,,,,2230022,15385,5644792,1505829,,,1505829,,,,,70620,4115,,74735,1580564,4064228,,,1,,CLIFTONLARSONALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20221014111405NAL0017932835001,2021-01-01,2021-12-31,002,042273500,0,0,,0,269351,0,,,,,,,,,,,,,1224634,,,,,,1493985,,0,,,0,1493985,1416780,0,,327,0,0,,,,,,,,,,,,,0,,,,,,1417107,,68940,,,68940,1348167,,,,,0,10,,,,,,10,,,32106,32106,,-19067,,-19067,,52384,52384,,,,,0,,65433,142311,,,142311,,,,23000,45940,,,68940,211251,-145818,,,1,,"KATZ, NANNIS & SOLOMON, PC",042887211,,2,,2,,2,,2,,1,156465,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,,,1
20221014130136NAL0031038224001,2021-01-01,2021-12-31,002,201998367,94671,1000000,,9272,109338,,,920662,,,,,,,,,,,498531,,,6200145,,,8832619,0,,,,0,8832619,713993,1700000,,4551,0,,,595529,,,,,,,,,,,295878,,,7763010,,,11072961,0,,,,0,11072961,1700000,,,,1700000,33085,,,,,,33085,,119700,,119700,,,,0,,557463,557463,,,,,,,2410248,165263,,,165263,,,,,,4643,,4643,169906,2240342,,,1,,"PKF O'CONNOR DAVIES, LLP",271728945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221014133031NAL0051968114001,2021-01-01,2021-12-31,003,041866480,,,,,,,,,,,,,,799725,,,,,20375202,,,1059402,,,22234329,,,,,0,22234329,,,,,,,,,,,,,,771558,,,,,21551094,,,2057465,,,24380117,,,,,0,24380117,1015826,1379645,,,2395471,,,,33168,,,33168,,,538309,538309,,,,0,,,0,,,,,3426075,,6393023,4081238,,,4081238,,75306,,42974,,47717,,90691,4247235,2145788,,,1,,BOLLUS LYNCH,043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,0,0
20221014133426NAL0027471889001,2021-01-01,2021-12-31,004,042745179,,,,,,,,,,,,,,200191,,,,,40415311,6482556,,,,,47098058,,,,,0,47098058,,,,,,,,,,,,,,222050,,,,,47743089,6993531,,0,,,54958670,,,,,0,54958670,769059,1900307,215808,,2885174,,,,,11501,,11501,,,,0,,,,0,,,0,,,,,6402757,,9299432,1437802,,,1437802,,,,1018,,,,1018,1438820,7860612,,,1,,KING MCNAMARA AND MORIARTY LLP,042686846,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,1,0
20221014145647NAL0054382914001,2021-01-01,2021-12-31,001,364488912,,1699901,,,45122,,,,,,,,,,,,,,,,1,13121547,,,14866571,,,11035569,263500,11299069,3567502,,1695707,,,106872,,,,,,,,,,,,,,,,2,11201091,,,13003672,,,9587051,228802,9815853,3187819,1810707,,,,1810707,,,,,,,0,,117684,,117684,,,,0,,-1920456,-1920456,,,,,,,7935,110866,,,110866,,,275402,,1350,,,1350,387618,-379683,,,1,,CITRIN COOPERMAN & COMPANY LLP,222428965,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221014154016NAL0052518018001,2021-01-01,2021-12-31,002,042993095,,,,,375257,,,,,,,,,,,,,,,,,5018960,,,5394217,,,,572756,572756,4821461,,,,,451741,,,,,,,,,,,,,,,,,8999440,,,9451181,,,,2870946,2870946,6580235,261389,,,,261389,169,,,,,,169,,,,0,,,,0,,1437080,1437080,,,,,,209480,1908118,107670,,,107670,,,41604,,,,70,70,149344,1758774,,,1,,"CARON & BLETZER, PLLC",043499945,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221014171530NAL0018629603001,2021-01-01,2021-12-31,002,042993095,,,,,375257,,,,,,,,,,,,,,,,,5018960,,,5394217,,,,572756,572756,4821461,,,,,451741,,,,,,,,,,,,,,,,,8999440,,,9451181,,,,2870946,2870946,6580235,261389,,,,261389,169,,,,,,169,,,,0,,,,0,,1437080,1437080,,,,,,209480,1908118,107670,,,107670,,,41604,,,,70,70,149344,1758774,,,1,,"CARON & BLETZER, PLLC",043499945,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221015041722NAL0056172354001,2021-01-01,2021-12-31,002,043484613,,,,,62,,,,,,,,,,,,,,,,,98400,,,98462,,,14804361,,14804361,-14705899,,,,,62,,,,,,,,,,,,,,,,,0,,,62,,,14793341,,14793341,-14793279,112693,,,,112693,,,,,,,0,,,,0,,,,0,,-98400,-98400,,,,,,,14293,,,,0,,,101673,,,,,0,101673,-87380,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,
20221014153457NAL0019109491001,2021-01-01,2021-12-31,001,042273500,,,,,,,,,,,,,,63607,,4041965,,,,430383,,,,,4535955,,,,0,0,4535955,,,,,,,,,,,,,,59528,,4504510,,,,396693,,,,,4960731,,,,1174,1174,4959557,,363381,18628,,382009,,,,,3399,3894,7293,,,,0,,,,0,,,0,,,,,511274,,900576,460559,,,460559,,,,,,,16415,16415,476974,423602,,,1,,"KATZ, NANNIS & SOLOMON, PC.",042887211,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,,
20230523093137NAL0006237699001,2021-11-01,2022-10-31,001,041802790,,,,,,,,,,,,,,,83270170,,,,,,,,,,83270170,,,,,0,83270170,,4400000,,,,,,,,,,,,,58607225,,,,,,,,,,63007225,,,,,0,63007225,4400000,,,,4400000,,,,,,,0,,,,0,,,,0,,,0,-14741195,,,,,,-10341195,9921750,,,9921750,,,,,,,,0,9921750,-20262945,,,1,,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1,,,,,,,,,462503,0,0,1
