ACK_ID,SCH_I_PLAN_YEAR_BEGIN_DATE,SCH_I_TAX_PRD,SCH_I_PLAN_NUM,SCH_I_EIN,SMALL_TOT_ASSETS_BOY_AMT,SMALL_TOT_LIABILITIES_BOY_AMT,SMALL_NET_ASSETS_BOY_AMT,SMALL_TOT_ASSETS_EOY_AMT,SMALL_TOT_LIABILITIES_EOY_AMT,SMALL_NET_ASSETS_EOY_AMT,SMALL_EMPLR_CONTRIB_INCOME_AMT,SMALL_PARTICIPANT_CONTRIB_AMT,SMALL_OTH_CONTRIB_RCVD_AMT,SMALL_NON_CASH_CONTRIB_BS_AMT,SMALL_OTHER_INCOME_AMT,SMALL_TOT_INCOME_AMT,SMALL_TOT_DISTRIB_BNFT_AMT,SMALL_CORRECTIVE_DISTRIB_AMT,SMALL_DEEM_DSTRB_PARTCP_LN_AMT,SMALL_ADMIN_SRVC_PROVIDERS_AMT,SMALL_OTH_EXPENSES_AMT,SMALL_TOT_EXPENSES_AMT,SMALL_NET_INCOME_AMT,SMALL_TOT_PLAN_TRANSFERS_AMT,SMALL_JOINT_VENTURE_EOY_IND,SMALL_JOINT_VENTURE_EOY_AMT,SMALL_EMPLR_PROP_EOY_IND,SMALL_EMPLR_PROP_EOY_AMT,SMALL_INV_REAL_ESTATE_EOY_IND,SMALL_INV_REAL_ESTATE_EOY_AMT,SMALL_EMPLR_SEC_EOY_IND,SMALL_EMPLR_SEC_EOY_AMT,SMALL_MORTG_PARTCP_EOY_IND,SMALL_MORTG_PARTCP_EOY_AMT,SMALL_OTH_LNS_PARTCP_EOY_IND,SMALL_OTH_LNS_PARTCP_EOY_AMT,SMALL_PERSONAL_PROP_EOY_IND,SMALL_PERSONAL_PROP_EOY_AMT,SMALL_FAIL_TRANSM_CONTRIB_IND,SMALL_FAIL_TRANSM_CONTRIB_AMT,SMALL_LOANS_IN_DEFAULT_IND,SMALL_LOANS_IN_DEFAULT_AMT,SMALL_LEASES_IN_DEFAULT_IND,SMALL_LEASES_IN_DEFAULT_AMT,SM_PARTY_IN_INT_NOT_RPTD_IND,SM_PARTY_IN_INT_NOT_RPTD_AMT,SMALL_PLAN_INS_FDLTY_BOND_IND,SMALL_PLAN_INS_FDLTY_BOND_AMT,SMALL_LOSS_DISCV_DUR_YEAR_IND,SMALL_LOSS_DISCV_DUR_YEAR_AMT,SMALL_ASSET_UNDETERM_VAL_IND,SMALL_ASSET_UNDETERM_VAL_AMT,SMALL_NON_CASH_CONTRIB_IND,SMALL_NON_CASH_CONTRIB_AMT,SMALL_20_PRCNT_SNGL_INVST_IND,SMALL_20_PRCNT_SNGL_INVST_AMT,SMALL_ALL_PLAN_AST_DISTRIB_IND,SM_WAIV_ANNUAL_IQPA_REPORT_IND,SM_FAIL_PROVIDE_BENEF_DUE_IND,SM_FAIL_PROVIDE_BENEF_DUE_AMT,SMALL_PLAN_BLACKOUT_PERIOD_IND,SM_COMPLY_BLACKOUT_NOTICE_IND,SMALL_RES_TERM_PLAN_ADPT_IND,SMALL_RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,SMALL_COVERED_PBGC_INS_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHONE_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER
20230713072559NAL0028383280001,2022-01-01,2022-12-31,002,020452307,9023991,986723,8037268,7817624,0,7817624,760189,,,,2468050,3228239,3415344,,,17000,15539,3447883,-219644,,2,,2,,2,,1,7462685,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,7462685,2,1,2,,2,,2,,,,,,,,,,,,,
20230713103753NAL0013285395001,2022-01-01,2022-12-31,003,043200597,22967422,2860981,20106441,24660608,2824065,21836543,142304,,,,1693186,1835490,38727,,,,66661,105388,1730102,,2,,2,,2,,1,24660480,2,,2,,2,,2,,2,,2,,2,,1,2000000,2,,2,,2,,1,24660480,2,1,2,,2,,2,,,,,,,,,,,,,
20230720074840NAL0006464162001,2022-01-01,2022-12-31,002,042637381,9475505,0,9475505,10448584,0,10448584,615085,,,,1037632,1652717,679608,,,30,,679638,973079,,2,,2,,2,,1,9727734,2,,2,,2,,2,,2,,2,,2,,1,1500000,2,,2,,2,,1,9727734,2,1,2,,2,,2,,,,,,,,,,,,,
20230720075656NAL0006368178001,2022-01-01,2022-12-31,002,208135911,7315000,419690,6895310,10469000,398269,10070731,32500,,,,3154001,3186501,,,,,11080,11080,3175421,,2,,2,,2,,1,10469000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,10469000,2,1,2,,2,,2,,,,,,,,,,,,,
20230620110357NAL0087572242001,2022-01-01,2022-12-31,003,042514329,8663955,0,8663955,7448600,0,7448600,773870,,,,-957936,-184066,1031289,,,,,1031289,-1215355,,2,,2,,2,,1,7448600,2,,2,,2,,2,,2,,2,,2,,1,866396,2,,2,,2,,1,7448600,2,1,2,,2,,2,,,,,,,,,,,,,
20230622091248NAL0003271570001,2022-01-01,2022-12-31,002,042044378,20251936,,20251936,16677112,,16677112,294857,,,,3164588,3459445,6986768,,,47501,,7034269,-3574824,,2,,2,,2,,1,13995760,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,13995760,2,1,2,,2,,2,,,,,,,,,,,,,
20230907094224NAL0015047153001,2022-01-01,2022-12-31,002,260743647,0,,0,99359,,99359,99359,,,,,99359,,,,,,0,99359,,2,,2,,2,,1,99359,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,99359,2,1,2,,2,,2,,,,,,,,,,,,,
20231002082719NAL0010454611001,2022-01-01,2022-12-31,001,204734036,739830,8776828,-8036998,1411800,8315096,-6903296,241670,,,,926899,1168569,,,,,34867,34867,1133702,,2,,2,,2,,1,1411800,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1411800,2,1,2,,2,,2,,,,,,,,,,,,,
20231002160059NAL0017488561001,2022-01-01,2022-12-31,002,042887710,7632595,1615797,6016798,7636202,1676223,5959979,419010,,,,13,419023,105661,,,49421,320760,475842,-56819,,2,,2,,2,,1,7158780,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,7158780,2,1,2,,2,,2,,,,,,,,,,,,,
20240226123902NAL0017026066001,2022-07-01,2023-06-30,002,043026692,917700,4392682,-3474982,1643500,4092876,-2449376,370967,,,,725800,1096767,,,,,71161,71161,1025606,,2,,2,,2,,1,1643500,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1643500,2,1,2,,2,,2,,,,,,,,,,,,,
20231003132633NAL0018691217001,2022-01-01,2022-12-31,002,473752261,0,0,0,4310687,5200010,-889323,,,,,-889323,-889323,,,,,,0,-889323,,2,,2,,2,,1,4310687,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,,2,1,2,,2,,,,,,,,,,,,,,,
20231012143536NAL0042186528001,2022-01-01,2022-12-31,002,042941854,7118465,288728,6829737,4918462,156604,4761858,200000,,,,,200000,217169,,,,2050710,2267879,-2067879,,2,,2,,2,,1,4827725,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,4827725,2,1,2,,2,,2,,,,,,,,,,,,,
20231012150903NAL0021592659001,2022-01-01,2022-12-31,002,043533865,2416484,0,2416484,1690628,0,1690628,,,,,39,39,725895,,,,,725895,-725856,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,250000,2,,2,,2,,2,,2,1,2,,2,,2,,,,,,,,,,,,,
20230501145914NAL0034452898001,2022-01-01,2022-12-31,002,042300185,874950,0,874950,532422,0,532422,1126850,0,0,0,-1467572,-340722,1806,0,0,0,0,1806,-342528,0,2,,2,,2,,1,520814,2,,2,,2,,2,0,2,0,2,0,2,0,1,200000,2,,2,,2,,1,149692,2,1,2,,2,,2,0,,,,,,,,,,,,
20231012124611NAL0031882737001,2022-01-01,2022-12-31,002,042774191,6708346,1440822,5267524,5919751,1105931,4813820,405492,0,0,0,-361445,44047,427151,0,0,0,70600,497751,-453704,0,2,,2,,2,,1,5918486,2,,2,,2,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,5918486,2,1,2,,2,,2,0,,,,,,,,,,,,
20230718151310NAL0001732546001,2022-01-01,2022-12-31,002,770370729,2430000,20292328,-17862328,2960000,19555899,-16595899,445627,,,,1086632,1532259,,,,,265830,265830,1266429,,2,,2,,2,,1,2960000,2,,2,,2,,2,,2,,2,,2,,1,214500,2,,2,,2,,1,2960000,2,1,2,,2,,2,,,,,,,,,,,,,
20230718085721NAL0000409841001,2022-01-01,2022-12-31,003,042137249,1850870,25056900,-23206030,4433401,24632995,-20199594,770862,,,,2711655,3482517,,,,,476081,476081,3006436,,2,,2,,2,,1,4433401,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,4433401,2,1,2,,2,,2,,,,,,,,,,,,,
20230530121617NAL0027233504001,2022-01-01,2022-12-31,002,043177356,458000,1583640,-1125640,828000,1535491,-707491,69585,0,0,0,370000,439585,690,0,0,0,20746,21436,418149,,2,,2,,2,,1,828000,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,828000,2,1,2,,2,,2,,,,,,,,,,,,,
20230509124912NAL0015643411001,2022-01-01,2022-12-31,001,042372206,4844142,,4844142,5734577,,5734577,,,,,962606,962606,31791,,,,40380,72171,890435,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1500000,2,,2,,2,,2,,2,1,2,,2,,1,0,,,,,,,,,,,,
20230526105804NAL0013544561001,2022-01-01,2022-12-31,004,042272126,46414028,18710405,27703623,64794084,18109146,46684938,1122266,0,0,0,19125193,20247459,745137,0,0,0,521007,1266144,18981315,0,2,,2,,2,,1,62345000,2,,2,,2,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,62345000,2,1,2,,2,,2,0,,,,,,,,,,,,
20230516082302NAL0000334545001,2022-01-01,2022-12-31,002,041203530,13134389,0,13134389,13823093,0,13823093,686244,,,,985740,1671984,688240,,,,20,688260,983724,-295020,2,,2,,2,,1,13613569,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,13613569,2,1,2,,2,,2,,,,,,,,,,,,,
20240614102404NAL0015183107001,2022-09-01,2023-08-31,003,043247749,15272204,1100013,14172191,20989079,42570,20946509,328254,0,0,0,6844773,7173027,398709,0,0,0,0,398709,6774318,0,2,,2,,2,,1,20419730,2,,2,,2,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,2,0,2,1,2,,2,,2,0,,,,,,,,,,,,
20240307145909NAL0028447505001,2022-06-01,2023-05-31,003,043053085,2460361,82185,2378176,2284326,9832,2274494,,,,,14673,14673,118328,,,,27,118355,-103682,,2,,2,,2,,1,2274385,2,,2,,2,,2,,2,,2,,2,,1,600000,2,,2,,2,,1,2274385,2,1,2,,2,,2,,,,,,,,,,,,,
20230829060419NAL0004791777001,2022-01-01,2022-12-31,001,041110170,928142,0,928142,1257411,0,1257411,0,0,0,0,331405,331405,2136,0,0,0,0,2136,329269,0,2,,2,,2,,1,1257411,2,,2,,2,,2,,2,,2,,2,,1,200000,2,,2,,2,,1,1257411,2,1,2,,2,,2,,,,2,,,,,,,,,
20230505104030NAL0012945891001,2022-01-01,2022-11-14,003,042264013,58126,0,58126,0,0,0,,,,,1723,1723,58854,0,0,995,0,59849,-58126,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,325000,2,,2,,2,,1,58126,1,1,2,,2,,1,0,,,,,,,,,,,,
20240103111425NAL0002525024001,2022-10-01,2023-09-30,003,042699206,182409,,182409,155019,,155019,,,,,-27390,-27390,,,,,,0,-27390,,2,,2,,2,,1,155019,2,,2,,2,,2,,2,,2,,2,,1,275000,2,,2,,2,,1,155019,2,1,2,,2,,2,,,,,,,,,,,,,
20230707134427NAL0032807490001,2022-07-01,2023-06-30,001,042323460,347846,,347846,0,,0,,,,,56038,56038,403884,,,,,403884,-347846,,2,,2,,2,,1,0,2,,2,,2,,2,,2,,2,,2,,1,100000,2,,2,,2,,2,,1,1,2,,2,,1,0,,,,,,,,,,,,
20240821110120NAL0003854129001,2022-12-26,2023-12-31,002,043490470,2152000,10867162,-8715162,4492800,10735859,-6243059,370467,,,,2340801,2711268,4434,,,,234731,239165,2472103,,2,,2,,2,,1,4492800,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,4492800,2,1,2,,2,,2,,,,,,,,,,,,,
20240409161616NAL0041329554001,2022-07-01,2023-06-30,004,042279997,6908970,1949367,4959603,5874983,1755599,4119384,464628,,,,-1198288,-733660,106559,,,,,106559,-840219,,2,,2,,2,,1,5541858,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,5541858,2,1,2,,2,,2,,,,,,,,,,,,,
20230918095739NAL0058435858001,2022-01-01,2022-12-31,005,042624147,1094221,0,1094221,3252217,0,3252217,52000,0,0,0,2166316,2218316,52049,0,0,8271,0,60320,2157996,0,2,,2,,2,,1,3211200,2,,2,,2,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,3211200,2,1,2,,2,,2,0,,,,,,,,,,,,
20230309105125NAL0023917698001,2022-01-01,2022-12-31,001,042444641,12014148,3331947,8682201,14557364,2998752,11558612,489516,,,,2604397,3093913,217502,,,,,217502,2876411,,2,,2,,2,,1,13948450,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,13948450,2,1,2,,2,,2,,,,,,,,,,,,,
20240710161949NAL0030963778001,2022-10-01,2023-09-30,003,043024663,5471851,0,5471851,5725963,0,5725963,200000,0,0,98595,76795,375390,121243,0,0,0,35,121278,254112,0,2,,2,,2,,1,4406363,2,,2,,2,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,4406363,2,1,2,,2,,2,0,,,,,,,,,,,,
20230726110915NAL0021111858001,2022-01-01,2022-12-31,002,042501424,5737403,1033552,4703851,5732865,0,5732865,260000,,,,792252,1052252,23238,,,,,23238,1029014,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,470386,2,,2,,2,,2,,2,1,2,,2,,1,0,,,,,,,,,,,,
20230817155618NAL0001492978001,2022-01-01,2022-12-31,002,043169205,4380061,229473,4150588,4470091,199525,4270566,93277,,,,90000,183277,56395,,,,6904,63299,119978,,2,,2,,2,,1,4470000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,4470000,2,1,2,,2,,2,,,,,,,,,,,,,
20240703104404NAL0007039633001,2022-10-01,2023-09-30,002,042556035,4596059,2860754,1735305,3480455,2734323,746132,230405,,,,-1016345,-785940,148879,,,,54354,203233,-989173,,2,,2,,2,,1,3480455,2,,2,,2,,2,,2,,2,,2,,1,2000000,2,,2,,2,,1,3480455,2,1,2,,2,,2,,,,,,,,,,,,,
20230809102630NAL0055057042001,2022-01-01,2022-12-31,002,042086300,2774514,0,2774514,2898435,0,2898435,,,,,363268,363268,239347,,,,,239347,123921,,2,,2,,2,,1,2891949,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2891949,2,1,2,,2,,2,,,,,,,,,,,,,
20230803064344NAL0039962066001,2022-01-01,2022-12-31,002,042804642,3410066,259669,3150397,2635761,0,2635761,385516,,,,-674271,-288755,214627,,,,11254,225881,-514636,,2,,2,,2,,1,2631405,2,,2,,2,,2,,2,,2,,2,,1,400000,2,,2,,2,,1,2631405,2,1,2,,2,,2,,,,,,,,,,,,,
20230915123734NAL0052417426001,2022-01-01,2022-12-31,002,043221989,6962400,3391692,3570708,6186400,3132736,3053664,347479,0,0,0,-776000,-428521,0,0,0,0,88523,88523,-517044,,2,,2,,2,,1,6186400,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,6186400,2,1,2,,2,,2,,,,,,,,,,,,,
20231220140717NAL0003942978001,2022-11-01,2023-10-31,002,043448069,1625023,7946,1617077,2331245,4382,2326863,,,,,711463,711463,,,,1677,,1677,709786,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,,2,1,2,,2,,1,0,,,,,,,,,,,,
20230929105626NAL0018490208001,2022-04-01,2023-03-31,003,042175284,1946339,0,1946339,3013301,0,3013301,600000,0,0,0,579479,1179479,112412,0,0,0,105,112517,1066962,0,2,,2,,2,,1,2491061,2,,2,,2,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2491061,2,1,2,,2,,2,0,,,,,,,,,,,,
20230929091446NAL0013303553001,2022-08-01,2022-12-31,004,041983105,0,,0,2068192,,2068192,,,-488288,,,-488288,,,,,,0,-488288,2556480,2,,2,,2,,1,2068192,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2068192,2,1,2,,2,,2,,,,,,,,,,,,,
20231009103541NAL0035457072001,2022-01-01,2022-12-31,002,043071690,1545999,2319621,-773622,1201378,1819107,-617729,459944,,,,-160912,299032,45609,,,,97530,143139,155893,,2,,2,,2,,1,1062270,2,,2,,2,,2,,2,,2,,2,,1,470000,2,,2,,2,,1,1062270,2,1,2,,2,,2,,,,,,,,,,,,,
20231006135029NAL0046537106001,2022-01-01,2022-12-31,002,042943867,8967186,9639605,-672419,7619393,9451529,-1832136,553085,,,,-1303606,-750521,38579,,,5608,365009,409196,-1159717,,2,,2,,2,,1,7068000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,7068000,2,1,2,,2,,2,,,,,,,,,,,,,
20230831044909NAL0004327779001,2022-01-01,2022-12-31,002,042348065,4262146,,4262146,1710596,,1710596,4600000,,,,,4600000,4462715,,,,2688835,7151550,-2551550,,2,,2,,2,,1,1548466,2,,2,,2,,2,,2,,2,,2,,1,1710596,2,,2,,2,,1,1548466,2,1,2,,2,,1,0,,,,,,,,,,,,
20240312132301NAL0036249025001,2022-10-01,2023-09-30,002,042471226,9300181,,9300181,9415939,,9415939,264974,,,,852371,1117345,1001587,,,,,1001587,115758,,2,,2,,2,,1,9414828,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,9414828,2,1,2,,2,,2,,,,,,,,,,,,,
20231117170926NAL0008914001001,2022-01-01,2022-12-31,002,651174540,715183,,715183,584254,,584254,5401,,,,-113854,-108453,22231,,,,245,22476,-130929,,2,,2,,2,,1,582088,2,,2,,2,,2,,2,,2,,2,,1,400000,2,,2,,2,,1,582088,2,1,2,,2,,2,,,,,,,,,,,,,
20231010094925NAL0036762288001,2022-01-01,2022-12-31,002,043038026,5258000,433663,4824337,4296000,422445,3873555,51624,,,,-962000,-910376,27309,,,,13097,40406,-950782,,2,,2,,2,,1,4296000,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,4296000,2,1,2,,2,,2,,,,,,,,,,,,,
20231004110847NAL0040401586001,2022-01-01,2022-12-31,001,824155907,4041011,2356363,1684648,4924511,2240014,2684497,188454,,,,883500,1071954,,,,,72105,72105,999849,,2,,2,,2,,1,4780000,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,,2,1,2,,2,,2,,,,,,,,,,,,,
20231009161041NAL0026570689001,2022-01-01,2022-12-31,003,042718570,5641202,774463,4866739,4172874,1863497,2309377,444543,,,,-1538361,-1093818,1450625,,,,12919,1463544,-2557362,,2,,2,,2,,1,3951965,2,,2,,2,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,3951965,2,1,2,,2,,2,,,,,,,,,,,,,
20231003110650NAL0017970497001,2022-01-01,2022-12-31,001,043495686,0,0,0,181392,1835860,-1654468,105392,,,,-1724000,-1618608,,,,,35860,35860,-1654468,,2,,2,,2,,1,76000,2,,2,,2,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,76000,2,1,2,,2,,2,,,,,,,,,,,,,
20231005105141NAL0014246243001,2022-01-01,2022-12-31,001,204270900,2519142,1370811,1148331,3300320,1295601,2004719,145000,,,,797627,942627,18532,,,,67707,86239,856388,,2,,2,,2,,1,3110000,2,,2,,2,,2,,2,,2,,2,,1,250000,2,,2,,2,,1,3110000,2,1,2,,2,,2,,,,,,,,,,,,,
