ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER
20200130145305NAL0010222178001,2019-01-01,2019-07-23,002,042041237,0,429538,0,0,2929061,0,0,0,0,413808,0,0,0,75422,0,0,0,0,32771518,,0,0,0,0,36619347,0,0,0,0,0,36619347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,144706,220295,0,0,365001,31663,0,0,0,1675,0,33338,0,3223,546092,549315,0,1005183,927882,77301,0,0,0,0,0,0,0,3238648,0,4263603,40877304,0,0,40877304,0,0,0,0,0,5240,406,5646,40882950,-36619347,0,,3,1,"BLUM SHAPIRO & COMPANY, P.C.",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,2,2,1,2,,2,2,1,0,,,,,,,,,,,,
20201013102810NAL0007997250001,2019-01-01,2019-12-31,002,041682990,,24024,,,,,,,,,,,,273870,,,,,12116237,518328,,,,,12932459,,,,,0,12932459,,28632,,,,,,,,,,,,351218,,,,,15935025,469320,,,,,16784195,,,,,0,16784195,526751,1065169,417389,,2009309,,,,,23669,,23669,,,318722,318722,,,,0,,,0,,,,,2371989,10104,4733793,834713,,,834713,,,,,47344,,,47344,882057,3851736,,,3,1,CLIFTONLARSONALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20200928074538NAL0003399392001,2019-01-01,2019-12-31,002,043497377,,,,,0,,,,,,,,,386874,15005692,,,,,,,0,,,15392566,,,,,0,15392566,,,,,353258,,,,,,,,,389003,10805620,,,,,,,8471972,,,20019853,,,,,0,20019853,564796,759339,370353,,1694488,,,,,19472,,19472,,,,0,,,,0,,1495684,1495684,2236752,,,,,,5446396,818509,,,818509,,,,,600,,,600,819109,4627287,,,1,2,WHITTLESEY PC,060903326,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201013112632NAL0004576017001,2019-01-01,2019-12-31,001,042273500,0,38357,,,,,,,,,,,,103656,,4044947,,,,507674,,,,,4694634,,,,,0,4694634,0,0,,,,,,,,,,,,148537,,3876572,,,,435705,,,,,4460814,,,,,0,4460814,,460346,,,460346,,,,,6970,11441,18411,,,,0,,,,0,,,0,,737549,,,,,1216306,1407216,,,1407216,2351,18561,,,,,21998,21998,1450126,-233820,,,3,1,"KATZ, NANNIS & SOLOMON, PC.",042887211,,2,,2,,2,,2,,1,495440,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201013100452NAL0004417041001,2019-01-01,2019-12-31,001,042401206,,,,,,,,,,,,,,172913,,5276508,,,,1354475,,,,,6803896,,,,,,6803896,,,,,,,,,,,,,,178734,,7011213,,,,1345269,,,,,8535216,,,,,,8535216,642867,337113,,,979980,12026,,,,10634,,22660,,,,,,,,,,,,,1225946,,,,,2228586,483761,,,483761,,10055,,,3450,,,3450,497266,1731320,,,3,1,MP P.C.,043191789,,2,,2,,2,,2,,1,700000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201009102034NAL0016972464001,2019-01-01,2019-12-31,001,042224182,0,0,0,0,479479,0,0,0,0,0,0,0,0,172751,3048402,0,0,0,17559792,,36044,0,0,0,21296468,0,0,0,0,0,21296468,0,0,0,0,479617,0,0,0,0,0,0,0,0,148292,2424360,0,0,0,19630233,,38088,0,0,0,22720590,0,0,0,17213,17213,22703377,0,848017,0,0,848017,8776,0,0,0,9218,0,17994,0,0,992817,992817,0,0,0,0,0,0,0,109581,0,0,0,2970128,2044,4940581,3513668,970,0,3514638,6493,7340,0,0,0,3876,1325,5201,3533672,1406909,0,,3,1,"BDO USA, LLP",135381590,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201001151052NAL0005867825001,2019-01-01,2019-12-31,003,041123040,,0,0,0,0,,,,,,,,,,,,,,,,,18717182,,,18717182,0,0,0,10440291,10440291,8276891,,0,0,0,0,,,,,,,,,,,,,,,,,50393044,,,50393044,,,,33407447,33407447,16985597,2932929,0,0,,2932929,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6960666,6960666,0,0,0,0,11114,0,9904709,124079,0,0,124079,0,,1070635,0,1289,0,0,1289,1196003,8708706,0,,2,2,"GRAY, GRAY & GRAY, LLP",402088368,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,
20201009093151NAL0009585043001,2019-01-01,2019-12-31,002,043067724,0,0,0,0,0,0,0,0,0,0,0,0,0,3454857,147863698,0,0,0,0,0,0,0,0,0,151318555,0,0,0,0,0,151318555,0,0,0,0,0,0,0,0,0,0,0,0,0,4742871,3306308,0,0,0,224594238,0,0,0,0,0,232643417,0,0,0,0,0,232643417,3824711,9792513,6737551,0,20354775,0,0,0,0,186480,0,186480,0,,4957083,4957083,0,0,0,0,0,0,0,15987890,0,0,0,15797862,,57284090,25787837,0,0,25787837,0,,0,25300,,1110,141249,167659,25955496,31328594,49996268,0,1,2,ERNST & YOUNG LLP,346565596,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201009084443NAL0010188147001,2019-01-01,2019-12-31,004,042745179,,,,,,,,,,,,,,190712,,,,,26134639,5281706,,,,,31607057,,,,,0,31607057,,,,,,,,,,,,,,126210,0,0,,,32022237,6940424,0,0,,,39088871,,,,,0,39088871,556415,1517148,582868,,2656431,,,,,8834,,8834,,,,0,,,,0,,,0,,,,,7040383,,9705648,2223496,,,2223496,,,,,338,,,338,2223834,7481814,,,3,1,KING MCNAMARA AND MORIARTY LLP,042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20210715182021NAL0008999171001,2019-10-01,2020-09-30,003,042631963,,0,0,0,,,,,0,137714057,,,,,,1728155,,,5295437,,,172316142,,,317053791,0,0,0,0,0,317053791,,1991409,0,5290,,,,,16929595,284286244,,,,,,0,,,2457209,,,345425977,,,651095724,,,,,0,651095724,7791409,0,0,0,7791409,0,0,0,0,,0,0,0,25827,129391,155218,0,0,0,0,0,346786570,346786570,0,50952,0,0,636068,82510,355502727,21455831,0,0,21455831,0,,0,0,4963,0,0,4963,21460794,334041933,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201201092822NAL0013815376001,2019-01-01,2019-12-31,002,043061714,,0,,0,,,,,,,,,,,,,,,192647,,,14026410,,,14219057,0,,2248085,46809,2294894,11924163,,45000,,195455,,,,,,,,,,,,,,,45144,,,16913914,,,17199513,327,,1971976,41060,2013363,15186150,468514,,,,468514,4160,,,,,,4160,,,,0,,,,0,,2887176,2887176,,,,,,195455,3555305,186663,,,186663,,,106655,,,,,0,293318,3261987,,,1,2,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20210715151744NAL0008851987001,2019-10-01,2020-09-30,002,042880295,451001,0,0,0,274616,,,,,,,,,,,,,,,,,157708440,,,158434057,150000,695,0,375061,525756,157908301,388865,0,0,0,275048,,,,,,,,,,,,,,,,,111326580,,,111990493,0,0,,3375775,3375775,108614718,5017870,0,0,0,5017870,327,0,0,0,,0,327,0,0,0,0,0,0,0,0,0,-46381860,-46381860,0,0,0,0,0,8358429,-33005234,12912049,0,0,12912049,0,,0,0,0,0,3376300,3376300,16288349,-49293583,0,,3,1,CLIFTON LARSON ALLEN LLP,410746749,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20210715155606NAL0023912738001,2019-10-01,2020-09-30,004,042631963,0,0,0,0,,,,,,,,,,718568,73789107,15560155,,,27194102,8382764,8810198,,,,134454894,0,0,0,0,0,134454894,0,1915199,3679889,0,,,,,,,,,,863416,77845695,16003869,,,21958436,11280671,11394797,,,,144941972,,,,,0,144941972,3515283,5914966,92754,0,9523003,0,0,0,0,37646,262568,300214,0,0,478774,478774,0,0,0,0,0,0,0,6501409,1222487,0,0,814779,2908199,21748865,10721492,0,0,10721492,364813,0,0,0,175482,0,0,175482,11261787,10487078,0,,3,1,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201203073658NAL0000907713001,2019-07-01,2020-06-30,504,041366970,,,494586,,,,,,,,,,,,,,127962365,,,,,,,,128456951,45772,6299267,,187629,6532668,121924283,,,553626,,,,,,,,,,,,,,131155363,,,,,,,,131708989,54245,5695483,,195564,5945292,125763697,736183,13671084,12327210,,26734477,,,,,,,0,,,,0,,,,0,,,0,,,6292602,,,4996,33032075,27900144,,,27900144,,,,18000,1246725,23231,4561,1292517,29192661,3839414,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,,,,,,,,,,
20201203073847NAL0000908129001,2019-07-01,2020-06-30,599,041366970,,,,44410,22616464,,,,,,,,,,107251694,,,,,,,,,,129912568,,,,,0,129912568,,,,5875,20247146,,,,,,,,,,113010985,,,,,,,,,,133264006,,,,,0,133264006,,,,,0,348320,,,,,,348320,,,,0,,,,0,,,0,6012484,,,,,91995,6452799,,,,0,,,,,,,,0,0,6452799,14508719,17610080,,,,,,,,2,,2,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
20210907144410NAL0014777794001,2019-12-01,2020-11-30,002,813645861,,2480662,0,1382683,351138,,,,,,,,,,,,,,,,,210533228,,,214747711,0,0,0,41757365,41757365,172990346,,2209117,0,6,1311959,,,,,,,,,,,,,,,,,189440523,,,192961605,0,,,38375539,38375539,154586066,6537612,0,0,0,6537612,5067,0,0,0,,0,5067,0,0,0,0,0,0,0,0,0,-21364250,-21364250,0,0,0,0,0,0,-14821571,1857573,0,0,1857573,0,,1530072,0,0,0,0,0,3387645,-18209216,219443,414507,1,2,CROWE LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20210623100216NAL0008116913001,2019-01-01,2019-12-31,002,043484613,,,,,57,,,,,,,,,,,,,,,,,1197200,,,1197257,,,16429764,,16429764,-15232507,,,,,59,,,,,,,,,,,,,,,,,672400,,,672459,,,15626143,,15626143,-14953684,1186738,,,,1186738,0,,,,,,0,,,,0,,,,0,,-524800,-524800,,,,,,,661938,11805,,,11805,,,371310,,,,,0,383115,278823,,,3,2,"CARON & BLETZER, PLLC",043499945,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20210226130903NAL0006904451001,2019-07-01,2020-06-30,001,042278461,,0,0,0,,,,,,,,,,,,61771442,,,,,,,,,61771442,0,0,0,0,0,61771442,,0,0,0,,,,,,,,,,,,3422480,,,,,,,,,3422480,,,,,0,3422480,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698389,0,0,0,0,1698389,26051243,33900391,0,59951634,0,,,0,42113,12804,40800,95717,60047351,-58348962,0,,3,,MARCUM,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,2,,1,0,,,1,,,,,,,,,4285511
20201013155354NAL0004920609002,2019-01-01,2019-12-31,002,042597651,,1858160,,,,,,,,,,,,801406,50041363,,,,206110046,,,,,,258810975,,,,,,258810975,,1944962,,,,,,,,,,,,968614,60520253,,,,250459104,,,,,,313892933,,,,,,313892933,1944962,9284382,433375,,11662719,,,,,57721,,57721,,,10686542,10686542,,,,,,,,7221738,154013,,,44305660,,74088393,19002580,,,19002580,,,,,,,3855,3855,19006435,55081958,,,3,1,"MAYER HOFFMAN MCCANN, PC",431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201013142219NAL0005737728001,2019-01-01,2019-12-31,001,042993095,,31490,,,,,,,,,,,,57699,,,,,11983823,419410,,,,,12492422,,,,,0,12492422,,0,,,,,,,,,,,,55420,,,,,14327369,429442,,,,,14812231,,,,,0,14812231,178269,757950,24269,,960488,,,,,1955,5065,7020,,,599419,599419,,,,0,,,0,,,,,2218002,47916,3832845,1460662,,,1460662,,,,,,,52374,52374,1513036,2319809,,,3,1,"DARMODY, MERLINO & CO, LLP",042273266,,1,1091114,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014092625NAL0003720963001,2019-01-01,2019-12-31,003,042745179,100,,,,,,,,,,,,,,,,,,,,,5861394,,,5861494,,,105175,,105175,5756319,100,,,,,,,,,,,,,,,,,,,,,7067025,,,7067125,,,0,,0,7067125,109907,,,,109907,,,,,,,0,,,,0,,,,0,,1584423,1584423,,,,,,,1694330,378791,,,378791,,,4733,,,,,0,383524,1310806,,,1,2,"KING, MCNAMARA & MORIARTY",042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014083912NAL0003442211001,2019-01-01,2019-12-31,003,043130808,0,,,242266,407005,,,,,,,,,,,,,,,,,49560747,,,50210018,,,19598821,,19598821,30611197,0,,,274945,680385,,,,,,,,,,,,,,,,,69045634,,,70000964,,,18887798,,18887798,51113166,649186,,,,649186,19863,,,,,,19863,,1000142,,1000142,,333513,276605,56908,,19852575,19852575,,,,,,,21578674,439743,,,439743,,,636962,,,,,0,1076705,20501969,,,1,2,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014083456NAL0005747057001,2019-01-01,2019-12-31,002,043130808,0,0,0,0,1792097,0,0,0,0,0,0,0,0,1274374,95830,0,0,0,37613031,,0,6463995,0,0,47239327,0,0,0,0,0,47239327,0,0,0,0,2195556,0,0,0,0,0,0,0,0,1369258,0,0,0,0,49294578,,0,9474454,0,0,62333846,0,0,0,0,0,62333846,2337781,2868575,369782,0,5576138,38227,0,0,0,76268,0,114495,0,129426,2349661,2479087,0,268410,213537,54873,0,2621690,2621690,692,0,0,0,6955526,0,17802501,2684574,0,0,2684574,0,0,0,0,0,13995,9413,23408,2707982,15094519,0,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014075514NAL0005691505001,2019-01-01,2019-12-31,001,041682990,,,,0,368582,,,,,,,,,,,,,,,,,13365868,,,13734450,,0,,,0,13734450,,,,0,374707,,,,,,,,,,,,,,,,,16415111,,,16789818,,1106,,,1106,16788712,,,,,0,6125,,,,,,6125,,,,0,,,,0,,3055486,3055486,,,,,,,3061611,7349,,,7349,,,,,,,,0,7349,3054262,,,1,2,CLIFTONLARSONALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,
20201014123702NAL0003698179001,2019-01-01,2019-12-31,001,043257145,,,,,,,,,,,,,,2500,,,,,,,327620,,,,330120,,,,,0,330120,,,,,,,,,,,,,,20050,,,,,,,475463,,,,495513,,,,,0,495513,58812,73811,,,132623,,,,,601,,601,,,16163,16163,,,,0,,,0,,,,,62850,,212237,42536,,,42536,,,,4308,,,,4308,46844,165393,,,,,,,2,1,245,2,,2,,2,,1,30000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014121917NAL0007455216001,2019-01-01,2019-12-31,002,043061714,,0,,0,,,,,,,,,,,,,,,192647,,,14026410,,,14219057,0,,2248085,46809,2294894,11924163,,45000,,195455,,,,,,,,,,,,,,,45144,,,16913914,,,17199513,327,,1971976,41060,2013363,15186150,468514,,,,468514,4160,,,,,,4160,,,,0,,,,0,,2887176,2887176,,,,,,195455,3555305,186663,,,186663,,,106655,,,,,0,293318,3261987,,,1,2,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014113337NAL0007338912001,2019-01-01,2019-12-31,001,042925204,0,0,0,0,0,0,0,0,0,0,0,0,0,69625,353345,0,0,0,11907631,,0,0,0,0,12330601,0,0,0,0,0,12330601,0,0,0,0,0,0,0,0,0,0,0,0,0,108354,1696502,0,0,0,14171627,,0,0,0,0,15976483,0,0,0,0,0,15976483,0,752495,89634,0,842129,0,0,0,0,4110,0,4110,0,0,709026,709026,0,0,0,0,0,0,0,38296,0,0,0,2440843,0,4034404,372898,0,0,372898,0,0,0,0,0,0,15624,15624,388522,3645882,0,,3,1,RSM US LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,
20201014144025NAL0011474002001,2019-01-01,2019-12-31,001,043130168,0,250000,0,0,1008941,0,0,0,0,0,0,0,0,118035,0,0,0,0,20700971,,0,0,0,0,22077947,0,0,0,0,0,22077947,0,150000,0,0,1021508,0,0,0,0,0,0,0,0,123263,0,0,0,0,25599577,,0,0,0,0,26894348,0,0,0,0,0,26894348,150000,1064890,10496,0,1225386,18626,0,0,0,6083,0,24709,0,0,1014918,1014918,0,0,0,0,0,0,0,0,0,0,0,4292647,0,6557660,1732624,0,0,1732624,0,0,0,0,0,7210,1425,8635,1741259,4816401,0,,3,1,"CLARKE, SNOW & RILEY, LLP",043428691,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,
20201014154104NAL0006770065001,2019-01-01,2019-12-31,002,042389826,,0,28622,0,,,,,,,,,,283459,5192361,,,,8396861,800762,,,,,14702065,0,0,0,0,0,14702065,,0,43790,0,,,,,,,,,,286102,6430134,,,,12150739,1037607,,,,,19948372,,,,,0,19948372,0,1340137,917991,,2258128,0,0,0,0,15253,8280,23533,0,0,137128,137128,0,0,0,0,0,0,0,1079012,0,0,0,2304384,0,5802185,551127,0,0,551127,0,0,,0,4751,0,0,4751,555878,5246307,0,,3,1,"KAHN, LITWIN, RENZA & CO., LTD",050409384,,2,0,2,0,2,0,2,0,1,1100000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014155956NAL0006727857001,2019-01-01,2019-12-31,003,043402944,,0,,54,314065,,,,,,,,,,,,,,,,,10945827,,,11259946,,,1001914,0,1001914,10258032,,17711,,518,354865,,,,,,,,,,,,,,,,,12725588,,,13098682,,,751914,11,751925,12346757,302657,,,,302657,5145,,,,,,5145,,345955,,345955,,,,0,,2077470,2077470,,,,,,,2731227,553792,,,553792,,,77143,11567,,,,11567,642502,2088725,,,1,2,"PKF O'CONNOR DAVIES, LLP",271728945,,2,,2,,2,,2,,1,7000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014151436NAL0011347490001,2019-01-01,2019-12-31,001,813645861,,236282,0,0,,,,,,,,,,1189755,3223329,2054593,,,96069269,,,,,,102773228,0,0,0,0,0,102773228,,252858,11216,0,,,,,,,,,,1351235,3779344,3289500,,,122139511,,,,,,130823664,,,,,0,130823664,3202921,8630082,1156956,,12989959,0,0,0,0,78744,0,78744,0,0,1698172,1698172,0,0,0,0,0,0,0,188895,630528,0,0,21643130,-690200,36539228,10321716,0,0,10321716,0,0,,0,292275,0,0,292275,10613991,25925237,2125199,,3,1,CROWE LLP,350921680,,1,12711,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
20201014153102NAL0008013024001,2019-01-01,2019-12-31,004,043402944,0,0,0,0,16856,0,0,0,0,84181,0,0,0,1905176,6072040,0,0,0,68764543,,0,0,0,0,76842796,0,0,0,0,0,76842796,0,0,0,0,19713,0,0,0,0,113095,0,0,0,2280114,6802279,0,0,0,86137911,,0,0,0,0,95353112,0,0,0,0,0,95353112,3171039,5290679,392572,0,8854290,333,0,0,0,109159,0,109492,0,3087,5396242,5399329,0,143,13,130,0,25840,25840,121765,0,0,0,11491188,177220,26179254,7476883,0,0,7476883,0,3615,0,0,0,17032,171408,188440,7668938,18510316,0,,3,1,"PKF O'CONNOR DAVIES, LLP",271728945,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,1,372,2,2,2,,,,,,,,,,,,,
20201014203416NAL0007146465001,2019-01-01,2019-12-31,002,201998367,9908,1500000,,3792,109338,,,352262,,,,,,,,,,,,,,3202101,,,5177401,,,,,0,5177401,897666,700000,,4024,109338,,,335907,,,,,,,,,,,,,,4552188,,,6599123,,,,,0,6599123,700000,,,,700000,16406,,,,,,16406,,55860,,55860,,,,0,,724734,724734,,,,,,,1497000,74092,,,74092,,,,,,1186,,1186,75278,1421722,,,1,2,"DICICCO, GULMAN & COMPANY, LLP",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,
20201014201517NAL0012387042001,2019-01-01,2019-12-31,004,042389826,,0,0,0,851819,,,,,,,,,182783,,,,,5427666,,,17545585,,,24007853,0,0,0,0,0,24007853,,0,0,0,158934,,,,,,,,,165455,,,,,4172084,,,31176792,,,35673265,,17936,,0,17936,35655329,0,0,0,1628760,1628760,0,0,0,0,6887,0,6887,0,0,138574,138574,0,0,0,0,0,10747088,10747088,0,0,0,0,184643,18101,12724053,1024833,0,0,1024833,0,0,0,0,0,33808,17936,51744,1076577,11647476,0,,1,2,"KAHN, LITWIN, RENZA & CO., LTD",050409384,,2,0,2,0,2,0,2,0,1,1100000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,
