ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND,SALARIES_ALLOWANCES_AMT,OTH_RECORDKEEPING_FEES_AMT,IQPA_AUDIT_FEES_AMT,TRUSTEE_CUSTODIAL_FEES_AMT,ACTUARIAL_FEES_AMT,LEGAL_FEES_AMT,VALUATION_APPRAISAL_FEES_AMT,OTHER_TRUSTEE_FEES_EXPENSES_AMT
20230824132802NAL0008895505001,2022-01-01,2022-12-31,003,041123040,,,,,156582,,,,,,,,,,,,,,,,,67409043,,,67565625,,,,30739638,30739638,36825987,,,,,390321,,,,,,,,,,,,,,,,,62722048,,,63112369,,,,29242297,29242297,33870072,1551334,,,,1551334,11123,,,,,,11123,,1166482,,1166482,,,,0,,-4246005,-4246005,,,,,-20547,11535,-1526078,428141,,,428141,,,999038,,2658,,,2658,1429837,-2955915,,,1,,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,1,,,,,,,,,,
20230824181135NAL0009324865001,2022-01-01,2022-12-31,002,042803764,,,,,,,,,,,,,,,,,,,,,,29400000,,,29400000,,,9515000,,9515000,19885000,,,,,,,,,,,,,,,,,,,,,,32200000,,,32200000,,,8650000,,8650000,23550000,1477232,,,,1477232,,,,,,,0,,,,0,,,,0,,2800000,2800000,,,,,,,4277232,216408,,,216408,,,395824,,,,,0,612232,3665000,,,1,,"GRAY GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
20231010094452NAL0056332226001,2022-01-01,2022-12-31,003,042777442,,168000,,,,,,,,,,,,,,,,,,,,27285787,,,27453787,,,,,0,27453787,,203730,,,,,,,,,,,,,,,,,,,,22507808,,,22711538,,,,,0,22711538,800027,,,,800027,,,,,,,0,,715402,,715402,,,,0,,-2907624,-2907624,,,,,-87855,3650,-1476400,3265849,,,3265849,,,,,,,,0,3265849,-4742249,,,1,,"BAKER NEWMAN NOYES, LLC",010494526,,2,,2,,2,,2,,1,15000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
20230620125409NAL0043627297001,2022-01-01,2022-12-31,007,813268325,,,,880,,,,,,394829,,,,,633095,,,,2931697,,,431570987,,,435531488,,,,,0,435531488,,,,4212,,,,,,373015,,,,,76255,,,,2598517,,,377787398,,,380839397,,,,,0,380839397,,,,,0,,,,,,,0,,9343896,47420,9391316,,20597860,23799040,-3201180,,-29989268,-29989268,7533,,,,-841556,,-24633155,29615482,,,29615482,,,,27658,33969,,,61627,29677109,-54310264,804586,1186413,1,,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
20230808144117NAL0053468146001,2022-01-01,2022-12-14,003,041782600,,,,339753,2226199,,,,,,,,,,,,,,,,,57708402,,,60274354,,,0,,0,60274354,,,,0,0,,,,,,,,,,,,,,,,,0,,,0,,,0,,0,0,,,,,0,1402,,,,,,1402,,726873,,726873,,10990011,8731170,2258841,,,0,,,,,,,2987116,63261470,,,63261470,,,,,,,,0,63261470,-60274354,,,1,,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,,,,,,1,,,,,,,,
20230727145825NAL0006611187001,2022-01-01,2022-12-31,003,041123740,,,,213075,,,,,,,,,,,,,,,423480,,,10396119,,,11032674,,,,197878,197878,10834796,,,,227280,,,,,,,,,,,,,,,359236,,,12418854,,,13005370,,,,57141,57141,12948229,,,,,,,,,,,,,,233038,,233038,,,,,,2021927,2021927,,,,,,,2254965,138645,,,138645,,,2887,,,,,,141532,2113433,,,1,,"PKF JND, PC",043138777,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,,,1,,,,,,,,
20230913113117NAL0015249299001,2022-01-01,2022-12-31,002,203724403,0,,,523876,19836367,,,,,,,,,,,,,,,,,0,,,20360243,,,0,,0,20360243,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,,,0,,0,0,0,,,,0,0,,,,,,0,,,48971,48971,,,0,0,,0,0,,,,,,,48971,20409214,,,20409214,,,,,,,,0,20409214,-20360243,,,1,,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,1,1,2,,2,,1,0,,,,,,,,,,,,,,,1,,,,,,,,
20230718123501NAL0000492691001,2022-01-01,2022-12-31,003,043067724,,,,,1190194,,,,,,,,,,,,,,,,,301273765,,,302463959,,,,146371155,146371155,156092804,,,,,1449837,,,,,,,,,,,,,,,,,257386280,,,258836117,,,,143202560,143202560,115633557,2353605,,,,2353605,26822,,,,,,26822,,5970472,,5970472,,,,0,,-43562931,-43562931,,,,,-4730,,-35216762,540088,,,540088,,,4702397,,,,,0,5242485,-40459247,,,1,,"WOLF & COMPANY, PC",042689883,,2,,2,,2,,2,,1,50000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
20230908090634NAL0016195457001,2022-01-01,2022-12-31,003,844259761,0,,,,,,,,,,,,,,,,,,,,,179322000,,,179322000,,,42452976,,42452976,136869024,0,,,,,,,,,,,,,,,,,,,,,191786000,,,191786000,,,51541484,,51541484,140244516,2682305,,,,2682305,,,,,,,0,,684197,,684197,,,,0,,11768854,11768854,,,,,,,15135356,10001188,,,10001188,,,1074479,,,,,0,11075667,4059689,,684197,1,,"BDO USA, P.C.",135381590,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
20230807104709NAL0033604592001,2022-01-01,2022-12-31,003,731627673,,,,,1173680,,,,,,,,,,,,,,,,,14488865,,,15662545,,,,4356440,4356440,11306105,,,,,1160198,,,,,,,,,,,,,,,,,14987837,,,16148035,,,,3696618,3696618,12451417,897419,,,,897419,13841,,,,,,13841,,388921,,388921,,,,0,,1104772,1104772,,,,,-13403,,2391550,897723,,,897723,,,348515,,,,,0,1246238,1145312,,,1,,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,8000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,
