ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE
20170526181453P040047425921001,2015-11-01,2016-10-31,001,041802790,,2000000,,,,,,,,,,,,,42567012,,,,,,,,,,44567012,,,,,0,44567012,,840000,,,,,,,,,,,,,44406810,,,,,,,,,,45246810,,,,,0,45246810,2840000,,,,2840000,,,,,,,0,,,,0,,,,0,,,0,1423633,,,,,,4263633,3583835,,,3583835,,,,,,,,0,3583835,679798,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1,,,,,,,
20161014170359P030028859137001,2015-01-01,2015-12-31,003,043130808,0,,,0,12,,,,,,,,,,,,,,,,,40434950,,,40434962,,,22226040,,22226040,18208922,0,,,106893,19250,,,,,,,,,,,,,,,,,50239569,,,50365712,,,21600402,,21600402,28765310,1260293,,,,1260293,27,,,,,,27,,213786,,213786,,310026,269886,40140,,10288358,10288358,,,,,,,11802604,523870,,,523870,,,722346,,,,,0,1246216,10556388,,,1,2,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161129133655P030059858125001,2015-05-01,2016-04-30,002,042793755,11,46988,151662,,1465690,,,,,12322,,,,,,,,,30510255,,1111,,,,32188039,,,,,0,32188039,5933,136970,244393,,1378057,,,,,12963,,,,,,,,,30122931,,6771,,,,31908018,,,,,0,31908018,646970,2207305,2230,,2856505,503,,,,,,503,,263,1539662,1539925,,,,0,,1338,1338,,,,,-2103982,1712,2296001,2528019,,,2528019,,,,48003,,,,48003,2576022,-280021,,,3,1,"SANSIVERI, KIMBALL & CO. LLP",050255779,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161014172037P030028895809001,2015-01-01,2015-12-31,003,521405842,,163,,,783550,,,,,,,,,,,,,,,,,12704153,,,13487866,,,,507,507,13487359,,,,,752852,,,,,,,,,,,,,,,,,11560807,,,12313659,,,,,0,12313659,40051,,,,40051,3845,,,,,,3845,,,,0,,,,0,,220292,220292,,,,,,,264188,1437888,,,1437888,,,,,,,,0,1437888,-1173700,,,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20161007154327P030013322951001,2015-01-01,2015-12-31,003,042301242,,0,0,0,,,,,,,,,,,,,,,,,0,2866000,,,2866000,0,0,0,0,0,2866000,,0,0,0,,,,,,,,,,,,,,,,,0,1259040,,,1259040,,,,,0,1259040,76702,0,0,0,76702,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-1606960,-1606960,0,0,0,0,0,0,-1530258,76702,0,0,76702,0,,0,0,0,0,0,0,76702,-1606960,0,,1,2,"COLES & BODOIN, LLP",042620388,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,2,,,,
20161013164646P040023775399004,2015-01-01,2015-12-31,001,043061714,,604171,44421,,,,,,,,,,,82902,1323589,,,,14084648,,,,,,16139731,,,,,,16139731,,653997,45309,,,,,,,,,,,69926,1573263,,,,14876325,,,,,,17218820,,,,,,17218820,653997,1104052,305391,,2063440,,,,,3879,,3879,,,189574,189574,,,,,,,,8315,,,,-528328,,1736880,598114,,,598114,40886,,,,,18791,,18791,657791,1079089,,,3,1,"CARON & BLETZER, PLLC",043499945,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161007144700P030013176071001,2015-01-01,2015-12-31,002,261697053,101,0,0,0,,,,,,,,,,,,,,,,,,25560000,,,25560101,0,0,0,10338208,10338208,15221893,101,0,0,0,,,,,,,,,,,,,,,,,,48020000,,,48020101,,,,9798956,9798956,38221145,874178,0,0,0,874178,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,22460000,22460000,0,0,0,0,0,0,23334178,0,0,0,0,0,,334926,0,0,0,0,0,334926,22999252,0,,1,2,"BDO USA, LLP",135381590,,2,0,2,0,2,0,2,0,1,15000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,2,,,,
20161007124514P040014284609001,2015-01-01,2015-12-31,004,042389826,,0,0,2388,1522231,,,,,,,,,30602,,,,,2877936,,,7297236,,,11730393,0,0,0,0,0,11730393,,0,0,0,1551834,,,,,,,,,41393,,,,,3430012,,,7868116,,,12891355,,,,950,950,12890405,896400,0,0,0,896400,113,0,0,0,1698,0,1811,0,0,88347,88347,0,0,0,0,0,469975,469975,0,0,0,0,0,145510,1602043,417800,0,0,417800,0,0,0,0,0,23281,950,24231,442031,1160012,0,,1,2,"KAHN, LITWIN, RENZA & CO., LTD.",050409384,,2,0,2,0,2,0,2,0,1,1100000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,1,282986,,,
20160928092743P040000517593001,2015-01-01,2015-12-31,002,042547913,,,,,,,,,,,,,,,,,,,,,,16811550,,,16811550,,,2871675,,2871675,13939875,,,,,,,,,,,,,,,,,,,,,,22294887,,,22294887,,,2725151,,2725151,19569736,431529,,,,431529,,,,,,,0,,,,0,,,,0,,5483337,5483337,,,,,,,5914866,141421,,,141421,,,143584,,,,,0,285005,5629861,,,1,2,"SIEGRIST, CREE, ALESSANDRI & STRAUS",042745810,,2,,2,,2,,2,,1,1500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161004134526P030007740487001,2015-01-01,2015-12-31,001,042273500,,,,,,,,,,,,,,172775,,3235157,,,,267228,,,,,3675160,,,,,0,3675160,,,,,,,,,,,,,,66961,,3368497,,,,250331,,,,,3685789,,,,,0,3685789,,342570,,,342570,,,,,3598,3311,6909,,,3234,3234,,,,0,,,0,,-35526,,,,,317187,264530,,,264530,4041,27655,,,,,10332,10332,306558,10629,,,3,1,"KATZ, NANNIS & SOLOMON, PC.",042887211,,2,,2,,2,,2,,1,368578,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161004084256P040008047057001,2015-01-01,2015-12-31,001,042925204,0,0,8961,0,0,0,0,0,0,0,0,0,0,5816,234769,0,0,0,9765979,,0,0,0,0,10015525,0,0,0,0,0,10015525,0,0,8561,0,0,0,0,0,0,0,0,0,0,61430,178313,0,0,0,9621851,,0,0,0,0,9870155,0,0,0,0,0,9870155,35,729956,5176,0,735167,0,0,0,0,1451,0,1451,0,0,520748,520748,0,0,0,0,0,0,0,188,0,0,0,-457223,0,800331,928181,0,0,928181,0,0,0,0,0,0,17520,17520,945701,-145370,0,,3,1,RSM US LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20161004155913P030005491501001,2015-01-01,2015-12-31,002,042803764,,,,,,,,,,,,,,,,,,,,,,15300000,,,15300000,,,15570000,,15570000,-270000,,,,,,,,,,,,,,,,,,,,,,16900000,,,16900000,,,14705000,,14705000,2195000,1514480,,,,1514480,,,,,,,0,,,,0,,,,0,,1600000,1600000,,,,,,,3114480,1768,,,1768,,,647712,,,,,0,649480,2465000,,,1,2,"GRAY, GRAY, & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161013130255P040025693633001,2015-01-01,2015-12-31,002,201998367,3000,997000,,,,,,,,0,,,,,,,,,,,,,,,1000000,,,,,0,1000000,56893,300000,,,,,,,,928993,,,,,,,,,,,,,,,1285886,,,,,0,1285886,300000,,,,300000,3408,,,,,,3408,,,,0,,,,0,,-16944,-16944,,,,,,,286464,,,,0,,,,,,,578,578,578,285886,,,1,2,"DICICCO, GULMAN & COMPANY, LLP",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20161013132405P040010521087001,2015-01-01,2015-12-31,002,412126830,,,,997731,5372,,,,,,,,,,,,,,,,,,,,1003103,,292,,,292,1002811,,,,993942,1837,,,,,,,,,,,,,,,,,,,,995779,,292,,,292,995487,,,,,0,,,,,,,0,,,,0,,,,0,,,0,,,,,,-3789,-3789,35,,,35,,,,,3500,,,3500,3535,-7324,,,1,2,"NARDELLA & TAYLOR, LLP",042979611,,2,,2,,2,,2,,1,3000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,
20161013083624P040025048689001,2015-01-01,2015-12-31,002,743073286,0,0,0,0,685748,0,0,0,0,0,0,0,0,213944,0,0,0,0,3267029,,0,0,0,0,4166721,0,0,0,0,0,4166721,0,0,0,0,435448,0,0,0,0,0,0,0,0,209366,0,0,0,0,4201315,,0,0,0,0,4846129,0,0,0,0,0,4846129,282889,501429,445657,0,1229975,69,0,0,0,9026,0,9095,0,0,218301,218301,0,0,0,0,0,0,0,0,0,0,0,-253106,0,1204265,522061,0,0,522061,0,0,0,0,0,0,2796,2796,524857,679408,0,,3,1,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20161011145014P040021648737001,2015-01-01,2015-12-31,004,041309690,,,,,391836,,,,,,,,,,,,,,,,,47603784,,,47995620,1547452,,,,1547452,46448168,,,,,499323,,,,,,,,,,,,,,,,,44538495,,,45037818,1756391,,,,1756391,43281427,150000,,,,150000,48,,,,,,48,,584960,,584960,,5367258,968149,4399109,,-2627430,-2627430,0,,,,,,2506687,5673428,,,5673428,,,,,,,,,5673428,-3166741,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,1,2,,2,2,2,,,,,,,,,,,
20161011150010P030019036823002,2015-08-01,2015-12-31,001,043484613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13042,,,,,,,,,,,,,,,,,204474,,,,,,217516,,,,,,217516,13042,172612,31519,,217173,,,,,,,,,,,,,,,,,,,,,,,1372,,218545,1004,,,1004,,,,,25,,,25,1029,217516,,,,,,,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161014092435P040025110663001,2015-01-01,2015-12-31,001,041309690,,,,,,,,,,,,,,,34098351,,,,1976919,,,,,,36075270,,52683,,,52683,36022587,,,,,,,,,,,,,,,30435017,,,,3231680,,,,,,33666697,,21949,,,21949,33644748,500000,,,,500000,,,,,,,,,,162668,162668,,,,,,,,-353405,,,,-417738,,-108475,2177941,0,,2177941,,,,,91423,,,91423,2269364,-2377839,,,3,1,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,2,2,,,,,,,,,,,
20161014140704P030026176343001,2015-01-01,2015-12-31,001,042086300,0,0,9841,0,0,0,0,0,0,0,0,0,0,92883,75527,,0,0,7486997,,0,0,0,0,7665248,0,,0,0,0,7665248,0,79936,6351,0,0,0,0,0,0,0,0,0,0,89414,56225,,0,0,7069391,,0,0,0,0,7301317,0,,0,0,0,7301317,79936,314639,5624,0,400199,0,0,0,0,3592,0,3592,0,0,355193,355193,0,0,0,0,0,0,0,743,0,0,0,-425622,0,334105,685976,0,0,685976,0,0,0,0,12060,0,0,12060,698036,-363931,,,3,1,"BDO USA, LLP",135381590,,1,5381,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,1,1,2,,,,,,,,,,,
20161014133908P040028240241001,2015-01-01,2015-12-31,002,041967105,,,,,,,,,,,,,,336704,3354069,,,,20599346,,,,,,24290119,,,,,0,24290119,,,,,,,,,,,,,,327457,3663900,,,,22570995,,,,,,26562352,,,,,0,26562352,998086,2071204,594369,,3663659,,,,0,10578,,10578,,,324795,324795,,,,0,,,0,137472,,,,-473245,,3663259,1322572,,,1322572,,,,2500,22132,43822,,68454,1391026,2272233,,,3,1,"KIRKLAND ALBRECHT & FREDERICKSON, L",043121055,,1,425616,2,,2,,2,,1,3000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161014130039P040028094001001,2015-01-01,2015-12-31,002,043061714,,1000000,,,,,,,,,,,,,,,,,1046458,,,3351797,,,5398255,1218,,305856,6503,313577,5084678,,525000,,,,,,,,,,,,,,,,,39613,,,7263285,,,7827898,0,,3144005,65527,3209532,4618366,699086,,,,699086,0,,,,,,0,,,,,,,,,,-1088513,-1088513,,,,,2138,,-387289,7764,,,7764,,,71259,,,,0,0,79023,-466312,,,1,2,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20161001085827P040003756305001,2015-01-01,2015-12-31,002,042389826,,0,0,0,,,,,,,,,,149464,2565090,,,,6922343,747702,,,,,10384599,0,0,0,0,0,10384599,,0,23008,0,,,,,,,,,,158770,2786822,,,,7379540,587331,,,,,10935471,,,,,0,10935471,0,852327,157903,,1010230,0,0,0,0,6497,8015,14512,0,0,87234,87234,0,0,0,0,0,0,0,-41403,0,0,0,-175923,0,894650,329867,0,0,329867,0,0,,0,13911,0,0,13911,343778,550872,0,,3,1,"KAHN, LITWIN, RENZA & CO., LTD.",050409384,,2,0,2,0,2,0,2,0,1,1100000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170524100751P040038137079001,2015-11-01,2016-10-31,001,043067724,,,,,,,,,,,,,,,223157825,,,,,,,,,,223157825,,,,,0,223157825,,,,,,,,,,,,,,,223455468,,,,,,,,,,223455468,,,,,0,223455468,,,,,0,,,,,,,0,,,,0,,,,0,,,0,7677542,,,,,,7677542,7379899,,,7379899,,,,,,,,0,7379899,297643,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1,,,,,,,
20161017093311P030032822673001,2015-01-01,2015-12-31,002,042746512,,,,0,1078521,,,,,,,,,,,,,,1271130,,,1686651,,,4036302,,,,,0,4036302,,,,0,1056422,,,,,,,,,,,,,,1270735,,,1880504,,,4207661,,,,,0,4207661,,,,,0,,,,,,,0,,38710,181584,220294,,48081,47383,698,,202526,202526,,,,,-186832,,236686,65327,,,65327,,,,,,,,0,65327,171359,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017090540P030032742193001,2015-01-01,2015-12-31,001,203724403,,,,,,,,,,,,,,182385,,,,,5406585,,,,,,5588970,,,,,0,5588970,,15377,26390,,,,,,,,,,,186230,,,,,6292182,,,,,,6520179,,,,,0,6520179,398608,796832,54449,,1249889,,,,,10911,,10911,,,254680,254680,,,,0,,,0,,,,,-352906,,1162574,221295,,,221295,,,,,,,10070,10070,231365,931209,0,0,3,1,"MINSK GOULD,TATTRIE& LUSSIER LLP",364774142,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161014150213P030026363447001,2015-01-01,2015-12-31,003,042745179,100,,,,,,,,,,,,,,,,,,,,,5226354,,,5226454,,,926425,,926425,4300029,100,,,,,,,,,,,,,,,,,,,,,4684933,,,4685033,,,687733,,687733,3997300,290396,,,,290396,,,,,,,0,,,,0,,,,0,,1,1,,,,,,,290397,541424,,,541424,,,51702,,,,,0,593126,-302729,,,1,2,"KING, MCNAMARA & MORIARTY",042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161014150722P040026190759001,2015-01-01,2015-12-31,003,042399903,,7268,38536,,128423,,,,,,,,,216868,,,,,14511285,,,,,,14902380,,,,,,14902380,,0,0,,347479,,,,,,,,,174507,,,,,15621615,,,,,,16143601,,,,,,16143601,237660,962662,148147,,1348469,29,,,,9044,,9073,,,785007,785007,,,,,,-588279,-588279,,,,,-24983,,1529287,249078,,,249078,34777,,,,,,4211,4211,288066,1241221,,,3,1,"GOSULE, BUTKUS & JESSON.LLP",043442418,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20161017090809P040030516279001,2015-01-01,2015-12-31,002,042278461,,0,0,0,,,,,,,,,,692448,0,12957544,,,5812277,926955,,,,,20389224,0,0,0,0,0,20389224,,0,0,0,,,,,,,,,,783050,1649488,12198336,,,4556263,805141,,,,,19992278,,,,,0,19992278,1216,1280161,10643,,1292020,0,0,0,0,23617,10296,33913,0,0,51122,51122,0,0,0,0,0,0,0,-44680,30699,0,0,-20550,0,1342524,1720479,0,0,1720479,4673,0,,0,14318,0,0,14318,1739470,-396946,0,,3,1,MARCUM LLP,111986323,,1,208,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,2,,,,
20161017113805P030031117671001,2015-01-01,2015-12-31,002,042777442,,103,706,,,,,,,,,,,591378,15114159,7326470,,,18582953,,,,,,41615769,,,,,0,41615769,,0,0,,,,,,,,,,,487508,16142154,7503373,,,18949481,,,,,,43082516,,,,,0,43082516,581862,1769792,550747,,2902401,,,,,17235,,17235,,,198960,198960,,,,0,,,0,-172158,-100279,,,-112307,,2733852,1249303,,,1249303,,,,14091,3711,,,17802,1267105,1466747,,,3,1,GRANT THORNTON LLP,366055558,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161007084629P040011959991001,2015-01-01,2015-12-31,003,041309690,,,,,,,,,,,,,,424818,8217916,,,,29575357,,,,,,38218091,,,,,0,38218091,,,,,,,,,,,,,,289547,0,,,,35655005,,,,,,35944552,,,,,0,35944552,1886852,1174235,534104,,3595191,,,,,14808,,14808,,,950467,950467,,,,0,,,0,273274,,,,-1658353,,3175387,5448306,,,5448306,,,,,,,620,620,5448926,-2273539,,,3,1,"WOLF & COMPANY, PC",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017120939P040033654865001,2015-01-01,2015-12-31,001,042460805,188,0,0,0,1696,0,0,0,0,0,0,0,0,124862,0,4715354,0,0,0,0,0,0,0,0,4842100,0,0,0,0,0,4842100,188,0,4564,0,1715,0,0,0,0,0,0,0,0,46278,0,3881697,0,0,0,0,0,0,0,0,3934442,0,0,0,0,0,3934442,0,170521,768365,0,938886,19,0,0,0,4030,1810,5859,0,0,0,0,0,0,0,0,0,0,0,0,-14939,0,0,0,0,929806,1803674,0,0,1803674,0,30498,0,0,442,0,2850,3292,1837464,-907658,0,0,3,1,"BDO USA, LLP",135381590,,1,6683,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017113525P030031107783001,2015-01-01,2015-12-31,002,043050515,76408,,,11,,,,,,,,,,,,,,,,,,1765536,,,1841955,108,,0,,108,1841847,52533,,,11,,,,,,,,,,,,,,,,,,2323518,,,2376062,108,,0,,108,2375954,180000,,,,180000,,,,,,,0,,,,0,,,,0,,557982,557982,,,,,,,737982,203875,,,203875,,,,,,,,0,203875,534107,,,1,2,"WHITTLESEY & HADLEY, P.C.",060903326,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017111700P040001074361001,2015-01-01,2015-12-31,003,042777442,,355397,0,4,653696,,,,,,,,,,,,,,,,,15000991,,,16010088,383,0,0,0,383,16009705,,320000,0,51,666651,,,,,,,,,,,,,,,,,16451620,,,17438322,1488,,,,1488,17436834,320000,0,0,0,320000,38,0,0,0,0,51,89,0,590161,0,590161,0,0,0,0,0,1123398,1123398,0,0,0,0,0,0,2033648,606519,0,0,606519,0,,0,0,0,0,0,0,606519,1427129,0,,3,1,"GRANT THORNTON, LLP",366055558,,2,0,2,0,2,0,2,0,1,15000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017112459P030031068695001,2015-01-01,2015-12-31,002,042550058,76276,,,,30757,,,,,,,,,,,,,,,,,3933175,,,4040208,,,627046,,627046,3413162,82703,,,,30763,,,,,,,,,,,,,,,,,3813973,,,3927439,,,523658,,523658,3403781,0,,,,0,6,,,,,,6,127973,,,127973,,,,0,,41442,41442,,,,,,,169421,164002,,,164002,,,14607,,,,193,193,178802,-9381,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017110507P040017995085001,2015-01-01,2015-12-31,001,042550058,122613,0,,,,,,,,,,,,100081,260832,,,,4324662,,,,,,4808188,,,,114935,114935,4693253,12088,4048,23969,2159,,,,,,,,,,157207,291331,,,,4519246,,,,,,5010048,,,,121,121,5009927,113762,677785,11433,,802980,,,,,5267,,5267,,,270320,270320,,,,0,,,0,3131,,,,-301566,9429,789561,432546,,,432546,,,,21262,,19079,,40341,472887,316674,,,3,1,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161017120929P030031232471001,2015-01-01,2015-12-31,001,043050515,,,,,,,,,,,,,,233134,0,11241810,,,0,1552852,0,0,,,13027796,,,,,0,13027796,,,,,,,,,,,,,,240921,0,0,,,10255690,1743391,0,0,,,12240002,,,,,0,12240002,260732,774742,87981,,1123455,,,,,10621,47171,57792,,0,0,0,,,,0,,,0,0,-159098,,,0,0,1022149,1772135,0,0,1772135,8430,0,,0,2940,25301,1137,29378,1809943,-787794,,,3,1,"WHITTLESEY & HADLEY, P.C.",066090326,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
