ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE
20160607135304P030109090577001,2015-01-01,2015-08-06,010,043312097,,,,,,,,,,,,,,290209,9774552,,,,,,,,,,10064761,,,,,0,10064761,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,279590,217460,721,,497771,,,,,3741,,3741,,,,0,,,,0,,,0,392697,,,,,,894209,10788108,,,10788108,,170862,,,,,,0,10958970,-10064761,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,
20160713123512P030031986327001,2015-01-01,2015-12-31,001,042682840,,,,,3297784,,,,,,,,,362878,,,,,49095912,,,,,,52756574,,,,41617,41617,52714957,,508750,,0,3059748,0,0,0,0,0,0,0,0,392441,0,,,,49835269,,0,0,,,53796208,,19372,,45555,64927,53731281,912653,2471117,262842,0,3646612,121,0,0,,18273,0,18394,0,0,2816031,2816031,,,,0,,0,0,0,0,,,-2658248,,3822789,2751747,,0,2751747,,,0,,,,54718,54718,2806465,1016324,0,0,3,1,O'CONNOR & DREW PC,043000523,,1,20,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160912121228P030026635735001,2015-01-01,2015-12-31,001,042803764,0,0,0,0,555995,0,0,0,0,838587,0,0,0,0,0,0,0,0,17662279,,0,0,0,0,19056861,0,0,0,0,0,19056861,10,0,0,0,364986,0,0,0,0,859034,0,0,0,159196,0,0,0,0,19601369,,0,0,0,0,20984595,0,0,0,0,0,20984595,1165002,1077532,107184,0,2349718,65,0,0,0,4911,0,4976,0,38817,1043793,1082610,0,836881,875788,-38907,0,-87567,-87567,0,0,0,0,-727776,0,2583054,642205,0,0,642205,10584,0,0,0,0,605,1926,2531,655320,1927734,0,,3,1,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,550000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160818160718P030017296295001,2015-01-01,2015-12-31,001,471008886,,,,,,,,,,,,,,13500,666149,,,,2322976,,,,,,3002625,,,,,0,3002625,,283321,14754,,,,,,,,,,,15179,725579,,,,3398288,,,,,,4437121,,,,63574,63574,4373547,376822,830296,224446,,1431564,,,,,624,,624,,,136516,136516,,,,0,,,0,-9590,,,,-165977,,1393137,14502,,,14502,7238,,,,,,475,475,22215,1370922,0,0,3,1,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,301000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160912153755P040026629831001,2015-01-01,2015-12-31,001,521405842,0,74370,0,0,1746224,0,0,0,0,0,0,0,0,475297,0,0,0,0,51406520,,0,0,0,0,53702411,0,0,0,0,0,53702411,0,86520,0,0,1429353,0,0,0,0,0,0,0,0,644865,0,0,0,0,51460495,,0,0,0,0,53621233,0,0,0,0,0,53621233,1515711,3900346,277325,0,5693382,224,0,0,0,24406,0,24630,0,0,2963060,2963060,0,0,0,0,0,0,0,0,0,0,0,-3706146,0,4974926,5045287,0,0,5045287,3955,0,0,0,0,4532,2330,6862,5056104,-81178,0,,3,1,MAYER HOFFMAN MCCANN P.C.,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160914102028P040031901441001,2015-01-01,2015-12-31,001,042224182,0,0,0,0,744178,0,0,0,0,0,0,0,0,225839,3196339,0,0,0,15289265,,66683,0,0,0,19522304,0,0,0,0,0,19522304,0,0,0,0,616392,0,0,0,0,0,0,0,0,177556,2815895,0,0,0,14566825,,30128,0,0,0,18206796,0,0,0,0,0,18206796,0,701172,47429,0,748601,105,0,0,0,9349,2476,11930,0,0,816427,816427,0,0,0,0,0,0,0,7265,0,0,0,-829988,0,754235,2051119,1606,0,2052725,14609,0,0,0,0,290,2119,2409,2069743,-1315508,0,,3,1,"BDO USA, LLP",135381590,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160726132847P030055607633001,2015-01-01,2015-12-31,002,041466100,,499812,,,,,,,,,,,,264604,11882881,,,,,,,,,,12647297,,,,,0,12647297,,631837,,,,,,,,,,,,245368,13891142,,,,,,,,,,14768347,,,,,0,14768347,631837,1307722,255293,,2194852,,,,,9574,,9574,,,,0,,,,0,,,0,676709,,,,,,2881135,756276,,,756276,,3809,,,,,,0,760085,2121050,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160726133746P030050957943001,2015-01-01,2015-12-31,002,043497377,,,,,,,,,,,,,,228550,9428220,,,,,,,,,,9656770,,,,,0,9656770,,,,,,,,,,,,,,280630,10534268,,,,,,,,,,10814898,,,,,0,10814898,318961,505047,508462,,1332470,,,,,9783,,9783,,,,0,,,,0,,,0,723138,,,,,,2065391,883015,,,883015,,24248,,,,,,0,907263,1158128,,,1,2,"WHITTLESEY & HADLEY, P.C.",060903326,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160725143330P040048202583001,2015-01-01,2015-12-31,003,041174490,,,,,86276,,,,,,,,,,,,,,,,,9198610,,,9284886,,,4173414,,4173414,5111472,,,,,142521,,,,,,,,,,,,,,,,,9275946,,,9418467,,,3926014,,3926014,5492453,493453,,,,493453,174,,,,,,174,,162236,,162236,,,,0,,313750,313750,,,,,,,969613,243662,,663,244325,,,344307,,,,,0,588632,380981,,,3,1,BERRY DUNN MCNEIL & PARKER LLC,010523282,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160724112249P030047101991001,2015-01-01,2015-12-31,002,043067724,,,,,,,,,,,,,,3210416,122289092,,,,,,,,,,125499508,,,,,0,125499508,,,,,,,,,,,,,,3295322,121855653,,,,,,,,,,125150975,,,,,0,125150975,2653351,5751301,535424,,8940076,,,,,135450,,135450,,,,0,,,,0,,,0,-909594,,,,,,8165932,8407089,,,8407089,,107376,,,,,,0,8514465,-348533,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160826130111P040004276865001,2015-01-01,2015-12-31,002,471008886,,0,,,,,,,,,,,,,,,,,,,,9070000,,,9070000,,,1239831,,1239831,7830169,,3709,,,,,,,,,,,,,,,,,,,,18620000,,,18623709,,,1183269,,1183269,17440440,110272,,,,110272,,,,,,,0,,,,0,,,,0,,9550000,9550000,,,,,,,9660272,,,,0,,,50001,,,,,0,50001,9610271,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160729133946P030060450113001,2015-01-01,2015-12-31,002,043130808,0,0,0,0,1423665,0,0,0,0,0,0,0,0,1258257,0,0,0,0,24928267,,0,4753608,0,0,32363797,0,0,0,0,0,32363797,0,0,0,0,1339519,0,0,0,0,0,0,0,0,1350864,0,0,0,0,26047173,,0,6098810,0,0,34836366,0,0,0,0,0,34836366,1555023,2089821,516840,0,4161684,225,0,0,0,66750,0,66975,0,12868,1334499,1347367,0,388141,337709,50432,0,1181333,1181333,0,0,0,0,-1253525,0,5554266,3066939,0,0,3066939,0,42,0,0,0,1270,13446,14716,3081697,2472569,0,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160817062600P040016806769001,2015-01-01,2015-12-31,001,455603992,,0,0,,29915,,,,,,,,,,,,,,4284685,,,,,,4314600,,,,,0,4314600,,0,0,,72422,,,,,,,,,,,,,,4358311,,,,,,4430733,,,,,0,4430733,79447,519126,9929,,608502,5,,,,,,5,,,,0,,,,0,,,0,,,,,-88201,,520306,402763,,,402763,,,,,1410,,,1410,404173,116133,,,3,1,"QRGA, LLP",043564919,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160720132650P030041715191001,2015-01-01,2015-12-31,001,042821431,0,0,0,0,1041165,0,0,0,0,13679,0,0,0,308508,1379436,0,0,0,51552094,,0,0,0,0,54294882,0,0,0,0,0,54294882,0,0,0,0,0,0,0,0,0,25659,0,0,0,263550,1385223,0,0,0,55742520,,0,0,0,0,57416952,0,0,0,0,0,57416952,1588061,1955237,197974,0,3741272,146,0,0,0,14037,0,14183,0,551,2715259,2715810,0,19158,23340,-4182,0,-1727,-1727,4988,0,0,0,-2104887,38750,4404207,1274197,0,0,1274197,0,0,0,0,0,5805,2135,7940,1282137,3122070,0,,3,1,"DICICCO,GULMAN&COMPANYLLP",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160719140026P030044783441002,2015-01-01,2015-12-31,002,042597651,,1762474,,,,,,,,,,,,1739352,44740249,,,,203216346,,,,,,251458421,,,,,,251458421,,4347053,,,,,,,,,,,,1593651,44498940,,,,204198715,,,,,,254638359,,,,,,254638359,4347053,9576782,554291,,14478126,,,,,87034,,87034,,,10929588,10929588,,,,,,,,71653,-48300,,,-11171406,,14346695,15764578,,,15764578,,,,4530,,,,4530,15769108,-1422413,4602351,,3,1,"MAYER HOFFMAN MCCANN, PC",431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160721151511P030043365207001,2015-01-01,2015-12-31,002,041174490,,,,,,,,,,,,,,343895,11095863,,,,,,,,,,11439758,,,,,0,11439758,,,,,,,,,,,,,,366149,11428655,,,,,,,,,,11794804,,,,,0,11794804,272738,470230,7848,,750816,,,,,16711,,16711,,,,0,,,,0,,,0,-20600,,,,,,746927,372183,,,372183,,19698,,,,,,0,391881,355046,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160720145953P040041621319001,2015-01-01,2015-12-31,001,043130168,0,125000,0,0,410647,0,0,0,0,0,0,0,0,90773,0,0,0,0,16405558,,0,0,0,0,17031978,0,0,0,0,0,17031978,0,400000,0,0,429447,0,0,0,0,0,0,0,0,82507,0,0,0,0,17157545,,0,0,0,0,18069499,0,0,0,0,0,18069499,400000,952524,100000,0,1452524,64,0,0,0,2931,0,2995,0,0,827395,827395,0,0,0,0,0,0,0,0,0,0,0,-596897,0,1686017,646067,0,0,646067,0,0,0,0,0,1025,1404,2429,648496,1037521,0,,3,1,"CLARKE, SNOW & RILEY, LLP",043428691,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,2,,2,,,,
20160721105505P040032381085001,2015-01-01,2015-12-31,003,042041237,61,,,1507,486545,,,,,1179616,,,,,,,,,2026041,,,15246636,,,18940406,,,5703980,,5703980,13236426,0,,,516,970673,,,,,498380,,,,,,,,,3106317,,,21126044,,,25701930,,,4378203,,4378203,21323727,1516952,,,,1516952,61196,,,,,,61196,,2392654,,2392654,,,,0,,5879408,5879408,,,,,-34602,,9815608,1356272,,,1356272,,,356499,,,15536,,15536,1728307,8087301,,,1,2,"BLUM, SHAPIRO AND COMPANY, P.C",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20160719155343P040030102941001,2015-01-01,2015-12-31,001,043175021,0,0,0,0,499079,0,0,0,0,0,0,0,0,342401,0,0,0,0,6004700,,0,0,0,0,6846180,0,0,0,0,0,6846180,0,0,0,0,544761,0,0,0,0,0,0,0,0,320958,0,0,0,0,6173084,,0,0,0,0,7038803,0,0,0,0,0,7038803,0,352826,0,0,352826,79,0,0,0,14507,0,14586,0,0,437417,437417,0,0,0,0,0,0,0,0,0,0,0,-523429,0,281400,86439,0,0,86439,0,0,0,0,0,0,2338,2338,88777,192623,0,,3,1,"SULLIVAN AND FOLAN, LLC",043252952,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160922085056P030005899591001,2015-01-01,2015-12-31,005,042041968,0,0,0,0,1063886,0,0,0,0,0,0,0,0,350656,7658,0,0,0,14159645,,0,0,0,0,15581845,0,0,0,0,0,15581845,0,0,0,0,1128110,0,0,0,0,0,0,0,0,340051,37401,0,0,0,13293415,,0,0,0,0,14798977,0,0,0,0,0,14798977,71582,715801,54437,0,841820,113,0,0,0,11344,0,11457,0,0,751786,751786,0,0,0,0,0,0,0,190,0,0,0,-812561,0,792692,1574160,0,0,1574160,0,0,0,0,0,0,1400,1400,1575560,-782868,0,,3,1,"SPARROW & CO, CPA'S",050431790,,2,,2,,2,,2,,1,1700000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160719091746P030039738791001,2015-01-01,2015-12-31,002,042821431,,683000,0,0,97640,,,,,,,,,,,,,,,,,8748450,,,9529090,0,0,0,0,0,9529090,,930000,0,0,16710,,,,,,,,,,,,,,,,,9309150,,,10255860,,,,,0,10255860,930000,0,0,0,930000,1846,0,0,0,,0,1846,0,0,0,0,0,0,0,0,0,560700,560700,0,0,0,0,0,0,1492546,591365,0,0,591365,0,,0,0,0,0,0,0,591365,901181,0,174411,1,2,"DICICCO, GULMAN & COMPANY",043296226,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,2,,,,
20160721080426P040042378663002,2015-01-01,2015-12-31,006,041123740,,8391,11863,,,,,,,,,,,785445,3189554,,,,28550330,,,,,,32545583,,,,,,32545583,,0,0,,,,,,,,,,,828783,3056348,,,,27867853,,,,,,31752984,,,,,,31752984,558345,792515,31919,,1382779,,,,,33227,,33227,,,1684051,1684051,,,,,,,,35490,,,,-1545620,,1589927,2376686,,,2376686,,,,,,,5840,5840,2382526,-792599,,,3,1,"PKF, P.C.",043138777,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160721080426P040042378663001,2015-01-01,2015-12-31,003,041123740,6137,,,61350,,,,,,,,,,,,,,,831491,,,4501016,,,5399994,,,,,,5399994,6137,,,134970,,,,,,,,,,,,,,,918194,,,4669141,,,5728442,,,,,,5728442,,,,,,,,,,,,,,135321,,135321,,,,,,697459,697459,,,,,,,832780,504332,,,504332,,,,,,,,,504332,328448,,,1,2,"PKF, PC",043138777,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160721121527P040043735697001,2015-01-01,2015-12-31,002,042041237,0,0,0,0,2232725,0,0,0,0,389722,0,0,0,206612,0,0,0,0,27518889,,0,0,0,0,30347948,0,0,0,4789,4789,30343159,0,0,0,0,1259957,0,0,0,0,363172,0,0,0,159178,0,0,0,0,25827817,,0,0,0,0,27610124,0,0,0,1606,1606,27608518,0,579612,104582,0,684194,266,0,0,0,7531,0,7797,0,10997,1452721,1463718,0,16649,25225,-8576,0,-29410,-29410,0,0,0,0,-944057,0,1173666,3904486,0,0,3904486,0,0,0,0,0,727,3094,3821,3908307,-2734641,0,,3,1,"BLUM SHAPIRO & COMPANY, P.C.",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160721144953P030048392241001,2015-01-01,2015-12-31,002,041802790,,,,,,,,,,,,,,1456314,53683508,,,,,,,,,,55139822,,,,,0,55139822,,,,,,,,,,,,,,1398326,55163019,,,,,,,,,,56561345,,,,,0,56561345,980379,3070576,246557,,4297512,,,,,61006,,61006,,,,0,,,,0,,,0,-416164,,,,,,3942354,2440008,,,2440008,193,80630,,,,,,0,2520831,1421523,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160728132423P030053985159001,2015-01-01,2015-12-31,003,041866480,10000,,,,,,,,,,,,,973169,,,,,12120799,,,8819017,,,21922985,24265,,,10000,34265,21888720,,,,,,,,,,,,,,986050,,,,,12479201,,,4361732,,,17826983,,,,,0,17826983,257860,1171545,233889,,1663294,,,,,32759,,32759,,,298300,298300,,,,0,,,0,,,,,-4245855,,-2251502,1725497,,,1725497,,,,41065,,43673,,84738,1810235,-4061737,,,1,2,BOLLUS LYNCH,043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160714105018P040034070801001,2015-01-01,2015-12-31,002,043312097,,,,,,,,,,,,,,1633971,,,,,66640424,,103355,4466704,,,72844454,,,,,0,72844454,,,,,,,,,,,,,,1866800,,,,,74690062,,193666,6949742,,,83700270,,,,,0,83700270,3637960,3950547,6980613,,14569120,,,,,72503,,72503,,141832,2434375,2576207,,687905,665958,21947,,463672,463672,,,,,-2788670,40916,14955695,4073604,,547,4074151,,-995,,,,,26723,26723,4099879,10855816,,,1,2,PRICEWATERHOUSECOOPERS LLP,134008324,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160819081850P040017957799001,2015-01-01,2015-12-31,003,043402944,,,,,306860,,,,,,,,,,,,,,,,,9887373,,,10194233,,,2001914,,2001914,8192319,,,,,311766,,,,,,,,,,,,,,,,,10843074,,,11154840,,,1751914,,1751914,9402926,359023,,,,359023,261,,,,,,261,,346178,,346178,,3072,,3072,,1386028,1386028,,,,,,,2094562,685681,,,685681,,,162143,36131,,,,36131,883955,1210607,,,1,2,BATCHELOR FRECHETTE MCCRORY MICHAEL,050487888,,2,,2,,2,,2,,1,7000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160728075427P030053458551001,2015-01-01,2015-12-31,002,041123040,39654,1591972,,1617,65599,,,,,,,,,1190612,626387,,,,30841369,,,,,,34357210,,,,,,34357210,44069,1872383,,10303,48886,,,,,,,,,1206639,1262994,,,,31100152,,,,,,35545426,,,,,,35545426,1872645,1522020,310257,,3704922,4,,,,48022,,48026,,,423195,423195,,,,,,,,12522,,,,-261564,,3927101,2647164,,,2647164,,,,9000,,45000,37721,91721,2738885,1188216,,,3,1,"GRAY, GRAY & GRAY",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160822095240P030001313821001,2015-01-01,2015-12-31,504,043067724,,,,,11818,,,155795,,463818,,,,,,,,,127629,,,,,,759060,,,,,,759060,,,,,18087,,,151283,,334018,,,,,,,,,107775,,,,,,611163,,,,,,611163,,,,,,,2,6933,,,,6935,,12150,,12150,,239652,180892,58760,,-73341,-73341,,,,,,,4504,15303,120000,,135303,,,,17098,,,,17098,152401,-147897,,,3,1,MARCUM LLP,111986323,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160819120940P030021416833001,2015-01-01,2015-12-31,007,041366970,,,,,0,,,,,785315,,,,,,,,,1034681,,,341212894,,,343032890,,,,,0,343032890,,,,,493184,,,,,952555,,,,,,,,,1164750,,,282673315,,,285283804,,,,,0,285283804,,,,,0,,,,,,,0,,9739875,,9739875,,13155456,4718578,8436878,,-52739184,-52739184,,,,,-11615,,-34574046,22454587,,,22454587,,,,,90197,,,90197,22544784,-57118830,88682,718938,1,2,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,1,1,2,,,,,,,,,,,
20160722085323P040032861501001,2015-01-01,2015-12-31,002,041782600,,,,,,,,,,,,,,2956647,17251068,,,,69627520,,412229,10210993,,,100458457,,,,133193,133193,100325264,,,,,,,,,,,,,,3145423,18468477,,,,75292906,,485972,11263819,,,108656597,,,,95596,95596,108561001,4511788,5485729,4870834,,14868351,,,,,99867,,99867,,251435,4839793,5091228,,2909622,2131355,778267,,274848,274848,168809,,,,-5124369,13414,16170415,7803936,,,7803936,106539,99975,,,,,19215,19215,8029665,8140750,94987,0,1,2,ERNST & YOUNG LLP,346565596,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20160822114513P030001458385001,2015-01-01,2015-12-31,003,042272126,0,0,0,0,607419,0,0,0,0,0,0,0,0,399031,2074743,0,0,0,16623218,,0,0,0,0,19704411,0,0,0,0,0,19704411,0,0,0,0,592584,0,0,0,0,0,0,0,0,432027,1558478,0,0,0,16957712,,0,0,0,0,19540801,0,0,0,0,0,19540801,144112,463643,990,0,608745,59,0,0,0,20466,0,20525,0,0,1247349,1247349,0,0,0,0,0,0,0,19542,0,0,0,-1366246,0,529915,691100,0,0,691100,0,0,0,0,0,0,2425,2425,693525,-163610,0,,3,1,KIRKLAND ALBRECHT & FREDRICKSON,043121055,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20160728090402P030053559943001,2015-01-01,2015-12-31,004,043402944,0,0,0,0,27039,0,0,0,0,424081,0,0,0,461280,1293408,0,0,0,14102735,,0,0,0,0,16308543,0,0,0,0,0,16308543,0,0,0,0,4435,0,0,0,0,145731,0,0,0,1460227,4673494,0,0,0,46557244,,0,0,0,0,52841131,0,0,0,0,0,52841131,2364003,3711238,1444883,0,7520124,4,0,0,0,61188,0,61192,0,3100,1865443,1868543,0,323111,302795,20316,0,-2743,-2743,47477,0,0,0,-1876371,89262,7727800,5328388,0,0,5328388,4978,5498,0,0,0,7323,34912,42235,5381099,2346701,34185887,,3,1,BATCHELOR FRECHETTE MCCRORY MICHAEL,050487888,,1,778,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
