ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND
20150715105826P040093285543001,2014-01-01,2014-12-31,003,042041968,983,,,,,,,,,,,,,,,,,,15031829,,,42646106,,,57678918,,,,1000,1000,57677918,983,,,,,,,,,,,,,,,,,,16012734,,,47589239,,,63602956,,,,1000,1000,63601956,313695,,,,313695,,,,,,,0,,,,0,,,,0,,,0,,,,,,7994879,8308574,2384536,,,2384536,,,,,,,,0,2384536,5924038,,,1,2,"SPARROW & COMPANY, CPA'S",050431790,,2,,2,,2,,2,,1,1700000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150708134552P030100806673001,2014-01-01,2014-12-31,003,042557451,0,,,,,,,,,,,,,,,,,,,,,61322500,,,61322500,,,5483794,,5483794,55838706,0,,,,,,,,,,,,,,,,,,,,,80750000,,,80750000,,,5297784,,5297784,75452216,1637334,,,,1637334,,,,,,,0,,427619,,427619,,,,0,,19427500,19427500,,,,,,,21492453,1577334,,,1577334,,,301609,,,,,0,1878943,19613510,,,1,2,"FEELEY & DRISCOLL, P.C.",042684828,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150716102036P040117020145001,2014-01-01,2014-12-31,001,043130168,0,400000,0,0,370508,0,0,0,0,0,0,0,0,109217,0,0,0,0,14331502,,0,0,0,0,15211227,0,0,0,0,0,15211227,0,125000,0,0,410647,0,0,0,0,0,0,0,0,90773,0,0,0,0,16405558,,0,0,0,0,17031978,0,0,0,0,0,17031978,125000,872252,202508,0,1199760,46,0,0,0,3543,0,3589,0,0,1002588,1002588,0,0,0,0,0,0,0,0,0,0,0,240931,0,2446868,622269,0,0,622269,0,1393,0,0,0,700,1755,2455,626117,1820751,0,,3,1,"CLARKE, SNOW & RILEY, LLP",043428691,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150618093257P030061115265001,2014-01-01,2014-12-31,002,461710155,,380560,,,,,,,,,,,,,,2385463,,,5088965,2517809,,0,,,10372797,,,,,0,10372797,,205911,,,,,,,,,,,,,,2408187,,,4938851,2573738,,962332,,,11089019,,,,,0,11089019,529642,581216,42800,,1153658,,,,,,43222,43222,,,60528,60528,,98943,96982,1961,0,115809,115809,,191482,,,193803,1285,1761748,1001495,,,1001495,,,,500,43531,,,44031,1045526,716222,,,1,2,"KAHN, LITWIN, RENZA & CO., LTD",050409384,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150624112851P040059452167001,2014-01-01,2014-12-31,003,461710155,,0,0,0,0,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,,54,0,0,0,,,,,,,,,,,,,,,,,4600753,,,4600807,,,,3849608,3849608,751199,233529,0,0,,233529,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,641413,641413,0,0,0,0,0,0,874942,0,0,0,0,0,,123743,0,0,0,0,0,123743,751199,0,,1,2,"KAHN, LITWIN, RENZA & CO., LTD.",050409384,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150716142859P040117443601001,2014-01-01,2014-12-31,002,041123040,9872,0,,1564,61908,,,,,,,,,1247747,413524,,,,27854473,,,,,,29589088,,,,,,29589088,39654,1591972,,1617,65599,,,,,,,,,1190612,626387,,,,30841369,,,,,,34357210,,,,,,34357210,3246432,1178079,122703,,4547214,3,,,,48875,,48878,,,457494,457494,,,,,,,,5669,,,,1460777,,6520032,1705337,,,1705337,,,,9000,,7500,30073,46573,1751910,4768122,,,3,1,"GRAY, GRAY & GRAY",042088368,,1,26525,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150701135004P040027481965001,2014-01-01,2014-12-31,002,043312097,,477,473,,,,,,,14629,,,,1501055,,,,,62055798,,0,4656025,,,68228457,,,,,0,68228457,,0,0,,,,,,,0,,,,1633971,,,,,66640424,,103355,4466704,,,72844454,,,,,0,72844454,2965148,3196230,1196472,,7357850,,,,,62639,,62639,,115335,1538942,1654277,,946420,1039221,-92801,,-17599,-17599,,,,,3049263,21383,12035012,7385713,,698,7386411,,10029,,,,,22575,22575,7419015,4615997,,,1,2,PRICEWATERHOUSECOOPERS LLP,134008324,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150716153206P040037022749001,2014-01-01,2014-12-31,001,455603992,,0,0,,33242,,,,,,,,,,,,,,3868408,,,,,,3901650,,,,,0,3901650,,0,0,,29915,,,,,,,,,,,,,,4284685,,,,,,4314600,,,,,0,4314600,67935,453043,95898,,616876,3,,,,,,3,,,,0,,,,0,,,0,,,,,154165,,771044,347014,,,347014,,,,10000,,,1080,11080,358094,412950,,,3,1,"QRGA, LLP",043564919,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150630073747P040068560727001,2014-01-01,2014-12-31,002,043130808,0,0,0,0,1709261,0,0,0,0,0,0,0,0,1222144,0,0,0,0,24848773,,0,508395,0,0,28288573,0,0,0,0,0,28288573,0,0,0,0,1423665,0,0,0,0,0,0,0,0,1258257,0,0,0,0,24928267,,0,4753608,0,0,32363797,0,0,0,0,0,32363797,1415426,1847755,1012877,0,4276058,302,0,0,0,64049,0,64351,0,53,1615494,1615547,0,93276,155442,-62166,0,613385,613385,0,0,0,0,148140,0,6655315,2577273,0,0,2577273,0,-13242,0,0,0,664,15396,16060,2580091,4075224,0,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150715104154P030097984071001,2014-01-01,2014-12-31,003,042041968,983,,,,,,,,,,,,,,,,,,15031829,,,42646106,,,57678918,,,,1000,1000,57677918,983,,,,,,,,,,,,,,,,,,16012734,,,47589239,,,63602956,,,,1000,1000,63601956,313695,,,,313695,,,,,,,0,,,,0,,,,0,,,0,,,,,,7994879,8308574,2384536,,,2384536,,,,,,,,0,2384536,5924038,,,1,2,"SPARROW & COMPANY, CPA'S",050431790,,2,,2,,2,,2,,1,1700000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150724105817P030114445511001,2014-01-01,2014-12-31,003,731627673,,0,0,0,1508480,,,,,,,,,,,,,,,,,13904784,,,15413264,0,0,0,9268740,9268740,6144524,,0,0,438,1445632,,,,,,,,,,,,,,,,,13649479,,,15095549,,,,8821958,8821958,6273591,952986,0,0,0,952986,979,0,0,0,,0,979,0,392288,0,392288,0,0,0,0,0,-223131,-223131,0,0,0,0,0,438,1123560,252994,0,0,252994,0,,741499,0,0,0,0,0,994493,129067,0,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,0,2,0,2,0,2,0,1,7000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150714125459P030096375799001,2014-01-01,2014-12-31,003,042272126,0,250000,0,0,648713,0,0,0,0,0,0,0,0,384134,2415746,0,0,0,14931659,,0,0,0,0,18630252,0,0,0,0,0,18630252,0,0,0,0,607419,0,0,0,0,0,0,0,0,399031,2074743,0,0,0,16623218,,0,0,0,0,19704411,0,0,0,0,0,19704411,138105,425975,0,0,564080,1459,0,0,0,19126,0,20585,0,0,1384824,1384824,0,0,0,0,0,0,0,20699,0,0,0,-601978,0,1388210,311073,0,0,311073,0,0,0,0,0,0,2978,2978,314051,1074159,0,,3,1,KIRKLAND ALBRECHT & FREDRICKSON,043121055,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150724151314P040109882167001,2014-01-01,2014-12-31,001,042682840,0,500000,,0,2931875,0,0,0,0,0,0,0,0,289293,0,0,,,45315152,,0,0,,,49036320,,,,36410,36410,48999910,,,,,3297784,,,,,,,,,362878,,,,,49095912,,,,,,52756574,,,,41617,41617,52714957,400385,2449028,264989,,3114402,270,,,,16424,,16694,,,2999755,2999755,,0,0,0,,,0,,,,,-378150,,5752701,2017536,,,2017536,,,,,,,20118,20118,2037654,3715047,,,3,1,O'CONNOR & DREW PC,043000523,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150707141109P030084343815001,2014-01-01,2014-12-31,002,042557451,,,,,,,,,,,,,,750453,9899025,,,,26716914,,,,,,37366392,,,,,0,37366392,,,,,,,,,,,,,,777072,8222456,,,,30072548,,,,,,39072076,,,,,0,39072076,,787843,271109,,1058952,,,,,25735,,25735,,,1317094,1317094,,,,0,,,0,135989,,,,1200454,,3738224,2024234,,,2024234,,,,,,,8306,8306,2032540,1705684,,,3,1,"FEELEY & DRISCOLL, P.C.",042684828,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150722110122P040129579585001,2014-07-28,2014-12-31,002,471008886,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,9070000,,,9070000,,,1239831,,1239831,7830169,217185,,,,217185,,,,,,,0,,,,0,,,,0,,7635000,7635000,,,,,,,7852185,,,,0,,,22016,,,,,0,22016,7830169,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150724114929P040133926513001,2014-01-01,2014-12-31,002,041782600,,,,,,,,,,,,,,2677965,16082150,,,,61939201,,434742,10179830,,,91313888,,,,8788,8788,91305100,,,,,,,,,,,,,,2956647,17251068,,,,69627520,,412229,10210993,,,100458457,,,,133193,133193,100325264,4241977,5011756,428104,,9681837,,,,,91573,,91573,,240348,6452717,6693065,,1991844,1441479,550365,,342197,342197,1365340,,,,-3171799,30432,15583010,6353737,,,6353737,133921,54619,,,,,20569,20569,6562846,9020164,0,0,3,1,ERNST & YOUNG LLP,346565596,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150729131829P030040808157001,2014-01-01,2014-12-31,002,043497377,,,,,,,,,,,,,,243880,10092139,,,,,,,,,,10336019,,,,,0,10336019,,,,,,,,,,,,,,228550,9428220,,,,,,,,,,9656770,,,,,0,9656770,285402,426346,119726,,831474,,,,,9388,,9388,,,,0,,,,0,,,0,435401,,,,,,1276263,1955512,,,1955512,,,,,,,,0,1955512,-679249,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150729113600P030142037825002,2014-01-01,2014-12-31,003,041123740,6196,,,294480,,,,,,,,,,,,,,,737503,,,3798289,,,4836468,,,,,,4836468,6137,,,61350,,,,,,,,,,,,,,,831491,,,4501016,,,5399994,,,,,,5399994,,,,,,,,,,,,,,61713,,61713,,,,,,702514,702514,,,,,,,764227,200701,,,200701,,,,,,,,,200701,563526,,,1,2,"PKF, PC",043138777,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150729132630P040013464271001,2014-01-01,2014-12-31,010,043312097,,,,,,,,,,,,,,279744,9769460,,,,,,,,,,10049204,,,,,0,10049204,,,,,,,,,,,,,,290209,9774552,,,,,,,,,,10064761,,,,,0,10064761,243304,386949,15198,,645451,,,,,12492,,12492,,,,0,,,,0,,,0,727439,,,,,,1385382,1367925,,,1367925,,1900,,,,,,0,1369825,15557,,,1,2,"JOHNSON OCONNOR FERON & CARUCCI, LL",203985546,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150727130217P030138131153001,2014-01-01,2014-12-31,003,042041237,6538,,,11586,1836172,,,,,5227799,,,,,,,,,6081879,,,16904745,,,30068719,,,6651583,,6651583,23417136,61,,,1507,486545,,,,,1179616,,,,,,,,,2026041,,,15246636,,,18940406,,,5703980,,5703980,13236426,2234635,,,,2234635,194743,,,,,,194743,,2131125,,2131125,,140177,,140177,,-1658109,-1658109,,,,,382529,,3425100,3120297,,,3120297,,,415724,,,69789,,69789,3605810,-180710,,10000000,1,2,"BLUM, SHAPIRO AND COMPANY, P.C",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20150729091956P040144042785001,2014-01-01,2014-12-31,005,042041968,0,0,0,0,1083257,0,0,0,0,0,0,0,0,344080,0,0,0,0,12873953,,0,0,0,0,14301290,0,0,0,0,0,14301290,0,0,0,0,1063886,0,0,0,0,0,0,0,0,350656,7658,0,0,0,14159645,,0,0,0,0,15581845,0,0,0,0,0,15581845,70911,722329,125857,0,919097,112,0,0,0,11155,0,11267,0,0,1040669,1040669,0,0,0,0,0,0,0,159,0,0,0,-44250,0,1926942,631461,0,0,631461,13276,0,0,0,0,0,1650,1650,646387,1280555,0,,3,1,"SPARROW & CO, CPA'S",050431790,,2,,2,,2,,2,,1,1700000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150826125440P040026559511001,2014-01-01,2014-12-31,001,042821431,0,0,0,0,1009201,0,0,0,0,26283,0,0,0,387582,1105742,0,0,0,46402925,,0,0,0,0,48931733,0,0,0,0,0,48931733,0,0,0,0,1041165,0,0,0,0,13679,0,0,0,308508,1379436,0,0,0,51552094,,0,0,0,0,54294882,0,0,0,0,0,54294882,1702900,1852526,11928,0,3567354,104,0,0,0,14712,0,14816,0,909,3192100,3193009,0,32566,36946,-4380,0,1056,1056,14939,0,0,0,484625,0,7271419,1917196,0,0,1917196,159,0,0,0,0,330,-9415,-9085,1908270,5363149,0,,3,1,"DICICCO,GULMAN&COMPANYLLP",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150729073343P040118592103001,2014-01-01,2014-12-31,003,041866480,10198,,,,,,,,,,,,,758893,,,,,11378749,,,7207718,,,19355558,39637,,,10000,49637,19305921,10000,,,,,,,,,,,,,973169,,,,,12120799,,,8819017,,,21922985,24265,,,10000,34265,21888720,223613,1034765,12736,,1271114,,,,,27783,,27783,,,380093,380093,,,,0,,,0,,,,,3031188,,4710178,2045328,,,2045328,,,,39970,,42081,,82051,2127379,2582799,,,1,2,BOLLUS LYNCH,043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150826141254P040033278705001,2014-01-01,2014-12-31,002,042821431,,655000,0,0,51062,,,,,,,,,,,,,,,,,7805700,,,8511762,0,0,0,0,0,8511762,,683000,0,0,97640,,,,,,,,,,,,,,,,,8748450,,,9529090,,,,,0,9529090,930000,0,0,0,930000,1585,0,0,0,,0,1585,0,0,0,0,0,0,0,0,0,942750,942750,0,0,0,0,0,0,1874335,857007,0,0,857007,0,,0,0,0,0,0,0,857007,1017328,0,,2,2,"DICICCO, GULMAN & COMPANY LLP",043296226,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150818132931P030013608327001,2014-01-01,2014-12-31,002,042041237,0,0,0,0,942303,0,0,0,0,587459,0,0,0,220142,0,0,0,0,20760089,,0,0,0,0,22509993,0,0,0,0,0,22509993,0,0,0,0,2232725,0,0,0,0,389722,0,0,0,206612,0,0,0,0,27518889,,0,0,0,0,30347948,0,0,0,4789,4789,30343159,0,517304,381670,0,898974,103,0,0,0,9038,0,9141,0,12070,1544456,1556526,0,354435,391139,-36704,0,74987,74987,0,0,0,0,258041,0,2760965,4914568,0,0,4914568,0,4773,0,0,0,0,8458,8458,4927799,-2166834,10000000,,3,1,"BLUM SHAPIRO & COMPANY, P.C.",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150729122508P030123458215001,2014-01-01,2014-12-31,003,041123740,6196,,,294480,,,,,,,,,,,,,,,737503,,,3798289,,,4836468,,,,,,4836468,6137,,,61350,,,,,,,,,,,,,,,831491,,,4501016,,,5399994,,,,,,5399994,,,,,,,,,,,,,,61713,,61713,,,,,,702514,702514,,,,,,,764227,200701,,,200701,,,,,,,,,200701,563526,,,1,2,"PKF, PC",043138777,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150728110210P030140043217001,2014-01-01,2014-12-31,002,041466100,,,,,,,,,,,,,,194552,5715430,,,,,,,,,,5909982,,,,,0,5909982,,499812,,,,,,,,,,,,264604,11882881,,,,,,,,,,12647297,,,,,0,12647297,499812,1050608,3761156,,5311576,,,,,9493,,9493,,,,0,,,,0,,,0,1806234,,,,,,7127303,327973,,,327973,62015,,,,,,,0,389988,6737315,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150729131805P030040807837001,2014-01-01,2014-12-31,002,043402944,,,,,,,,,,,,,,811032,34266439,,,,,,,,,,35077471,,,,,0,35077471,,,,,,,,,,,,,,958827,33227059,,,,,,,,,,34185886,,,,,0,34185886,1522647,2161287,56255,,3740189,,,,,34539,,34539,,,,0,,,,0,,,0,1923797,,,,,,5698525,6536988,,,6536988,,53122,,,,,,0,6590110,-891585,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150729131807P030040807853001,2014-01-01,2014-12-31,002,041174490,,,,,,,,,,,,,,385514,10728400,,,,,,,,,,11113914,,,,,0,11113914,,,,,,,,,,,,,,343895,11095863,,,,,,,,,,11439758,,,,,0,11439758,267076,479135,20380,,766591,,,,,15681,,15681,,,,0,,,,0,,,0,347410,,,,,,1129682,748544,,,748544,,55294,,,,,,0,803838,325844,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150730144313P040121045991001,2014-01-01,2014-12-31,002,042278461,,0,46158,0,,,,,,,,,,661032,,11663475,,,5055701,1166964,,,,,18593330,0,0,0,0,0,18593330,,0,0,0,,,,,,,,,,692448,,12957544,,,5812277,926955,,,,,20389224,,,,,0,20389224,0,1300094,230,,1300324,0,0,0,0,23409,13179,36588,0,0,62612,62612,0,0,0,0,0,0,0,0,836961,0,0,260808,0,2497293,686528,0,0,686528,0,0,,0,14871,0,0,14871,701399,1795894,0,,3,1,JOSEPH P COSTELLO CPA,042777001,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150730061426P040145862513001,2014-01-01,2014-12-31,006,041123740,,21020,0,,,,,,,,,,,725682,3492574,,,,27616876,,,,,,31856152,,21020,,,21020,31835132,,8391,11863,,,,,,,,,,,785445,3189554,,,,28550330,,,,,,32545583,,0,,,0,32545583,512965,750582,7197,,1270744,,,,,31923,,31923,,,2261779,2261779,,,,,,,,30677,,,,-489609,,3105514,2389216,,,2389216,,,,,,,5847,5847,2395063,710451,,,3,1,"PKF, P.C.",043138777,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150730122945P040146530705001,2014-01-01,2014-12-31,003,043402944,,,,,304802,,,,,,,,,,,,,,,,,9639407,,,9944209,,,2251914,,2251914,7692295,,,,,306860,,,,,,,,,,,,,,,,,9887373,,,10194233,,,2001914,,2001914,8192319,363409,,,,363409,145,,,,,,145,,339327,,339327,,-1425,,-1425,,473185,473185,0,,,,,,1174641,462037,0,,462037,,,183393,24937,4250,,,29187,674617,500024,,,1,2,BATCHELOR FRECHETTE MCCRORY MICHAEL,050487888,,2,,2,,2,,2,,1,7000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150728221725P030122119031001,2014-01-01,2014-12-31,002,043067724,,,,,,,,,,,,,,2813044,115286037,,,,,,,,,,118099081,,,,,0,118099081,,,,,,,,,,,,,,3210416,122289092,,,,,,,,,,125499508,,,,,0,125499508,2342824,5058487,1375124,,8776435,,,,,127656,,127656,,,,0,,,,0,,,0,5974862,,,,,,14878953,7389599,,,7389599,,88927,,,,,,0,7478526,7400427,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150728221736P040143027361001,2014-01-01,2014-12-31,002,041802790,,,,,,,,,,,,,,1356149,52422640,,,,,,,,,,53778789,,,,,0,53778789,,,,,,,,,,,,,,1456314,53683508,,,,,,,,,,55139822,,,,,0,55139822,942077,2805192,175673,,3922942,,,,,58091,,58091,,,,0,,,,0,,,0,2575553,,,,,,6556586,5095185,,,5095185,,100368,,,,,,0,5195553,1361033,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150725082602P040110972503001,2014-01-01,2014-12-31,007,041366970,,,,,,,,,,792984,,,,,,,,,714251,,,319709200,,,321216435,,,,,0,321216435,,,,,,,,,,785315,,,,,,,,,1034681,,,341212894,,,343032890,,,,,0,343032890,,,,,0,,,,,,,0,,9844824,15301,9860125,,25292125,7544267,17747858,,19117314,19117314,,,,,70915,,46796212,24426079,,,24426079,,,,,,,116421,116421,24542500,22253712,43729,480986,1,2,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20150916094215P040004670305001,2014-03-01,2015-02-28,001,042324804,,1500000,0,0,,,,,,,,,,886714,3003254,,,,23262503,,,,,,28652471,0,0,0,0,0,28652471,,1500236,0,0,,,,,,,,,,1037616,2643074,,,,27785004,,,,,,32965930,,,,,0,32965930,1710852,1493495,87519,,3291866,0,0,0,0,53797,0,53797,0,0,356761,356761,0,0,0,0,0,0,0,46520,0,0,0,1655807,1,5404752,1096665,0,2341,1099006,1020,0,,0,14252,0,0,14252,1114278,4290474,22985,,3,1,"SULLIVAN AND FOLAN, LLC",043252952,,1,401,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
