ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND
20151014143934P030044922151001,2014-01-01,2014-12-31,001,042086300,0,0,3278,0,0,0,0,0,0,0,0,0,0,158348,67034,,0,0,7583661,,0,0,0,0,7812321,0,,0,0,0,7812321,0,0,9841,0,0,0,0,0,0,0,0,0,0,92883,75527,,0,0,7486997,,0,0,0,0,7665248,0,,0,0,0,7665248,0,236826,63675,0,300501,0,0,0,0,4556,0,4556,0,0,380039,380039,0,0,0,0,0,0,0,693,0,0,0,-8341,1751,679199,793204,0,0,793204,0,32657,0,0,411,0,0,411,826272,-147073,,,3,1,"FEELEY & DRISCOLL, P.C.",042684828,,1,5381,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151014142113P040048790193001,2014-01-01,2014-12-31,002,042925204,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,0,0,,1247161,,,,,,,,,,,,,,,,,,,,34521839,,,35769000,,,54147526,1247161,55394687,-19625687,1838462,,,,1838462,,,,,,,0,,3169455,,3169455,,,,0,,-23107136,-23107136,,,,,,,-18099219,,,,0,,,1526468,,,,,0,1526468,-19625687,,,1,2,MCGLADREY LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20151014133738P040036144877001,2014-01-01,2014-12-31,002,042488241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5467597,0,0,5467597,0,0,0,0,0,5467597,0,0,0,0,14740424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14740424,0,0,0,0,0,14740424,0,0,0,0,0,14703,0,0,0,0,0,14703,0,0,0,0,0,14726091,5467597,9258494,0,0,0,0,0,0,0,0,0,9273197,0,0,0,0,0,0,0,0,0,0,370,370,370,9272827,0,0,1,2,"DICICCO, GULMAN & COMPANY",043296226,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,1,0,,,
20151015161122P030047958327001,2014-01-01,2014-12-31,002,043061714,,450000,,,,,,,,,,,,,,,,,631211,,,3093178,,,4174389,1218,,470709,,471927,3702462,,1000000,,,,,,,,,,,,,,,,,1046458,,,3351797,,,5398255,1218,,305856,6503,313577,5084678,1174086,,,,1174086,468,,,,,,468,,,,,,,,,,258619,258619,,,,,,,1433173,35220,,,35220,,,15737,,,,,,50957,1382216,,,1,2,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20151015100225P040046024711001,2014-01-01,2014-12-31,001,042777442,5633,,,,1141869,,,,,20404720,,,,,,,,,17086755,,,,,,38638977,,,,,0,38638977,0,,,,2269625,,,,,22204285,,,,,,,,,15906034,,,,,,40379944,,,,,0,40379944,,,,,0,,,,,,,0,,429041,,429041,,2287407,1808935,478472,,1251702,1251702,,,,,535022,,2694237,734900,,,734900,,,,,,207608,10762,218370,953270,1740967,0,0,3,1,GRANT THORNTON LLP,366055558,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,,2,,,,1
20151015094659P030034901421001,2014-01-01,2014-12-31,003,042777442,,0,0,4,777493,,,,,,,,,,,,,,,,,13097705,,,13875202,383,0,0,0,383,13874819,,355397,0,4,653696,,,,,,,,,,,,,,,,,15000991,,,16010088,383,,,,383,16009705,355397,0,0,,355397,36,0,0,0,,0,36,0,538983,0,538983,0,0,0,0,0,1682320,1682320,0,0,0,0,0,0,2576736,441850,0,0,441850,0,,,0,0,0,0,0,441850,2134886,0,,3,1,GRANT THORNTON LLP,366055558,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151015111039P040046278439001,2014-01-01,2014-12-31,001,042488241,,,,,,,,,,,,,,66226,,,,,11675063,,,,,,11741289,,,,,0,11741289,,,,,,,,,,,,,,65650,,,,,11649218,,,,,,11714868,,,,,0,11714868,172837,707484,107040,,987361,,,,,3080,,3080,,,818506,818506,,,,0,,,0,,,,,-33505,3301,1778743,1797004,,,1797004,7285,,,,,,875,875,1805164,-26421,0,0,3,1,"DICICCO, GULMAN & COMPANY LLP",043296226,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,1,0,,,
20160510162548P030073587681001,2014-10-01,2015-08-31,001,041967105,,0,0,0,61108476,1154350,559251,,14884841,,,,,,,,,,,,,,,,77706918,0,0,0,0,0,77706918,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,38632,0,0,0,,0,38632,0,53964,0,53964,0,0,0,0,0,804021,804021,0,0,0,0,0,0,896617,78448214,0,0,78448214,0,,0,43367,32777,79177,0,155321,78603535,-77706918,0,,1,2,KIRKLAND ALBRECHT & FEDRICKSON,043121055,,2,0,2,0,2,0,2,0,1,3000000,2,,2,,2,,2,2,1,2,,2,,1,0,,,
20160714141901P040023032399001,2014-10-01,2015-09-30,001,042597651,,0,0,3773,151306,,,,,,,,,16863,,,,,,,,56549729,,,56721671,71337,0,0,1194,72531,56649140,,0,0,1969,151767,,,,,,,,,10416,,,,,,,,42655596,,,42819748,70858,,,0,70858,42748890,0,0,0,0,0,461,0,0,0,453,0,914,0,0,0,0,0,0,0,0,0,-5557048,-5557048,0,0,0,0,0,0,-5556134,3676082,0,0,3676082,0,0,0,0,65683,0,0,65683,3741765,-9297899,0,4602351,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160530191234P040087978631001,2014-11-01,2015-10-31,001,043067724,,,,,,,,,,,,,,,229768279,,,,,,,,,,229768279,,,,,0,229768279,,,,,,,,,,,,,,,223157825,,,,,,,,,,223157825,,,,,0,223157825,1642000,,,,1642000,,,,,,,0,,,,0,,,,0,,,0,-1693964,,,,,,-51964,6558490,,,6558490,,,,,,,,0,6558490,-6610454,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1
20160822103619P030001458087001,2014-10-01,2015-09-30,003,042631963,,0,0,11511,5931,,,,,61664664,,,,,,9639805,,,27606487,,,69997500,,,168925898,73503,0,0,0,73503,168852395,,3906000,0,3766,0,,,,,77698712,,,,,,14435688,,,19422790,,,85626660,,,201093616,839693,,,,839693,200253923,3906000,0,0,0,3906000,0,0,0,0,,0,0,0,36085,508065,544150,0,0,0,0,0,28557118,28557118,0,0,0,0,393405,3765,33404438,1939836,0,0,1939836,0,,0,0,25992,0,37082,63074,2002910,31401528,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160706155122P040016382749001,2014-10-01,2015-09-30,002,042318619,,0,,,,,,,,,,,,,,,,,,,,300000,,,300000,,,,,0,300000,,24844,,,,,,,,,,,,,,,,,,,,501416,,,526260,,,,,0,526260,14490,,,201608,216098,,,,,,,0,,,,0,,,,0,,10162,10162,,,,,,,226260,,,,0,,,,,,,,0,0,226260,,,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20160706160044P040023510209001,2014-10-01,2015-09-30,001,042318619,,,,,,,,,,,,,,126423,,2822297,,,12371818,3793660,,,,,19114198,,,,,0,19114198,,,,,,,,,,,,,,121202,,2321775,,,12382413,3930264,,,,,18755654,,,,,0,18755654,,822605,55686,,878291,,,,,6070,79562,85632,,,164977,164977,,,,0,,,0,,-67284,,,-154768,,906848,1259498,,,1259498,,,,,,,5894,5894,1265392,-358544,,,3,1,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151015085754P040037157309001,2014-01-01,2014-12-31,004,042745179,,,,,4552891,,,,,,,,,158377,,,,,21098457,,,,,,25809725,,,,,0,25809725,,,,,5032022,,,,,,,,,228648,,,,,22381293,,,,,,27641963,,,,,0,27641963,433860,1229485,153395,,1816740,102834,,,,7752,,110586,,,,0,,,,0,,,0,,,,,1791441,,3718767,1884619,,,1884619,,,,,1910,,,1910,1886529,1832238,,,3,1,KING MCNAMARA AND MORIARTY LLP,042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160915144339P030030587383001,2014-12-01,2015-11-30,002,042759985,,2209117,0,936082,3747868,,,,,,,,,,,,,,,,,121230705,,,128123772,0,0,0,37554985,37554985,90568787,,2209117,0,23,4586588,,,,,,,,,,,,,,,,,141801497,,,148597225,0,,,35345868,35345868,113251357,7548491,0,0,0,7548491,278,0,0,0,,0,278,0,0,0,0,0,0,0,0,0,20708146,20708146,0,0,0,0,0,40,28256955,3753540,0,0,3753540,0,,1776675,0,0,0,0,0,5530215,22726740,0,44170,1,2,CROWE HORWATH LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,1,936000,2,,2,,1,2,2,2,,2,,2,,,,
20160115142254P040135783965001,2014-04-01,2015-03-31,003,042482120,7518,,,,,,,,,,,,,,,,,,,,,6783096,,,6790614,,,,,0,6790614,7482,,,,,,,,,,,,,,,,,,,,,7685495,,,7692977,,,,,0,7692977,364696,,,,364696,3,,,,,,3,,,,0,,,,0,,902399,902399,,,,,,,1267098,364696,,,364696,,,,,,,39,39,364735,902363,,,1,2,"SULLIVAN BILLE, P.C.",043296201,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151015124018P030022903503001,2014-01-01,2014-12-31,002,042550058,66405,0,0,0,30750,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,3616073,0,0,3713228,0,0,847762,0,847762,2865466,76276,0,0,0,30757,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,3933175,0,0,4040208,0,0,627046,0,627046,3413162,122800,,,,122800,8,,,,,,8,129194,,,129194,,,,0,,349794,349794,,,,,,,601796,33833,,,33833,,,20077,,,,190,190,54100,547696,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151015124148P030047285991001,2014-01-01,2014-12-31,001,042550058,0,18240,0,0,0,0,0,0,0,0,0,0,0,93748,352683,,0,0,3809736,,0,0,0,0,4274407,0,0,0,0,0,4274407,122613,0,0,0,0,0,0,0,0,0,0,0,0,100081,260832,,0,0,4324662,,0,0,0,0,4808188,0,0,0,114935,114935,4693253,95208,586995,61060,,743263,,,,,4061,,4061,,,190478,190478,,,,0,,,0,1694,,,,101276,,1040772,596841,,,596841,,,,,25085,,,25085,621926,418846,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160125150123P030185411473001,2014-04-01,2015-03-31,002,042482120,,,,,,,,,,,,,,64787,,,,,3778593,38137,,,,,3881517,,,,,0,3881517,,,,,,,,,,,,,,60296,,,,,4221201,46781,,,,,4328278,,,,,0,4328278,,162799,4678,,167477,,,,,2962,465,3427,,,,0,,,,0,,,0,,299514,,,,-78,470340,22929,,,22929,,,,,,,650,650,23579,446761,,,3,1,"SULLIVAN BILLE, P.C.",043296201,,1,1175,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160412163259P030034746519001,2014-07-01,2015-06-30,004,041866480,,,,,100,,,,,,,,,,,,,,,,,1188951,,,1189051,,,,100,100,1188951,,,,,104,,,,,,,,,,,,,,,,,1134662,,,1134766,,,,100,100,1134666,,,,,0,,,,,,,0,,29949,,29949,,,,0,-25568,,-25568,,,,,,,4381,58666,,,58666,,,,,,,,0,58666,-54285,,,1,2,BOLLUS LYNCH LLC,043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20160126134539P030161251735001,2014-07-01,2015-06-30,004,042259905,,0,0,0,451529,,,,,,,,,,,,,,0,,,14594673,,,15046202,0,0,4384188,188,4384376,10661826,,0,0,0,0,,,,,,,,,,,,,,97527,,,12471324,,,12568851,,,4042683,,4042683,8526168,442508,0,0,0,442508,783,0,0,0,,0,783,0,123519,0,123519,0,0,0,0,0,-1225596,-1225596,0,0,0,0,0,0,-658786,1375752,0,0,1375752,0,,101120,0,0,0,0,0,1476872,-2135658,0,,1,2,"LOMBARDI, CLAIRMONT & KEEGAN",042511474,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160126141124P040158535463001,2014-07-01,2015-06-30,002,042259905,,264284,0,0,,,,,,,,,,224493,732241,17309694,,,5857506,,,,,,24388218,0,0,0,0,0,24388218,,0,0,0,,,,,,,,,,232175,837330,16152006,,,5364398,,,,,,22585909,,,,,0,22585909,203746,569424,296998,,1070168,0,0,0,0,9999,0,9999,0,0,56633,56633,0,0,0,0,0,0,0,6853,385241,0,0,334671,0,1863565,3637412,0,0,3637412,0,0,,6398,4576,17488,0,28462,3665874,-1802309,0,,3,1,"LOMBARDI, CLAIRMONT & KEEGAN",042511474,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160126143727P030161315591001,2014-04-01,2015-03-31,002,042482120,,,,,,,,,,,,,,64787,,,,,3778593,38137,,,,,3881517,,,,,0,3881517,,,,,,,,,,,,,,60296,,,,,4221201,46781,,,,,4328278,,,,,0,4328278,,162799,4678,,167477,,,,,2962,465,3427,,,,0,,,,0,,,0,,299514,,,,-78,470340,22929,,,22929,,,,,,,650,650,23579,446761,,,3,1,"SULLIVAN BILLE, P.C.",043296201,,1,1175,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160415145611P040036606711001,2014-07-01,2015-06-30,008,041366970,,1156000,,,,,,,,,,,,,,,54114547,,,,,,,,55270547,,4584,,,4584,55265963,,1148000,,,,,,,,,,,,,,,53044372,,,,,,,,54192372,,4221,,,4221,54188151,1148000,,,,1148000,,,,,,,0,,,,0,,,,0,,,0,,,842510,,,,1990510,2918102,,,2918102,,,,74413,,28179,47628,150220,3068322,-1077812,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,2,,2,,,,1
20160412201443P040032973463001,2014-07-01,2015-06-30,003,042278461,,0,0,0,0,,,,,,,,,,,,,,,,,19134000,,,19134000,0,0,0,16752221,16752221,2381779,,0,0,0,361522,,,,,,,,,,,,,,,,,19071600,,,19433122,,,,15594583,15594583,3838539,250774,0,0,0,250774,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-62399,-62399,0,0,0,0,0,2009200,2197575,70726,0,0,70726,0,,670089,0,0,0,0,0,740815,1456760,0,,1,2,JOSEPH P COSTELLO CPA,042777001,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160413133837P040032291805001,2014-07-01,2015-06-30,001,041866480,,3206000,,157992,899098,6547396,,10110498,,15644162,,,,,,,,,38335239,,,2963987,,,77864372,,,,,,77864372,,1023000,,173396,1076823,9952936,,10960395,,18667241,,,,,,,,,31872997,,,2890755,,,76617543,,,,,,76617543,2664000,,,,2664000,0,149171,400004,,,10654,559829,,1248885,,1248885,,,,,,-2702401,-2702401,,,,,2122231,,3892544,4376190,,,4376190,,,,151970,,611213,,763183,5139373,-1246829,,,3,1,"BOLLUS LYNCH, LLP",043037870,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,2,,2,2,2,,,,
20160310105147P030026614839001,2014-07-01,2015-06-30,001,042517090,0,0,0,0,1548866,0,0,0,0,0,0,0,0,379700,2518217,0,0,0,34824834,,0,0,0,0,39271617,0,0,0,0,0,39271617,0,0,0,0,1551121,0,0,0,0,0,0,0,0,291292,2315513,0,0,0,38028255,,0,0,0,0,42186181,0,0,0,0,0,42186181,171254,1479675,628025,0,2278954,156,0,0,0,15486,0,15642,0,0,2227856,2227856,0,0,0,0,0,0,0,10288,0,0,0,-172778,0,4359962,1442290,0,0,1442290,0,0,0,0,0,1533,1575,3108,1445398,2914564,0,,3,1,"GRAY GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20160412105301P040032441463001,2014-07-01,2015-06-30,002,041866480,,,,,2456,,,,,,,,,,,,,,,,,10246141,,,10248597,,,,2000,2000,10246597,,,,,2456,,,,,,,,,,,,,,,,,9611790,,,9614246,,,,2000,2000,9612246,,,,,0,,,,,,,0,,257657,,257657,,,,0,-167587,,-167587,,,,,,,90070,724421,,,724421,,,,,,,,0,724421,-634351,,,1,2,"BOLLUS LYNCH, LLC",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20160415194319P040039925537001,2014-07-01,2015-06-30,506,041366970,,,12622,201959,,,,,,,,,,,,,2326539,,,,,,,,2541120,58714,,,,58714,2482406,,,21249,0,,,,,,,,,,,,,4447007,,,,,,,,4468256,208252,,,,208252,4260004,1538041,644054,,,2182095,,,,,,,0,,,,0,,,,0,,,0,,,116015,,,,2298110,1242563,2525273,,3767836,,,,,,8805,,8805,3776641,-1478531,3256129,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,
20160415194426P040036765623001,2014-07-01,2015-06-30,504,041366970,,,151848,,,,,,,,,,,,,,143696165,,,,,,,,143848013,390571,11460632,,19048,11870251,131977762,,,362814,,,,,,,,,,,,,,129103414,,,,,,,,129466228,261581,9557294,,12235,9831110,119635118,1969861,17350743,,,19320604,,,,,,,0,,,,0,,,,0,,,0,,,1696937,,,,21017541,31831961,,,31831961,,,,34870,1441066,31927,20361,1528224,33360185,-12342644,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,
20160415194505P040036765975001,2014-07-01,2015-06-30,599,041366970,,,,0,8505795,,,,,,,,,,142487638,,,,,,0,,,,150993433,,,,,0,150993433,,,,0,28363160,,,,,,,,,,106931034,,,,,,0,,,,135294194,,,,,0,135294194,,,,,0,6,,,,,,6,,,,0,,,,0,,,0,1843613,,,,,,1843619,,,,0,,,,,,,,0,0,1843619,21597938,39140796,,,,,1,,,2,,2,,2,,,,,,,,,,1,1,,,,,,,,,,
20160129103755P030164467607001,2014-07-01,2015-06-30,002,042224182,1694989,582500,,,,,,,,,,,,,,,,,,,,,,,2277489,,,,,,2277489,1280,582500,,,,,,,,,,,,,,,,,,,,,,,583780,,,,,,583780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693644,,,1693644,,,,,,,65,65,1693709,-1693709,,,1,2,"FEELEY & DRISCOLL, P.C.",042684828,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,1,0,,,
20160310191609P040028399991001,2014-07-01,2015-06-30,001,042278461,,3150000,0,0,,,,,,,,,,,,31235053,,,,,,,,,34385053,0,0,0,0,0,34385053,,3150000,0,0,,,,,,,,,,,,35439611,,,,,,,,,38589611,,,,,0,38589611,4200000,0,0,,4200000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737153,0,0,0,0,4937153,576289,0,0,576289,0,,,0,16435,17070,122801,156306,732595,4204558,0,,3,1,JOSEPH P COSTELLO CPA,042777001,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,,,2,,,,1
