ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND,SALARIES_ALLOWANCES_AMT,OTH_RECORDKEEPING_FEES_AMT,IQPA_AUDIT_FEES_AMT,TRUSTEE_CUSTODIAL_FEES_AMT,ACTUARIAL_FEES_AMT,LEGAL_FEES_AMT,VALUATION_APPRAISAL_FEES_AMT,OTHER_TRUSTEE_FEES_EXPENSES_AMT
20170721142921P040052654631001,2016-01-01,2016-12-31,002,043175021,238366,2361,,,,,,,,,,,,,,,,,,,,1298378,,,1539105,,,712890,,712890,826215,581545,3846,,,,,,,,,,,,,,,,,,,,1522080,,,2107471,,,622041,,622041,1485430,281867,,,,281867,,,,,,,0,,,,0,,,,0,,223702,223702,,,,,,221987,727556,46169,,,46169,,,22172,,,,,0,68341,659215,,,1,2,"SULLIVAN AND FOLAN, LLC",043252952,,2,,2,,2,,2,,1,153911,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20171003162249P030189997281001,2016-01-01,2016-12-31,003,042301242,,0,0,0,0,,,,,,,,,,,,,,,,,1259040,,,1259040,0,0,0,0,0,1259040,,0,0,0,0,,,,,,,,,,,,,,,,,1502000,,,1502000,,,,,0,1502000,24710,0,0,0,24710,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,242960,242960,0,0,0,0,0,0,267670,24710,0,0,24710,0,,0,0,0,0,0,0,24710,242960,0,,1,2,"COLES & BODOIN, LLP",042620388,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20170620133016P030012253277001,2016-01-01,2016-12-31,003,042557451,0,,,,,,,,,,,,,,,,,,,,,90250000,,,90250000,,,5101544,,5101544,85148456,0,,,,,,,,,,,,,,,,,,,,,108886151,,,108886151,,,4894510,,4894510,103991641,962618,,,,962618,,,,,,,0,,,,0,,,,0,,21223572,21223572,,,,,,,22186190,3062421,,,3062421,,,280584,,,,,0,3343005,18843185,,,1,2,"BDO USA, LLP",135381590,,2,,2,,2,,2,,1,1500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20170712094508P040040347463001,2016-01-01,2016-12-31,002,042821431,,930000,0,0,16710,,,,,,,,,,,,,,,,,9309150,,,10255860,0,0,0,0,0,10255860,,622000,0,0,24927,,,,,,,,,,,,,,,,,10700550,,,11347477,,,,,0,11347477,622000,0,0,0,622000,1669,0,0,0,,0,1669,0,0,0,0,0,0,0,0,0,1391400,1391400,0,0,0,0,0,0,2015069,869051,0,0,869051,0,,0,0,0,0,0,0,869051,1146018,0,54401,1,2,"DICICCO, GULMAN & COMPANY LLP",043296226,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20170714163325P040052185297001,2016-01-01,2016-12-31,003,731627673,,0,0,714,1271384,,,,,,,,,,,,,,,,,15265051,,,16537149,0,0,0,8375176,8375176,8161973,,0,0,0,1243327,,,,,,,,,,,,,,,,,16794199,,,18037526,0,,,7865655,7865655,10171871,1063760,0,0,,1063760,2651,0,0,0,,0,2651,0,216885,0,216885,0,0,0,0,0,1741999,1741999,0,0,0,0,0,0,3025295,345383,0,0,345383,0,,670014,0,0,0,0,0,1015397,2009898,0,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,0,2,0,2,0,2,0,1,8000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20170718135724P040047883671001,2016-01-01,2016-12-31,003,043402944,,,,,311766,,,,,,,,,,,,,,,,,10843074,,,11154840,,,1751914,,1751914,9402926,,,,,308275,,,,,,,,,,,,,,,,,14769348,,,15077623,,,1501914,,1501914,13575709,350934,,,,350934,492,,,,,,492,,328204,,328204,,3491,,3491,,4405506,4405506,,,,,,,5088627,738191,,,738191,,,141301,36352,,,,36352,915844,4172783,,,1,2,BATCHELOR FRECHETTE MCCRORY MICHAEL,050487888,,2,,2,,2,,2,,1,7000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20170712075019P040002341525001,2016-01-01,2016-12-31,002,042445292,,,,,2581576,,,,,,,,,,,,,,1601832,,635468,16127480,,,20946356,,,,,,20946356,,,,,790827,,,,,,,,,,,,,,1392130,,624199,16882227,,,19689383,,,,,,19689383,400000,,,,400000,12564,,,,,20163,32727,,183446,28396,211842,,,,,,744034,744034,,,,,56403,,1445006,2696500,,,2696500,,,,,,,5479,5479,2701979,-1256973,,,1,2,"SULLIVAN BILLE, P.C.",043296201,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
20180131132156P040058698871001,2016-07-01,2017-06-30,003,042278461,,0,0,5710787,361811,,,,,,,,,,,,,,,,,,,,6072598,0,0,0,0,0,6072598,,0,0,3747,6087138,,,,,,,,,,,,,,,,,,,,6090885,8025,,,0,8025,6082860,0,0,0,0,0,18288,0,0,0,,0,18288,0,0,0,0,0,0,0,0,0,-5778594,-5778594,0,0,0,0,0,5778593,18287,8025,0,0,8025,0,,0,0,0,0,0,0,8025,10262,0,,1,2,MARCUM LLC,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20171012142218P040220851345001,2016-01-01,2016-12-31,002,042746512,,,,0,1056422,,,,,,,,,,,,,,1270735,,,1880504,,,4207661,,,,,0,4207661,,,,,981816,,,,,,,,,,,,,,329039,,,1658459,,,2969314,,,,,0,2969314,,,,,0,500,,,,,,500,,48796,44213,93009,,283864,280836,3028,,9972,9972,,,,,29128,,135637,1373984,,,1373984,,,,,,,,0,1373984,-1238347,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20171012163244P030211715313001,2016-01-01,2016-12-31,002,043050515,52533,0,,11,,,,,,,,,,,,,,,,,,2323518,,,2376062,108,,0,,108,2375954,2936806,50000,,11,,,,,,,,,,,,,,,,,,0,,,2986817,108,,0,,108,2986709,50000,,,,50000,720,,,,,,720,,,,0,,,,0,,560035,560035,,,,,,,610755,,,,0,,,,,,,,0,0,610755,,,1,2,"WHITTLESEY & HADLEY, P.C.",060903326,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20180315095937P030136597639001,2016-07-01,2017-06-30,002,041866480,,,,,2456,,,,,,,,,,,,,,,,,7378471,,,7380927,,,,2000,2000,7378927,,,,,2456,,,,,,,,,,,,,,,,,5237374,,,5239830,,,,2000,2000,5237830,,,,,0,,,,,,,0,,243414,,243414,,,,0,-2000825,,-2000825,,,,,,,-1757411,383686,,,383686,,,,,,,,0,383686,-2141097,,,1,2,"BOLLUS LYNCH, LLC",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180315100004P040098484125001,2016-07-01,2017-06-30,004,463044208,,,,,104,,,,,,,,,,,,,,,,,864861,,,864965,,,,100,100,864865,,,,,104,,,,,,,,,,,,,,,,,598497,,,598601,,,,100,100,598501,,,,,0,,,,,,,0,,27474,,27474,,,,0,-225966,,-225966,,,,,,,-198492,67872,,,67872,,,,,,,,0,67872,-266364,,,1,2,"BOLLIS LYNCH, LLC",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180917140100P030198937713001,2016-12-01,2017-11-30,002,813645861,,4409117,0,889750,2441785,,,,,,,,,,,,,,,,,167834595,,,175575247,7761,0,0,50161127,50168888,125406359,,2309117,0,892907,4629521,,,,,,,,,,,,,,,,,183414346,,,191245891,0,,,47452750,47452750,143793141,7018811,0,0,0,7018811,29319,0,0,0,,0,29319,0,0,0,0,0,0,0,0,0,15580358,15580358,0,0,0,0,0,0,22628488,2113071,0,0,2113071,0,,1889761,0,0,0,0,0,4002832,18625656,0,238874,1,2,CROWE LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
