ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND,SALARIES_ALLOWANCES_AMT,OTH_RECORDKEEPING_FEES_AMT,IQPA_AUDIT_FEES_AMT,TRUSTEE_CUSTODIAL_FEES_AMT,ACTUARIAL_FEES_AMT,LEGAL_FEES_AMT,VALUATION_APPRAISAL_FEES_AMT,OTHER_TRUSTEE_FEES_EXPENSES_AMT
20181005135044P040251043105001,2017-01-01,2017-12-31,003,041466100,,,,4093,19465,,,,,,,,,,,,,,0,,,42658763,,,42682321,,,20995286,,20995286,21687035,,,,9,107,,,,,,,,,,,,,,151305,,,45616367,,,45767788,,,20532688,,20532688,25235100,18143,,,,18143,974,,,,,,974,,1362867,1699,1364566,,,,0,,3071430,3071430,,,,,-695,,4454418,114157,,,114157,,,787323,,,4873,,4873,906353,3548065,,,1,2,WOLF AND COMPANY P.C.,042689883,,2,,2,,2,,2,,1,8000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180831094941P030115858685001,2017-07-01,2017-11-30,003,042278461,,0,0,3747,6087138,,,,,,,,,,,,,,,,,,,,6090885,8025,0,0,0,8025,6082860,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,16964,0,0,0,,0,16964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16964,6069212,0,0,6069212,0,,0,0,30612,0,0,30612,6099824,-6082860,0,,1,2,MARCUM LLP,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20180816142855P040004008601001,2017-01-01,2017-12-31,003,270396940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36444,,,,,,,,,,,,,,,,,,,,,,,36444,,,,,,36444,36444,,,,36444,,,,,,,,,,,,,,,,0,,0,,,,,,,36444,,,,,,,,,,,,,,36444,,,1,2,RSM US LLP,420714325,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20181004110024P030239299905001,2017-01-01,2017-12-31,003,743073286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,7568308,0,0,7568308,0,0,0,4497095,4497095,3071213,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,7196065,0,0,7197325,1260,0,0,4378287,4379547,2817778,300506,0,0,0,300506,0,0,0,0,0,0,0,0,0,0,0,0,10762,11270,-508,0,-360975,-360975,0,0,0,0,0,0,-60977,15256,0,0,15256,0,0,168641,0,0,0,8561,8561,192458,-253435,0,0,1,2,"GRAY, GRAY & GRAY LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20181003103939P040149585821001,2017-01-01,2017-12-31,002,042547913,,14791,,4,14459,,,,,,,,,,,,,,,,,29284634,,,29313888,,,2571300,,2571300,26742588,,2409757,,28,29435,,,,,,,,,,,,,,,,,36575665,,,39014885,,,2409757,,2409757,36605128,3171599,,,,3171599,209,,,,,,209,,,,0,,,,0,,7291030,7291030,,,,,,,10462838,471733,,,471733,,,128565,,,,,0,600298,9862540,,,1,2,"SIEGRIST, CREE, ALESSANDRI & STRAUS",042745810,,2,,2,,2,,2,,1,1500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180731094747P040092562743001,2017-01-01,2017-12-31,003,042041237,0,,,1277,3596471,,,,,885102,,,,,,,,,6639602,,,15714382,,,26836834,,,2989449,,2989449,23847385,0,,,1478,1656748,,,,,0,,,,,,,,,8066856,,,11729852,,,21454934,,,0,,0,21454934,2953514,,,,2953514,,,,,,,0,,2260497,176795,2437292,,,,0,,-3984530,-3984530,,,,,197929,,1604205,3798001,,,3798001,,,186841,,,11814,,11814,3996656,-2392451,,,1,2,"BLUM, SHAPIRO AND COMPANY, P.C",061009205,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20180723081049P030003022361001,2017-01-01,2017-12-31,003,731627673,,0,0,0,1243327,,,,,,,,,,,,,,,,,16794199,,,18037526,0,0,0,7865655,7865655,10171871,,0,0,0,1234653,,,,,,,,,,,,,,,,,19453775,,,20688428,,,,7134853,7134853,13553575,1253517,0,0,0,1253517,8187,0,0,0,,0,8187,0,215149,0,215149,0,0,0,0,0,2775447,2775447,0,0,0,0,0,0,4252300,241344,0,0,241344,0,,629252,0,0,0,0,0,870596,3381704,0,0,1,2,"WOLF & COMPANY, P.C.",042689883,,2,0,2,0,2,0,2,0,1,8000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180813141159P040117656007001,2017-01-01,2017-12-31,002,043175021,581545,3846,,,,,,,,,,,,,,,,,,,,1522080,,,2107471,,,622041,,622041,1485430,424231,1567,,,3756,94824,,126022,,67027,,,,,,,,,225435,,,1638466,,,2581328,,,530474,,530474,2050854,302414,,,,302414,119,835,1795,,,,2749,,991,4605,5596,,,,0,,125189,125189,,,,,3617,158629,598194,9788,,,9788,,,19280,,,,3702,3702,32770,565424,,,1,2,"SULLIVAN AND FOLAN, LLC",043252952,,2,,2,,2,,2,,1,210747,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20180928105423P040234339809001,2017-01-01,2017-12-31,003,042301242,,0,0,0,,,,,,,,,,,,,,,,,,1502000,,,1502000,0,0,0,0,0,1502000,,0,0,0,,,,,,,,,,,,,,,,,,2783040,,,2783040,,,,,0,2783040,211907,0,0,0,211907,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1281040,1281040,0,0,0,0,0,8074,1501021,219981,0,0,219981,0,,0,0,0,0,0,0,219981,1281040,0,,1,2,"COLES & BODOIN, LLP",042620388,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20181002094035P030215654711001,2017-10-01,2018-05-01,002,042318619,309658,0,,,,,,,,,,,,,,,,,,,,0,,,309658,,,,,0,309658,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,0,,,,,0,,,,,,,0,,,,0,,,,0,,,0,,,,,,,0,309658,,,309658,,,,,,,,0,309658,-309658,,,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,
20190715155818P030355035201001,2017-10-01,2018-09-30,003,042631963,,6856134,0,0,,,,,,112656096,,,,,,7402104,,,19760515,,,120087027,,,266761876,0,0,0,0,0,266761876,,7444527,0,0,,,,,,130411541,,,,,,5932628,,,14084232,,,140725814,,,298598742,,,,,0,298598742,7444527,0,0,0,7444527,0,0,0,0,,0,0,0,35120,639697,674817,0,0,0,0,0,41223787,41223787,0,112702,0,0,174725,0,49630558,17714342,0,0,17714342,0,,0,0,42950,36000,400,79350,17793692,31836866,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20181206154227P040085565095001,2017-03-01,2018-02-28,002,042324804,,3500000,0,7531,124007,,,,,,,,,,,,,,,,,11923909,,,15555447,0,0,0,0,0,15555447,,0,0,2644,2728881,,,,,,,,,,,,,,,,,14434063,,,17165588,,,,,0,17165588,0,0,0,0,0,17030,0,0,0,,0,17030,0,0,0,0,0,0,0,0,0,2510154,2510154,0,0,0,0,0,108,2527292,917151,0,0,917151,0,,0,0,0,0,0,0,917151,1610141,0,,1,2,"SULLIVAN AND FOLAN, LLC",043252952,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
20190715125001P040012350089001,2017-10-01,2018-09-30,001,042597651,,0,0,124331,6036247,,,,,,,,,7140,,,,,,,,,,,6167718,71337,0,0,7140,78477,6089241,,0,0,12643,6108485,,,,,,,,,0,,,,,,,,,,,6121128,70858,,,0,70858,6050270,0,0,0,0,0,99496,0,0,0,0,0,99496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283326,1382822,1303354,0,0,1303354,0,0,0,35545,41053,48000,-6159,118439,1421793,-38971,0,,3,1,MAYER HOFFMAN MCCANN P.C.,431947695,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
