filing_year,ein,plan_num,plan_name,sponsor_name,sponsor_city,sponsor_state,sponsor_zip,type_plan_entity,type_pension_bnft,is_esop,is_ksop,total_participants,active_participants,total_assets,total_liabilities,employer_contributions,participant_contributions,benefits_paid,net_income,employer_securities,naics_code,industry_sector,plan_eff_date
2019,42941854,2,"MIDDLETON & COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Middleton & Company, Inc.",Boston,MA,2210,2,,1,0,24,13,5682440.0,439413.0,500000.0,,517313.0,399925.0,,812990,Other Services,2003-01-01
2019,42943867,2,"SWISSTURN/USA, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Swissturn/Usa, Inc.",Oxford,MA,1540,2,,1,0,58,58,6622398.0,1700996.0,248187.0,,,1743223.0,,332700,Manufacturing,2015-01-01
2019,42993095,2,"ENVIRONMENTAL HEALTH & ENGINEERING, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Environmental Health & Engineering, Inc.",Newton,MA,2459,2,,1,0,132,84,3112064.0,719803.0,217357.0,0.0,17588.0,1137643.0,3096000.0,541990,Professional & Technical Services,2010-01-01
2019,43005476,1,CAPE AIR/NANTUCKET AIRLINES KSOP RETIREMENT PLAN,CAPE AIR/NANTUCKET AIRLINES,Hyannis,MA,026011924,2,2E2F2G2I2J2K2O2S2T3I,1,1,1073,744,25032428.0,0.0,217598.0,1705052.0,2115332.0,2387993.0,4286002.0,481000,Transportation & Warehousing,1995-01-01
2019,43024663,3,ACENTECH INCORPORATED EMPLOYEE STOCK OWNERSHIP PLAN,Acentech Incorporated,Cambridge,MA,2138,2,,1,0,65,64,3769051.0,0.0,61966.0,,11356.0,591152.0,,541990,Professional & Technical Services,2015-10-01
2019,43027262,2,"SIGN DESIGN, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Sign Design, Inc.",Brockton,MA,2403,2,,1,0,75,64,950000.0,0.0,950000.0,,,950000.0,,541800,Professional & Technical Services,2019-01-01
2019,43035339,2,"APPLIED MARKETING SCIENCE, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Applied Marketing Science, Inc.",Waltham,MA,2451,2,,1,0,43,24,2695415.0,15.0,,,251704.0,-202480.0,,541110,Professional & Technical Services,2011-01-01
2019,43038026,2,WRIGHT ARCHITECTURAL MILLWORK CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Wright Architectural Millwork Corporation,Northampton,MA,1060,2,,1,0,47,49,2842000.0,455121.0,24414.0,,0.0,2372260.0,,321900,Manufacturing,2018-01-01
2019,43053085,3,"SCIENTIFIC SYSTEMS COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Scientific Systems Company, Inc.",Woburn,MA,1801,2,,1,0,52,49,2422077.0,,,,,461470.0,,541600,Professional & Technical Services,2002-06-01
2019,43061714,2,"ISAACSON MILLER, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Isaacson Miller, Inc.",Boston,MA,2210,2,,1,0,261,233,17199513.0,2013363.0,468514.0,,186663.0,3261987.0,16913914.0,561300,Administrative & Waste Services,2007-01-01
2019,43071690,2,"MERIDIAN ASSOCIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Meridian Associates, Inc.",Beverly,MA,1915,2,,1,0,45,28,451660.0,2590519.0,566824.0,,,-146968.0,,541330,Professional & Technical Services,2015-01-01
2019,43130236,2,"THE RICHMOND GROUP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","The Richmond Group, Inc.",Hopkinton,MA,1748,2,,1,0,94,72,19396000.0,5307155.0,1087918.0,,,8186823.0,,236200,Construction,2017-01-01
2019,43130808,3,EAST BOSTON SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,East Boston Savings Bank,Peabody,MA,1960,2,,1,0,662,472,70000964.0,18887798.0,649186.0,,439743.0,20501969.0,69045634.0,522120,Finance & Insurance,2008-01-01
2019,43152864,2,"COLONIAL SYSTEMS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Colonial Systems, Inc.",Littleton,MA,1460,2,,1,0,22,20,201499.0,,201499.0,,,201499.0,,238900,Construction,2019-01-01
2019,43169205,2,"TATA & HOWARD, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Tata & Howard, Inc.",Marlborough,MA,1752,2,,1,0,85,50,3570001.0,286778.0,36832.0,,,694907.0,,541330,Professional & Technical Services,2014-01-01
2019,43175021,2,"BOSTON BRACE INTERNATIONAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Boston Brace International, Inc.",Avon,MA,2322,2,,1,0,213,154,3722206.0,361967.0,313795.0,,57143.0,924383.0,2103888.0,339110,Manufacturing,2014-01-01
2019,43200597,3,BRAIT BUILDERS CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Brait Builders Corporation,Marshfield,MA,2050,2,,1,0,14,15,5588310.0,2926960.0,100808.0,,,2661350.0,,236110,Construction,2019-01-01
2019,43221989,2,"RCM SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Rcm Services, Inc.",Allston,MA,2134,2,,1,0,76,49,6474400.0,3749274.0,497479.0,,,684167.0,,561720,Administrative & Waste Services,2015-01-01
2019,43223296,2,"OEM CONNECT, LTD EMPLOYEE STOCK OWNERSHIP PLAN","Oem Connect, Ltd",North Reading,MA,1864,2,,1,0,44,26,5767883.0,,486659.0,,499089.0,-742990.0,,322200,Manufacturing,2010-01-01
2019,43247749,3,DIAMOND ANTENNA AND MICROWAVE CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Diamond Antenna And Microwave Corporation,Littleton,MA,1460,2,,1,0,90,63,11799732.0,0.0,482088.0,0.0,278092.0,203728.0,,335900,Manufacturing,2008-09-01
2019,43257145,3,"DONNELLY SERVICE GROUP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Donnelly Service Group, Inc.",Wakefield,MA,1880,2,,1,0,94,94,0.0,0.0,,,,0.0,,561720,Administrative & Waste Services,2019-01-01
2019,43258366,2,SPEC EMPLOYEE STOCK OWNERSHIP PLAN,Spec,Burlington,MA,18033404,2,,1,0,31,17,628062.0,137800.0,74516.0,0.0,15039.0,-177006.0,,541330,Professional & Technical Services,2010-01-01
2019,43297570,2,"EXPERT LASER SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Expert Laser Services, Inc.",Southbridge,MA,1550,2,,1,0,31,0,151987.0,,,,26793.0,-55437.0,,,,2005-01-01
2019,43347358,3,"NEVO TECHNOLOGIES, INC EMPLOYEE STOCK OWNERSHIP PLAN","Nevo Technologies, Inc",Cambridge,MA,2138,2,,1,0,23,11,7370000.0,5376105.0,435364.0,,312622.0,670699.0,,541511,Professional & Technical Services,2009-01-01
2019,43401502,2,"CARNEY, SANDOE & ASSOCIATES EMPLOYEE STOCK OWNERSHIP PLAN","Carney, Sandoe & Associates",Boston,MA,2110,2,,1,0,42,29,19441896.0,0.0,10000.0,,1631480.0,-41829.0,,561300,Administrative & Waste Services,2013-01-01
2019,43402944,3,"BROOKLINE BANCORP, INC EMPLOYEE STOCK OWNERSHIP PLAN","Brookline Bancorp, Inc",Boston,MA,2117,2,,1,0,832,635,13098682.0,751925.0,302657.0,,553792.0,2088725.0,12725588.0,522110,Finance & Insurance,1997-11-01
2019,43448069,2,"DMH ELECTRIC, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","Dmh Electric, Inc.",Sterling,MA,1564,2,,1,0,52,43,5410609.0,8021359.0,701832.0,,,3309962.0,,238210,Construction,2017-11-01
2019,43484613,2,TRI-WIRE EMPLOYEE STOCK OWNERSHIP PLAN,Tri-Wire,Tewksbury,MA,1876,2,,1,0,650,495,672459.0,15626143.0,1186738.0,,11805.0,278823.0,672400.0,517000,Information & Technology,2016-01-01
2019,43497377,3,THE PROVIDENT BANK EMPLOYEE STOCK OWNERSHIP PLAN,The Provident Bank,Amesbury,MA,1913,2,,1,0,120,138,18900584.0,10136349.0,1024009.0,,121843.0,3878035.0,,522120,Finance & Insurance,2015-01-01
2019,43521482,2,BLUE Q EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Blue Q,Pittsfield,MA,1201,2,,1,0,44,47,2308856.0,,110651.0,0.0,0.0,1743856.0,,424300,Wholesale Trade,2018-01-01
2019,43531186,2,"WOODLAND PARTNERS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Woodland Partners, Inc.",Walpole,MA,2081,2,,1,0,24,18,12696668.0,6997684.0,614258.0,,31659.0,2298456.0,,424400,Wholesale Trade,2015-01-01
2019,43533865,2,"VALLEY GREEN, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Valley Green, Inc.",Holyoke,MA,1040,2,,1,0,48,41,609216.0,233585.0,134092.0,,2319.0,167522.0,,444200,Retail Trade,2015-01-01
2019,43553283,2,NMR GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Nmr Group,Somerville,MA,21442759,2,,1,0,42,33,2574397.0,1153213.0,268279.0,0.0,5112.0,552700.0,,541910,Professional & Technical Services,2016-01-01
2019,43577380,1,"DAYMARK ENERGY ADVISORS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Daymark Energy Advisors, Inc.",Worcester,MA,1608,2,,1,0,35,22,2506267.0,0.0,245000.0,,180539.0,114889.0,,541990,Professional & Technical Services,2001-08-29
2019,461710155,3,COASTWAY COMMUNITY BANK EMPLOYEE STOCK OWNERSHIP PLAN,Coastway Community Bank,Brockton,MA,2301,2,,1,0,125,0,0.0,0.0,0.0,0.0,7532833.0,-7460098.0,0.0,,,2014-01-01
2019,463044208,4,THE L.S. STARRETT COMPANY 2013 EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,The L.S. Starrett Company,Athol,MA,13311915,2,,1,0,480,436,177743.0,100.0,,,26314.0,-208976.0,177639.0,322100,Manufacturing,2013-02-05
2019,471008886,2,"FIRST AMENDED AND RESTATED CREATIVE FINANCIAL STAFFING, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Creative Financial Staffing, Inc.",Boston,MA,2110,2,,1,0,441,272,79609135.0,960745.0,611966.0,,529304.0,20141940.0,79600000.0,561300,Administrative & Waste Services,2014-07-28
2019,521405842,3,"CENTRA TECHNOLOGY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Centra Technology, Inc.",Burlington,MA,1803,2,,1,0,437,302,8762075.0,31811.0,176975.0,,1193991.0,434921.0,8036416.0,541330,Professional & Technical Services,2005-01-01
2019,611570944,2,PILGRIM BANK EMPLOYEE STOCK OWNERSHIP PLAN,Pilgrim Bank,Easthampton,MA,1027,2,,1,0,34,0,0.0,0.0,0.0,0.0,2556285.0,-2494661.0,,522120,Finance & Insurance,2014-01-01
2019,651174540,2,SEAL-RYT CORP. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Seal-Ryt Corp.,Westfield,MA,1085,2,,1,0,26,20,659229.0,108061.0,112181.0,0.0,219.0,266249.0,,238290,Construction,2015-01-01
2019,731627673,3,"EMPLOYEE STOCK OWNERSHIP PLAN OF WESTFIELD FINANCIAL, INC.","Westfield Financial, Inc.",Westfield,MA,10852923,2,,1,0,356,270,17462565.0,5717409.0,1069018.0,0.0,569374.0,-365503.0,16268749.0,522120,Finance & Insurance,2002-01-01
2019,743073286,3,ENVISION BANK EMPLOYEE STOCK OWNERSHIP PLAN,Envision Bank,Stoughton,MA,2072,2,,1,0,164,162,8160206.0,4161451.0,347521.0,0.0,56939.0,1668942.0,8160177.0,522120,Finance & Insurance,2016-07-01
2019,813645861,2,SHAWMUT GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Shawmut Group,Boston,MA,21182436,2,,1,0,1068,764,192961605.0,38375539.0,6537612.0,0.0,1857573.0,-18209216.0,189440523.0,236200,Construction,1997-12-01
2019,822323992,4,"THE CADMUS HOLDING COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","The Cadmus Holding Company, Inc.",Waltham,MA,24518727,2,,1,0,702,371,32903530.0,3767523.0,937790.0,0.0,1020622.0,1556489.0,32903530.0,541600,Professional & Technical Services,2002-05-01
2019,824155907,1,USI EMPLOYEE STOCK OWNERSHIP PLAN,USI,Billerica,MA,1821,2,,1,0,18,17,2564500.0,2578800.0,188454.0,,0.0,2368790.0,,238220,Construction,2018-01-01
2020,10367721,2,"NEW ENGLAND NATURAL BAKERS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","New England Natural Bakers, Inc.",Greenfield,MA,1301,2,,1,0,68,24,44066.0,2470511.0,,,,9000.0,,311800,Manufacturing,2012-01-01
2020,113672395,2,ARTEL VIDEO SYSTEMS CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Artel Video Systems Corporation,Westford,MA,18863617,2,,1,0,47,23,32033.0,2879706.0,634981.0,0.0,1014.0,499598.0,,334310,Manufacturing,2014-01-01
2020,201998367,2,"WESTON & SAMPSON, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Weston & Sampson, Inc.",Reading,MA,1867,2,,1,0,537,519,8832619.0,0.0,1000000.0,,103675.0,2233496.0,6200145.0,541330,Professional & Technical Services,2014-01-01
2020,203724403,2,VERTEX EMPLOYEE STOCK OWNERSHIP PLAN,Vertex,Weymouth,MA,2189,2,,1,0,436,355,58720000.0,19319900.0,1541754.0,,98751.0,25392930.0,58720000.0,541600,Professional & Technical Services,2013-01-01
2020,204270900,1,PARAGUS STRATEGIC IT EMPLOYEE STOCK OWNERSHIP PLAN,Paragus Strategic It,Hadley,MA,1035,2,,1,0,65,41,2482345.0,1470214.0,132187.0,,20244.0,763728.0,,541519,Professional & Technical Services,2015-01-01
2020,20452307,2,DYNAMIC AIR CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Dynamic Air Corporation,Boston,MA,2115,2,,1,0,17,14,9176013.0,1038294.0,571299.0,,414040.0,2150326.0,,423700,Wholesale Trade,2010-01-01
2020,204734036,1,"STONETEK IMPORTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","Stonetek Imports, Inc.",New Bedford,MA,2745,2,,1,0,42,44,52000.0,8824537.0,550000.0,,,-8772537.0,,238300,Construction,2020-01-01
2020,208135911,2,"WINDOVER CONSTRUCTION, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Windover Construction, Inc.",Beverly,MA,1915,2,,1,0,89,66,5720500.0,473059.0,32500.0,,,-1145668.0,,541990,Professional & Technical Services,2017-01-01
2020,263038320,2,"AVWATCH, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Avwatch, Inc.",Plymouth,MA,2360,2,,1,0,16,12,250130.0,2375.0,164000.0,,2114.0,161993.0,,541370,Professional & Technical Services,2016-01-01
2020,270396940,3,CONSIGLI BUILDING GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Consigli Building Group,Milford,MA,1757,2,,1,0,1109,1071,330625361.0,944374.0,325691.0,,287882.0,113315577.0,330603000.0,236200,Construction,2017-01-01
2020,364488912,1,"ASHWORTH INTERNATIONAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Ashworth International, Inc.",Fall River,MA,2721,2,,1,0,184,124,14866571.0,11299069.0,1699901.0,,82818.0,2915237.0,13121547.0,551112,Management of Companies,2016-01-01
2020,41110170,1,BOURNEUF CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Bourneuf Corporation,Lynn,MA,19024402,2,,1,0,21,20,973296.0,0.0,0.0,0.0,62797.0,162161.0,,423700,Wholesale Trade,1997-09-01
2020,41123040,3,HARBORONE BANK EMPLOYEE STOCK OWNERSHIP PLAN,Harborone Bank,Brockton,MA,2301,2,,1,0,455,353,49586099.0,32189848.0,2804452.0,0.0,194176.0,410654.0,49555911.0,522130,Finance & Insurance,2016-01-01
2020,41123740,3,BROCKWAY-SMITH COMPANY EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,Brockway-Smith Company,Wilmington,MA,18871018,2,,1,0,76,63,9787977.0,338614.0,,,188584.0,1032641.0,9023802.0,423300,Wholesale Trade,1976-01-01
2020,41203530,2,SPAULDING BRICK EMPLOYEE STOCK OWNERSHIP PLAN,Spaulding Brick,Wilmington,MA,1887,2,,1,0,27,21,13607784.0,0.0,675858.0,,130074.0,2659712.0,,423300,Wholesale Trade,1997-01-01
2020,41466100,3,BLUE HILLS BANK EMPLOYEE STOCK OWNERSHIP PLAN,Blue Hills Bank,Rockland,MA,2370,2,,1,0,57,0,0.0,0.0,,,3088351.0,-3294305.0,0.0,522120,Finance & Insurance,2014-01-01
2020,41611080,2,MELROSE COOPERATIVE BANK EMPLOYEE STOCK OWNERSHIP PLAN,Melrose Cooperative Bank,Melrose,MA,2176,2,,1,0,31,0,0.0,0.0,,,3769543.0,-3677694.0,,522190,Finance & Insurance,2014-07-01
2020,41682990,1,"NYE LUBRICANTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Nye Lubricants, Inc.",Fairhaven,MA,27190000,2,,1,0,101,0,6109259.0,4250.0,,,15794365.0,-10683703.0,0.0,325900,Manufacturing,2001-01-01
2020,41810570,2,SAVOGRAN COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,Savogran Company,Norwood,MA,2062,2,,1,0,9,7,1251200.0,,,,584546.0,-519493.0,,325500,Manufacturing,1988-01-01
2020,41866480,2,THE L.S.STARRETT COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,The L.S.Starrett Company,Athol,MA,13311915,2,,1,0,421,258,3753521.0,2000.0,,,200345.0,2248789.0,3751801.0,339900,Manufacturing,1994-07-01
2020,42041237,3,"CHANNING BETE COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Channing Bete Company, Inc.",Greenfield,MA,1302,2,,1,0,144,0,6950477.0,0.0,,,2343620.0,-1232523.0,,323100,Manufacturing,1996-01-01
2020,42044378,2,"WILLIAMS STONE CO. , INC. EMPLOYEE STOCK OWNERSHIP PLAN","Williams Stone Co. , Inc.",East Otis,MA,1029,2,,1,0,64,41,19893734.0,0.0,169823.0,,893711.0,4112663.0,,212310,"Mining, Oil & Gas",2005-01-01
2020,42086300,2,FRASER ENGINEERING COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,Fraser Engineering Company,Newton,MA,24609142,2,,1,0,65,40,1643846.0,500.0,,,62603.0,521447.0,,238220,Construction,2003-01-01
2020,42170946,2,"PAUL K. GUILLOW, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","Paul K. Guillow, Inc.",Wakefield,MA,18800329,2,,1,0,57,30,616239.0,,46163.0,,48920.0,-35849.0,,321900,Manufacturing,1986-11-01
2020,42175284,3,"GREEN INTERNATIONAL AFFILIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Green International Affiliates, Inc.",Westford,MA,1886,2,,1,0,92,85,1403984.0,0.0,500000.0,0.0,20316.0,494534.0,,541330,Professional & Technical Services,2017-04-01
2020,42188202,3,"WIREFAB, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Wirefab, Inc.",Worcester,MA,1607,2,,1,0,55,38,3153248.0,7040.0,50000.0,,0.0,6287.0,,332610,Manufacturing,1991-01-01
2020,42259905,4,COUNTRY CURTAINS EMPLOYEE STOCK OWNERSHIP PLAN,Country Curtains,Pittsfield,MA,1202,2,,1,0,250,0,0.0,0.0,0.0,0.0,698945.0,624232.0,0.0,454110,Retail Trade,1995-07-01
2020,42264013,3,"D.N. LUKENS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","D.N. Lukens, Inc.",Reading,MA,1867,2,,1,0,31,0,60000.0,0.0,0.0,0.0,0.0,0.0,,424600,Wholesale Trade,1977-01-01
2020,42272126,4,"CAPE COD LUMBER CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Cape Cod Lumber Co., Inc.",Abington,MA,2351,2,,1,0,97,87,19966894.0,1702932.0,1084460.0,,1017028.0,5422889.0,,423300,Wholesale Trade,2014-01-01
2020,42273500,2,"L. P. M. HOLDING COMPANY, INC, EMPLOYEE STOCK OWNERSHIP PLAN","L. P. M. Holding Company, Inc",Bolton,MA,1740,2,,1,0,365,120,1493985.0,0.0,0.0,,72778.0,-70664.0,,541990,Professional & Technical Services,2016-01-01
2020,42274728,3,FEINGOLD & FEINGOLD INSURANCE AGENCY INC. EMPLOYEE STOCK OWNERSHIP PLAN,Feingold & Feingold Insurance Agency Inc.,Worcester,MA,1608,2,,1,0,25,17,1312633.0,,45811.0,0.0,806.0,278739.0,,524210,Finance & Insurance,1988-01-01
2020,42279997,4,THE COMREX CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,The Comrex Corporation,Devens,MA,14345068,2,,1,0,20,22,8158002.0,2137930.0,352930.0,,352000.0,1331917.0,,334310,Manufacturing,1997-07-01
2020,42298684,1,"THE MMR GROUP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","The Mmr Group, Inc.",Spencer,MA,1562,2,,1,0,59,0,0.0,0.0,,,4152976.0,-3705053.0,,339900,Manufacturing,1975-07-01
2020,42301242,3,"GOODY, CLANCY & ASSOCIATES EMPLOYEE STOCK OWNERSHIP PLAN","Goody, Clancy & Associates",Boston,MA,2116,2,,1,0,95,51,5242000.0,0.0,136316.0,0.0,136316.0,-826000.0,,541310,Professional & Technical Services,1987-07-01
2020,42323460,1,"ECONOCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Econocorp, Inc.",Randolph,MA,2368,2,,1,0,27,18,376684.0,,,,994.0,146439.0,,333200,Manufacturing,1991-07-01
2020,42324804,2,TECH-ETCH EMPLOYEE STOCK OWNERSHIP PLAN,Tech-Etch,Plymouth,MA,23604803,2,,1,0,883,738,54610880.0,37794707.0,4324430.0,0.0,1124972.0,1143782.0,54446094.0,332900,Manufacturing,1999-03-01
2020,42347643,2,ABT ASSOCIATES INC. EMPLOYEES STOCK OWNERSHIP PLAN,ABT ASSOCIATES INC.,Cambridge,MA,021381192,2,2I2O2Q3I,1,0,4518,2466,237015142.0,141063.0,10942574.0,0.0,10912627.0,40875679.0,236831400.0,541600,Professional & Technical Services,1975-01-01
2020,42348065,2,JANIS RESEARCH EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Janis Research,Woburn,MA,18013140,2,,1,0,99,22,9756417.0,,,,387333.0,-133279.0,,339900,Manufacturing,1999-01-01
2020,42372206,1,STREM CHEMICALS INC. 401K AND ESOP,Strem Chemicals Inc.,Newburyport,MA,19504019,2,,1,1,95,71,50517326.0,,311972.0,430445.0,1317463.0,27608075.0,,325100,Manufacturing,2001-01-01
2020,42389826,4,"NEW ENGLAND CONTROLS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","New England Controls, Inc.",Mansfield,MA,2048,2,,1,0,202,217,54896538.0,0.0,1956784.0,0.0,1534514.0,19241209.0,49832446.0,423990,Wholesale Trade,1986-01-01
2020,42399903,2,"THE BSC COMPANIES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","The Bsc Companies, Inc.",Boston,MA,21271616,2,,1,0,33,1,2681.0,0.0,1804.0,0.0,503075.0,-461373.0,,541330,Professional & Technical Services,1979-01-01
2020,42444641,1,SALLOP INSURANCE EMPLOYEE STOCK OWNERSHIP PLAN,Sallop Insurance,Boston,MA,21144721,2,,1,0,17,16,6738448.0,,453578.0,,207691.0,1083586.0,,524210,Finance & Insurance,2002-01-01
2020,42445292,2,"FRED C. CHURCH, INC. EMPLOYEES' STOCK OWNERSHIP PLAN AND TRUST","FRED C. CHURCH,INC.",Lowell,MA,01851,2,2O2Q,1,0,168,150,37696822.0,,545000.0,,512815.0,8711032.0,35192709.0,524210,Finance & Insurance,1975-01-01
2020,42453189,2,ARC/ARCHITECTURAL RESOURCES CAMBRIDGE EMPLOYEE STOCK OWNERSHIP PLAN,Arc/Architectural Resources Cambridge,Boston,MA,2116,2,,1,0,67,0,0.0,,612.0,,1300013.0,-1299469.0,,541310,Professional & Technical Services,1999-01-01
2020,42471226,2,"AERODYNE RESEARCH, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Aerodyne Research, Inc.",Billerica,MA,18213934,2,,1,0,70,55,7967099.0,,263159.0,,453207.0,974517.0,,541700,Professional & Technical Services,1985-11-26
2020,42472856,2,JAMES MONROE CORP. ESOP,James Monroe Corp.,So. Lancaster,MA,1561,2,,1,0,117,100,2478294.0,,263394.0,,28052.0,-44971.0,,339900,Manufacturing,1999-11-01
2020,42482120,3,CONCORD LUMBER CORP. EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,Concord Lumber Corp.,Littleton,MA,1460,2,,1,0,203,104,6757365.0,0.0,275000.0,,1575890.0,1313837.0,6749990.0,444190,Retail Trade,1996-04-01
2020,42501424,2,B&B ENGINEERING CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,B&B Engineering Corporation,Georgetown,MA,1833,2,,1,0,26,21,4560000.0,1098265.0,102071.0,,5507.0,1022891.0,,334200,Manufacturing,2014-01-01
2020,42514329,3,"CENTRAL COATING TECHNOLOGIES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Central Coating Technologies, Inc.",West Boylston,MA,1583,2,,1,0,50,52,7239394.0,0.0,218704.0,,218704.0,1644247.0,,326100,Manufacturing,2004-01-01
2020,42517090,2,PHYSICAL SCIENCES INC. EMPLOYEE STOCK OWNERSHIP PLAN,Physical Sciences Inc.,Andover,MA,1810,2,,1,0,334,237,65039767.0,12540.0,4827311.0,,4096797.0,10121958.0,61923712.0,541700,Professional & Technical Services,1988-07-01
2020,42550058,2,INTERNATIONAL CARS EMPLOYEE STOCK OWNERSHIP PLAN,International Cars,Danvers,MA,1923,2,,1,0,352,224,3833692.0,14543.0,286716.0,,286715.0,531778.0,3712089.0,441110,Retail Trade,2000-01-01
2020,42556035,2,LANDRY'S BICYCLES EMPLOYEE STOCK OWNERSHIP PLAN,Landry'S Bicycles,Natick,MA,1760,2,,1,0,107,75,2926038.0,21059.0,103193.0,,21033.0,1229287.0,,451110,Retail Trade,2009-10-01
2020,42587894,2,NOTCH EMPLOYEE STOCK OWNERSHIP PLAN,Notch,Chicopee,MA,1013,2,,1,0,93,94,48000.0,2474880.0,202649.0,,,-2426880.0,,238900,Construction,2020-04-01
2020,42597651,1,"INTERNATIONAL DATA GROUP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","International Data Group, Inc.",Needham,MA,2494,2,,1,0,1131,639,4920238.0,70858.0,,,243237.0,-330629.0,,511120,Information & Technology,1976-01-01
2020,42624147,5,"ELECTRO-TERM, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Electro-Term, Inc.",Springfield,MA,11181058,2,,1,0,57,35,1082995.0,46640.0,0.0,0.0,46640.0,-503248.0,,423600,Wholesale Trade,2008-01-01
2020,42631963,3,"NEW ENGLAND BIOLABS, INC. NON-VOTING STOCK OWNERSHIP PLAN","NEW ENGLAND BIOLABS, INC.",Ipswich,MA,01938,2,2E2I2O3I,1,0,389,405,796540184.0,0.0,11162763.0,,11760964.0,490870437.0,345425977.0,325900,Manufacturing,1985-10-01
2020,42637381,2,"QUIRK WIRE CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Quirk Wire Co., Inc.",West Brookfield,MA,1585,2,,1,0,59,28,10752941.0,0.0,604131.0,,1282202.0,-1376229.0,,332610,Manufacturing,2003-01-01
2020,42699206,3,"PACKAGING CONSULTANTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","Packaging Consultants, Inc.",New Bedford,MA,2745,2,,1,0,10,10,267575.0,,,,55152.0,-51940.0,,424990,Wholesale Trade,1990-02-01
2020,42718570,3,"SPECTRAL SCIENCES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Spectral Sciences, Inc.",Burlington,MA,18033304,2,,1,0,54,41,5805365.0,,735437.0,,1173256.0,514318.0,,541700,Professional & Technical Services,1993-01-01
