filing_year,ein,plan_num,plan_name,sponsor_name,sponsor_city,sponsor_state,sponsor_zip,type_plan_entity,type_pension_bnft,is_esop,is_ksop,total_participants,active_participants,total_assets,total_liabilities,employer_contributions,participant_contributions,benefits_paid,net_income,employer_securities,naics_code,industry_sector,plan_eff_date
2016,42488241,2,ADD INC. EMPLOYEE STOCK OWNERSHIP PLAN,Add Inc.,Boston,MA,2210,2,,1,0,77,0,0.0,0.0,145552.0,,419231.0,-273631.0,,,,1989-01-01
2016,42501424,2,B&B ENGINEERING CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,B&B Engineering Corporation,Georgetown,MA,1833,2,,1,0,23,22,840000.0,1339391.0,96655.0,,91.0,186095.0,,334200,Manufacturing,2014-01-01
2016,42513930,3,F. H. CHASE INC. EMPLOYEE STOCK OWNERSHIP PLAN,F. H. Chase Inc.,Taunton,MA,27801070,2,,1,0,19,11,358952.0,23.0,,,,29635.0,,,,2001-01-01
2016,42514329,3,"CENTRAL COATING CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Central Coating Co., Inc.",West Boylston,MA,1583,2,,1,0,48,45,5054000.0,16964.0,75845.0,,66746.0,-191005.0,,326100,Manufacturing,2004-01-01
2016,42517090,2,PHYSICAL SCIENCES INC. EMPLOYEE STOCK OWNERSHIP PLAN,Physical Sciences Inc.,Andover,MA,1810,2,,1,0,278,173,36579001.0,0.0,3361299.0,,2369662.0,6982649.0,34898183.0,541700,Professional & Technical Services,1988-07-01
2016,42547913,2,ATLANTIC PLYWOOD CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Atlantic Plywood Corporation,Woburn,MA,18016208,2,,1,0,191,178,29313888.0,2571300.0,735366.0,,416052.0,7172852.0,29284634.0,423300,Wholesale Trade,2008-01-01
2016,42550058,2,INTERNATIONAL CARS EMPLOYEE STOCK OWNERSHIP PLAN,International Cars,Danvers,MA,1923,2,,1,0,278,194,3557876.0,418724.0,0.0,,173972.0,-264740.0,3444253.0,441110,Retail Trade,2000-01-01
2016,42556035,2,LANDRY'S BICYCLES EMPLOYEE STOCK OWNERSHIP PLAN,Landry'S Bicycles,Natick,MA,1760,2,,1,0,93,63,984263.0,,29569.0,,7865.0,36747.0,,451110,Retail Trade,2009-10-01
2016,42557451,3,DAVID CLARK COMPANY INCORPORATED EMPLOYEE STOCK OWNERSHIP PLAN,David Clark Company Incorporated,Worcester,MA,16150054,2,,1,0,228,218,108886151.0,4894510.0,962618.0,,3062421.0,18843185.0,108886151.0,339900,Manufacturing,2007-01-01
2016,42597651,1,"INTERNATIONAL DATA GROUP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","International Data Group, Inc.",Framingham,MA,17014674,2,,1,0,1335,802,6167718.0,78477.0,0.0,0.0,21791103.0,-24612398.0,0.0,511190,Information & Technology,1976-01-01
2016,42624147,5,"ELECTRO-TERM, INC. EMPLOYEE STOCK OWNERSHIP PLAN (ESOP)","Electro-Term, Inc.",Springfield,MA,1118,2,,1,0,61,34,1405532.0,,,,15163.0,161359.0,,423600,Wholesale Trade,2008-01-01
2016,42631963,3,"NEW ENGLAND BIOLABS, INC EMPLOYEE STOCK OWNERSHIP PLAN","New England Biolabs, Inc",Ipswich,MA,1938,2,,1,0,344,321,266761876.0,0.0,6856134.0,0.0,5634777.0,44585894.0,120087027.0,325100,Manufacturing,1985-10-01
2016,42637381,2,"QUIRK WIRE CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Quirk Wire Co., Inc.",West Brookfield,MA,1585,2,,1,0,52,33,10139186.0,482282.0,556164.0,,785929.0,-957486.0,,332610,Manufacturing,2003-01-01
2016,42699206,3,"PACKAGING CONSULTANTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","Packaging Consultants, Inc.",New Bedford,MA,27451118,2,,1,0,12,8,239667.0,0.0,,,,22829.0,,424990,Wholesale Trade,1990-02-01
2016,42717456,2,ATLANTIC FASTENERS EMPLOYEE STOCK OWNERSHIP PLAN,Atlantic Fasteners,Agawam,MA,10011068,2,,1,0,54,0,5272614.0,,0.0,,71836.0,564504.0,,,,2005-01-01
2016,42718570,3,"SPECTRAL SCIENCES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Spectral Sciences, Inc.",Burlington,MA,18033304,2,,1,0,56,34,1795632.0,29257.0,803415.0,,659769.0,-2464288.0,,541700,Professional & Technical Services,1993-01-01
2016,42745179,3,"SYMMES MAINI & MCKEE ASSOCIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Symmes Maini & Mckee Associates, Inc.",Cambridge,MA,2138,2,,1,0,174,149,5065448.0,449042.0,276316.0,,195880.0,619106.0,5065348.0,541330,Professional & Technical Services,1988-01-01
2016,42745661,2,LESSARD TAYLOR COMMUNICATIONS INC EMPLOYEE STOCK OWNERSHIP PLAN,Lessard Taylor Communications Inc,Boston,MA,2210,2,,1,0,17,20,675498.0,,,,,-178217.0,,541990,Professional & Technical Services,1998-11-01
2016,42746512,2,"MULLEN ADVERTISING, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Mullen Advertising, Inc.",Boston,MA,21094308,2,,1,0,194,55,2969314.0,0.0,,,1373984.0,-1238347.0,1658459.0,,,1983-09-01
2016,42772059,2,"BARCLAY WATER TREATMENT CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Barclay Water Treatment Co., Inc.",Newton,MA,2458,2,,1,0,153,122,9452523.0,5481697.0,449774.0,,80888.0,3737857.0,9452523.0,325900,Manufacturing,2009-10-01
2016,42774191,2,LAMPIN CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Lampin Corporation,Uxbridge,MA,1569,2,,1,0,44,27,4448206.0,2894745.0,405492.0,,101121.0,-1009456.0,,333510,Manufacturing,2001-01-01
2016,42777442,3,CAMBRIDGE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN,Cambridge Bancorp,Cambridge,MA,21383842,2,,1,0,283,185,20189108.0,383.0,340000.0,0.0,1005250.0,2751891.0,19213814.0,522110,Finance & Insurance,1986-01-01
2016,42793755,4,THE CADMUS GROUP EMPLOYEE STOCK OWNERSHIP PLAN,The Cadmus Group,Waltham,MA,24518727,2,,1,0,630,463,39296678.0,6028035.0,1036776.0,0.0,734898.0,14049367.0,39296678.0,,,2002-05-01
2016,42803764,2,"CHARLES RIVER ANALYTICS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Charles River Analytics, Inc.",Cambridge,MA,2138,2,,1,0,153,123,18000000.0,13840000.0,1478404.0,,0.0,1965000.0,18000000.0,541511,Professional & Technical Services,2012-10-01
2016,42804642,2,"REX CUT PRODUCTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Rex Cut Products, Inc.",Fall River,MA,2722,2,,1,0,65,50,2204048.0,1640000.0,379217.0,,23001.0,453670.0,,339900,Manufacturing,2008-01-01
2016,42821431,2,"TIGHE & BOND, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Tighe & Bond, Inc.",Westfield,MA,10855308,2,,1,0,273,270,11347477.0,0.0,622000.0,0.0,869051.0,1146018.0,10700550.0,541330,Professional & Technical Services,1997-10-01
2016,42837729,3,"NELCO PRODUCTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Nelco Products, Inc.",Pembroke,MA,23591937,2,,1,0,45,32,8664498.0,3119693.0,525677.0,0.0,169163.0,1697654.0,,423600,Wholesale Trade,2004-08-01
2016,42880295,2,"WEB INDUSTRIES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Web Industries, Inc.",Marlboro,MA,17524715,2,,1,0,514,390,131910054.0,235.0,3574250.0,0.0,8117140.0,19558994.0,131508000.0,322200,Manufacturing,1984-10-01
2016,42887710,2,"PRELLWITZ / CHILINSKI ASSOCIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Prellwitz / Chilinski Associates, Inc.",Cambridge,MA,21391306,2,,1,0,79,51,4620313.0,2288468.0,333914.0,,79615.0,1171138.0,,541310,Professional & Technical Services,2006-01-01
2016,42895731,2,"WORCESTER MANUFACTURING, INC. ESOP","Worcester Manufacturing, Inc.",Worcester,MA,1605,2,,1,0,47,40,3491000.0,2024294.0,116443.0,0.0,0.0,464069.0,,339900,Manufacturing,2012-01-01
2016,42925204,2,HARPOON BREWERY EMPLOYEE STOCK OWNERSHIP PLAN,Harpoon Brewery,Boston,MA,22102330,2,,1,0,198,156,37532921.0,48084629.0,1516525.0,,0.0,897514.0,36688133.0,312120,Manufacturing,2014-01-01
2016,42932946,2,"DARMANN ABRASIVE PRODUCTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Darmann Abrasive Products, Inc.",Clinton,MA,15101914,2,,1,0,59,43,4937542.0,1259103.0,104620.0,,96099.0,326686.0,,327900,Manufacturing,1998-10-01
2016,42941854,2,"MIDDLETON & COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Middleton & Company, Inc.",Boston,MA,2210,2,,1,0,22,13,3495967.0,733154.0,235000.0,,110125.0,168813.0,,812990,Other Services,2003-01-01
2016,42942412,2,WASHBURN-GARFIELD CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Washburn-Garfield Corporation,Worcester,MA,1605,2,,1,0,18,16,1436146.0,1012142.0,221232.0,,291.0,304161.0,,423700,Wholesale Trade,2007-11-01
2016,42943867,2,"SWISSTURN/USA, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Swissturn/Usa, Inc.",Oxford,MA,1540,2,,1,0,38,38,1476519.0,1145428.0,154800.0,,,331091.0,,332700,Manufacturing,2015-01-01
2016,42969998,2,INTRAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Intral Corporation,Quincy,MA,2169,2,,1,0,29,23,317243.0,,,,,20409.0,,541990,Professional & Technical Services,1990-06-01
2016,42993095,2,"ENVIRONMENTAL HEALTH & ENGINEERING, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Environmental Health & Engineering, Inc.",Needham,MA,24942725,2,,1,0,98,67,1806821.0,1183877.0,90498.0,0.0,4519.0,530451.0,,541990,Professional & Technical Services,2010-01-01
2016,43005476,1,CAPE AIR/NANTUCKET AIRLINES KSOP RETIREMENT PLAN,CAPE AIR/NANTUCKET AIRLINES,Hyannis,MA,026011924,2,2E2F2G2I2J2K2O2T3I,1,1,1277,934,21188147.0,0.0,914138.0,1038082.0,2017557.0,1858532.0,8106210.0,481000,Transportation & Warehousing,1995-01-01
2016,43024663,3,ACENTECH INCORPORATED EMPLOYEE STOCK OWNERSHIP PLAN,Acentech Incorporated,Cambridge,MA,2138,2,,1,0,45,47,1452994.0,0.0,700037.0,,,702994.0,,541990,Professional & Technical Services,2015-10-01
2016,43035339,2,"APPLIED MARKETING SCIENCE, INC EMPLOYEE STOCK OWNERSHIP PLAN","Applied Marketing Science, Inc",Waltham,MA,2451,2,,1,0,37,27,2586508.0,153.0,616000.0,,7401.0,699917.0,,541110,Professional & Technical Services,2011-01-01
2016,43050515,2,"ENVIRONMENTAL COMPLIANCE SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Environmental Compliance Services, Inc.",Agawam,MA,1001,2,,1,0,219,186,2986817.0,108.0,50000.0,,0.0,610755.0,0.0,,,2007-01-01
2016,43053085,3,"SCIENTIFIC SYSTEMS COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Scientific Systems Company, Inc.",Woburn,MA,1801,2,,1,0,46,41,1999507.0,144763.0,581456.0,,,924081.0,,541600,Professional & Technical Services,2002-06-01
2016,43061714,2,"ISAACSON MILLER, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Isaacson Miller, Inc.",Boston,MA,2210,2,,1,0,225,198,9751235.0,2818985.0,671256.0,,174854.0,2313884.0,9123623.0,561300,Administrative & Waste Services,2007-01-01
2016,43071690,2,"MERIDIAN ASSOCIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Meridian Associates, Inc.",Beverly,MA,1915,2,,1,0,34,31,1709730.0,3194809.0,253691.0,,,-1885079.0,,541330,Professional & Technical Services,2015-01-01
2016,43130808,3,EAST BOSTON SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,East Boston Savings Bank,Peabody,MA,1960,2,,1,0,560,430,66939725.0,20954430.0,1011490.0,,483730.0,17219985.0,66725770.0,522120,Finance & Insurance,2008-01-01
2016,43169205,2,"TATA & HOWARD, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Tata & Howard, Inc.",Marlborough,MA,1752,2,,1,0,65,50,1440001.0,366626.0,36832.0,,,-4919.0,,541330,Professional & Technical Services,2014-01-01
2016,43175021,2,"BOSTON BRACE INTERNATIONAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Boston Brace International, Inc.",Avon,MA,2322,2,,1,0,152,131,2107471.0,622041.0,281867.0,,46169.0,659215.0,1522080.0,339110,Manufacturing,2014-01-01
2016,43221989,2,"RCM SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Rcm Services, Inc.",Allston,MA,2134,2,,1,0,62,52,866400.0,4733543.0,381976.0,,,-4382815.0,,561720,Administrative & Waste Services,2015-01-01
2016,43223296,2,"OEM CONNECT, LTD EMPLOYEE STOCK OWNERSHIP PLAN","Oem Connect, Ltd",North Reading,MA,1864,2,,1,0,37,27,5778365.0,327364.0,509487.0,,,1176661.0,,322200,Manufacturing,2010-01-01
2016,43247749,3,DIAMOND ANTENNA AND MICROWAVE CORPORATION EMPLOYEE STOCK OWNERSHIP,Diamond Antenna And Microwave Corporation,Littleton,MA,1460,2,,1,0,85,56,8122512.0,0.0,119943.0,0.0,119943.0,3256960.0,,335900,Manufacturing,2008-09-01
2016,43258366,2,SPEC EMPLOYEE STOCK OWNERSHIP PLAN,Spec,Burlington,MA,18033404,2,,1,0,33,20,711353.0,240934.0,70044.0,0.0,12044.0,-1792359.0,,541330,Professional & Technical Services,2010-01-01
2016,43297570,2,"EXPERT LASER SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Expert Laser Services, Inc.",Southbridge,MA,1550,2,,1,0,46,36,204622.0,0.0,,,9801.0,-7138.0,,,,2005-01-01
2016,43347358,3,"NEVO TECHNOLOGIES, INC EMPLOYEE STOCK OWNERSHIP PLAN","Nevo Technologies, Inc",Cambridge,MA,2138,2,,1,0,20,12,8150000.0,6720588.0,386467.0,,1407.0,-1134739.0,,541511,Professional & Technical Services,2009-01-01
2016,43401502,2,"CARNEY, SANDOE & ASSOCIATES EMPLOYEE STOCK OWNERSHIP PLAN","Carney, Sandoe & Associates",Boston,MA,2110,2,,1,0,30,27,12751804.0,5936475.0,20000.0,,8951.0,3902567.0,,561300,Administrative & Waste Services,2013-01-01
2016,43402944,3,"BROOKLINE BANCORP, INC EMPLOYEE STOCK OWNERSHIP PLAN","Brookline Bancorp, Inc",Boston,MA,2117,2,,1,0,796,577,15077623.0,1501914.0,350934.0,,738191.0,4172783.0,14769348.0,522110,Finance & Insurance,1997-11-01
2016,43484613,2,TRI-WIRE EMPLOYEE STOCK OWNERSHIP PLAN,Tri-Wire,Tewksbury,MA,1876,2,,1,0,1054,564,1615400.0,17986954.0,2514315.0,,0.0,-16371554.0,1615400.0,517000,Information & Technology,2016-01-01
2016,43497377,3,THE PROVIDENT BANK EMPLOYEE STOCK OWNERSHIP PLAN,The Provident Bank,Amesbury,MA,1913,2,,1,0,90,94,6375402.0,3137660.0,304746.0,,14666.0,1924140.0,,522120,Finance & Insurance,2015-01-01
2016,43520315,2,"INTERACTION ASSOCIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Interaction Associates, Inc.",Boston,MA,2210,2,,1,0,64,32,945000.0,1479288.0,274486.0,,7450.0,-939247.0,,,,2009-01-01
2016,43531186,2,"WOODLAND PARTNERS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Woodland Partners, Inc.",Walpole,MA,2081,2,,1,0,23,23,3730733.0,,407553.0,,,178733.0,,424400,Wholesale Trade,2015-01-01
2016,43533865,2,"VALLEY GREEN, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Valley Green, Inc.",Holyoke,MA,1040,2,,1,0,37,38,661345.0,704674.0,134092.0,0.0,0.0,-129329.0,,444200,Retail Trade,2015-01-01
2016,43537120,2,INFOSCITEX CORPORATION EMPLOYEE STOCK OWNERSHIP PL,Infoscitex Corporation,Littleton,MA,14602022,2,,1,0,9,0,7649.0,1210.0,,,33367.0,-33367.0,,,,2007-01-01
2016,43553283,2,NMR GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Nmr Group,Somerville,MA,2144,2,,1,0,42,37,275065.0,65.0,275100.0,0.0,0.0,275000.0,,541910,Professional & Technical Services,2016-01-01
2016,43577380,1,"DAYMARK ENERGY ADVISORS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Daymark Energy Advisors, Inc.",Worcester,MA,1608,2,,1,0,25,23,2065531.0,187.0,253929.0,,209680.0,-69207.0,,541990,Professional & Technical Services,2001-08-29
2016,455603992,2,"SHIFT COMMUNICATIONS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Shift Communications, Inc.",Newton,MA,2458,2,,1,0,102,55,1395294.0,0.0,181081.0,,3004207.0,-2556485.0,,,,2012-07-26
2016,463044208,4,THE L.S. STARRETT COMPANY 2013 EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,The L.S. Starrett Company,Athol,MA,13311915,2,,1,0,733,548,598601.0,100.0,,,67872.0,-266364.0,598497.0,322100,Manufacturing,2013-02-05
2016,471008886,2,"CREATIVE FINANCIAL STAFFING, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Creative Financial Staffing, Inc.",Boston,MA,2110,2,,1,0,687,252,26642925.0,1120814.0,110708.0,,3517.0,8081671.0,26640000.0,561300,Administrative & Waste Services,2014-07-28
2016,521405842,3,"CENTRA TECHNOLOGY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Centra Technology, Inc.",Burlington,MA,1803,2,,1,0,427,288,11063891.0,0.0,78757.0,,1258392.0,-1249768.0,10357303.0,541330,Professional & Technical Services,2005-01-01
2016,651174540,2,SEAL-RYT CORP. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Seal-Ryt Corp.,Westfield,MA,1085,2,,1,0,22,19,270000.0,,135000.0,,,135000.0,,238290,Construction,2015-01-01
2016,731627673,3,"EMPLOYEE STOCK OWNERSHIP PLAN OF WESTFIELD FINANCIAL, INC.","Westfield Financial, Inc.",Westfield,MA,10852923,2,,1,0,222,250,18037526.0,7865655.0,1063760.0,0.0,345383.0,2009898.0,16794199.0,522120,Finance & Insurance,2002-01-01
2016,743073286,3,RANDOLPH SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,Randolph Savings Bank,Stoughton,MA,2072,2,,1,0,153,165,7568308.0,4497095.0,281898.0,0.0,0.0,3071213.0,7568308.0,522120,Finance & Insurance,2016-07-01
2016,813645861,2,SHAWMUT GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Shawmut Group,Boston,MA,21182436,2,,1,0,1131,769,191245891.0,47452750.0,7018811.0,0.0,2113071.0,18625656.0,183414346.0,236200,Construction,1997-12-01
2017,10367721,2,"NEW ENGLAND NATURAL BAKERS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","New England Natural Bakers, Inc.",Greenfield,MA,1301,2,,1,0,49,35,1352063.0,2615467.0,209691.0,,,250437.0,,311800,Manufacturing,2012-01-01
2017,113672395,2,ARTEL VIDEO SYSTEMS CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Artel Video Systems Corporation,Westford,MA,18863617,2,,1,0,45,34,673046.0,4455720.0,726844.0,0.0,11673.0,-2119437.0,,334310,Manufacturing,2014-01-01
2017,201998367,2,"WESTON & SAMPSON, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Weston & Sampson, Inc.",Peabody,MA,1960,2,,1,0,370,358,3490437.0,0.0,1500000.0,,37303.0,1790037.0,1473875.0,541330,Professional & Technical Services,2014-01-01
2017,203724403,2,VERTEX EMPLOYEE STOCK OWNERSHIP PLAN,Vertex,Weymouth,MA,2189,2,,1,0,315,265,22040000.0,21573386.0,1497666.0,,54663.0,-456586.0,22040000.0,541330,Professional & Technical Services,2013-01-01
2017,204270900,1,PARAGUS STRATEGIC IT EMPLOYEE STOCK OWNERSHIP PLAN,Paragus Strategic It,Hadley,MA,1035,2,,1,0,67,46,1544000.0,1597627.0,92849.0,,,99472.0,,541519,Professional & Technical Services,2015-01-01
2017,208135911,2,"WINDOVER CONSTRUCTION, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Windover Construction, Inc.",Beverly,MA,1915,2,,1,0,83,85,2996000.0,500000.0,,,,2496000.0,,541990,Professional & Technical Services,2017-01-01
2017,261697053,2,SCC AND INTEGRATED IT HOLDING CORP EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,Scc And Integrated It Holding Corp,Waltham,MA,24511703,2,,1,0,168,121,78986046.0,8433864.0,1298037.0,0.0,178778.0,21554991.0,78970000.0,,,2008-01-01
2017,263038320,2,"AVWATCH, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Avwatch, Inc.",Plymouth,MA,2360,2,,1,0,11,8,37011.0,,6000.0,,,6011.0,,541370,Professional & Technical Services,2016-01-01
2017,270396940,3,CONSIGLI BUILDING GROUP EMPLOYEE STOCK OWNERSHIP PLAN,Consigli Building Group,Milford,MA,1757,2,,1,0,541,609,36444.0,,36444.0,,,36444.0,,236200,Construction,2017-01-01
2017,364488912,1,"ASHWORTH INTERNATIONAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Ashworth International, Inc.",Fall River,MA,2721,2,,1,0,133,120,15536145.0,15509390.0,1632797.0,,0.0,-1826097.0,13761699.0,551112,Management of Companies,2016-01-01
2017,41078435,3,BELMONT SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,Belmont Savings Bank,Belmont,MA,24782518,2,,1,0,130,99,13101207.0,3969181.0,253224.0,0.0,88511.0,147412.0,13101207.0,,,2011-01-01
2017,41110170,1,BOURNEUF CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Bourneuf Corporation,Lynn,MA,19024402,2,,1,0,21,19,813765.0,,,,10727.0,-12915.0,,423700,Wholesale Trade,1997-09-01
2017,41123040,3,HARBORONE BANK EMPLOYEE STOCK OWNERSHIP PLAN,Harborone Bank,Brockton,MA,2301,2,,1,0,338,345,22717511.0,10844091.0,839296.0,0.0,27955.0,174300.0,22717511.0,522130,Finance & Insurance,2016-01-01
2017,41123740,3,BROCKWAY-SMITH COMPANY EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,Brockway-Smith Company,Wilmington,MA,18871018,2,,1,0,101,88,7863775.0,,,,46441.0,705266.0,6676544.0,423300,Wholesale Trade,1976-01-01
2017,41203530,2,SPAULDING BRICK EMPLOYEE STOCK OWNERSHIP PLAN,Spaulding Brick,Wilmington,MA,1887,2,,1,0,37,27,9193489.0,375000.0,630466.0,,1810213.0,2063051.0,,423300,Wholesale Trade,1997-01-01
2017,412126830,2,BBN TECHNOLOGIES EMPLOYEE STOCK OWNERSHIP PLAN,Bbn Technologies,Cambridge,MA,2138,2,,1,0,718,63,206359.0,0.0,,,320322.0,-318458.0,,,,2004-03-27
2017,41309690,4,FIDUCIARY TRUST COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,Fiduciary Trust Company,Boston,MA,2110,2,,1,0,161,110,36704646.0,1773684.0,,,4487553.0,58684.0,36288709.0,523900,Finance & Insurance,1985-01-01
2017,41466100,3,BLUE HILLS BANK EMPLOYEE STOCK OWNERSHIP PLAN,Blue Hills Bank,Norwood,MA,2062,2,,1,0,206,190,45767788.0,20532688.0,18143.0,,114157.0,3548065.0,45616367.0,522120,Finance & Insurance,2014-01-01
2017,41611080,2,MELROSE COOPERATIVE BANK EMPLOYEE STOCK OWNERSHIP PLAN,Melrose Cooperative Bank,Melrose,MA,2176,2,,1,0,24,22,4527320.0,2019352.0,116261.0,,,513089.0,,522190,Finance & Insurance,2014-07-01
2017,41682990,1,"NYE LUBRICANTS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Nye Lubricants, Inc.",Fairhaven,MA,27190000,2,,1,0,114,83,8080813.0,0.0,,,267602.0,2901118.0,7973741.0,325900,Manufacturing,2001-01-01
2017,41728400,2,PILGRIM BANK EMPLOYEE STOCK OWNERSHIP PLAN,Pilgrim Bank,Cohasset,MA,2025,2,,1,0,36,30,2979850.0,1609626.0,97986.0,0.0,15344.0,624762.0,,,,2014-01-01
2017,41802790,4,GEORGETOWN SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,Georgetown Savings Bank,Salem,MA,1970,2,,1,0,74,0,1024797.0,0.0,3788.0,,1847008.0,-1806041.0,,522110,Finance & Insurance,2005-01-01
2017,41810570,2,SAVOGRAN COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,Savogran Company,Norwood,MA,2062,2,,1,0,11,10,3025005.0,,,,166552.0,24214.0,,325500,Manufacturing,1988-01-01
2017,41866480,2,THE L.S.STARRETT COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,The L.S.Starrett Company,Athol,MA,13311915,2,,1,0,557,344,3578197.0,2000.0,,,506190.0,-1661633.0,3575955.0,332210,Manufacturing,1994-07-01
2017,42041237,3,"CHANNING BETE COMPANY, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Channing Bete Company, Inc.",South Deerfield,MA,13730200,2,,1,0,167,116,21454934.0,0.0,2953514.0,,3798001.0,-2392451.0,11729852.0,323100,Manufacturing,1996-01-01
2017,42044378,2,"WILLIAMS STONE CO. , INC. EMPLOYEE STOCK OWNERSHIP PLAN","Williams Stone Co. , Inc.",East Otis,MA,1029,2,,1,0,57,37,15499820.0,2317098.0,289378.0,,496358.0,295919.0,,212310,"Mining, Oil & Gas",2005-01-01
2017,42086300,2,FRASER ENGINEERING COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,Fraser Engineering Company,Newton,MA,24609142,2,,1,0,101,60,775150.0,1990.0,30084.0,,28474.0,599195.0,,238220,Construction,2003-01-01
2017,42170946,2,"PAUL K. GUILLOW, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","Paul K. Guillow, Inc.",Wakefield,MA,18800329,2,,1,0,56,36,686458.0,,70637.0,,53999.0,-6418.0,,321900,Manufacturing,1986-11-01
2017,42175284,3,"GREEN INTERNATIONAL AFFILIATES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Green International Affiliates, Inc.",Westford,MA,1886,2,,1,0,69,65,300000.0,0.0,300000.0,0.0,0.0,300000.0,,541330,Professional & Technical Services,2017-04-01
2017,42188202,3,"WIREFAB, INC. EMPLOYEE STOCK OWNERSHIP PLAN","Wirefab, Inc.",Worcester,MA,1607,2,,1,0,36,40,2957316.0,18540.0,100000.0,,47138.0,155533.0,,332610,Manufacturing,1991-01-01
2017,42259905,4,COUNTRY CURTAINS EMPLOYEE STOCK OWNERSHIP PLAN,Country Curtains,Stockbridge,MA,12620955,2,,1,0,313,18,3420018.0,2146041.0,1215072.0,0.0,1334150.0,2217553.0,1949798.0,454110,Retail Trade,1995-07-01
2017,42264013,3,"D.N. LUKENS, INC. EMPLOYEE STOCK OWNERSHIP PLAN","D.N. Lukens, Inc.",Westboro,MA,15811023,2,,1,0,36,0,1109076.0,0.0,0.0,0.0,600001.0,-600001.0,,424600,Wholesale Trade,1977-01-01
2017,42272126,4,"CAPE COD LUMBER CO., INC. EMPLOYEE STOCK OWNERSHIP PLAN","Cape Cod Lumber Co., Inc.",Abington,MA,2351,2,,1,0,91,85,10845391.0,3492717.0,875000.0,,126591.0,2738935.0,,423300,Wholesale Trade,2014-01-01
